table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 111,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 6th to 8th November 2020,Snopes,47,35,12,4,3,10,8,10,6,9,18,16,7,6,4,1,6,4,3,1,2,6,12,8,2,-,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 6th to 8th November 2020,Newsguard,30,20,10,7,6,12,5,5,-,1,13,11,3,3,1,1,5,1,2,1,-,1,13,4,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 6th to 8th November 2020,Sense about science,19,12,7,8,8,4,1,1,3,1,6,5,3,5,-,1,4,1,1,1,-,1,5,6,-,-,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 6th to 8th November 2020,Infotagion,13,9,4,2,2,9,1,1,1,-,5,3,4,2,-,1,3,2,-,-,1,-,5,2,-,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 6th to 8th November 2020,Poynter Institute,11,7,5,6,6,4,1,-,-,-,4,2,1,4,-,-,2,2,-,-,-,1,3,4,-,-,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 6th to 8th November 2020,First Draft News,6,4,2,2,2,1,1,1,1,-,4,1,1,1,-,-,-,-,-,-,-,1,2,2,1,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 6th to 8th November 2020,Other,17,11,7,1,1,1,6,1,6,3,5,5,2,5,1,-,3,2,2,1,1,1,3,-,2,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 6th to 8th November 2020,Cannot recall name,59,32,27,11,11,16,6,6,10,10,16,19,13,11,6,5,7,4,4,5,6,6,4,3,9,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,149,74,75,27,25,35,27,25,18,17,48,40,23,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,161,78*,83*,34**,31**,40**,25**,30**,14**,18**,51*,43*,28**,39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 15th June 2020,Full Fact,43,24,19,11,11,14,8,5,1,3,14,18,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 15th June 2020,Snopes,29,14,15,3,3,5,6,7,3,5,9,10,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 15th June 2020,Newsguard,25,16,9,2,2,16,4,2,1,-,7,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 15th June 2020,Sense about science,12,5,7,4,3,3,4,1,*,-,1,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 15th June 2020,Infotagion,9,4,5,1,1,6,1,2,-,-,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 15th June 2020,First Draft News,9,6,2,-,-,5,2,2,-,-,4,3,*,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 15th June 2020,Poynter Institute,6,4,2,-,-,5,1,-,-,-,2,3,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 15th June 2020,Other,23,10,13,4,4,2,2,11,3,1,11,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 15th June 2020,Cannot recall name,64,27,38,17,15,13,10,9,6,9,17,15,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,195,114,81,37,36,40,34,22,30,32,73,51,32,39,12,2,19,10,18,12,10,13,56,19,18,6,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,94,56
Table 113,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,190,105*,84*,40**,39**,38*,34**,18**,31**,28**,70*,46*,40**,33*,9**,2**,18**,10**,20**,12**,9**,12**,50*,22**,22**,4**,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16**,89*,59*
Table 113,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 4th to 6th December 2020,Full Fact,68,48,20,19,19,18,13,4,7,7,25,18,13,12,5,-,7,6,7,6,4,1,19,8,5,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,28,23
Table 113,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 4th to 6th December 2020,Snopes,28,15,13,3,3,8,6,5,3,2,13,4,3,8,*,-,4,2,3,2,1,1,8,5,2,*,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,11
Table 113,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 4th to 6th December 2020,Newsguard,27,24,3,7,7,9,8,2,-,2,14,2,7,5,-,-,1,-,4,1,-,1,14,3,1,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,6
Table 113,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 4th to 6th December 2020,Sense about science,25,19,7,10,10,8,3,-,2,3,11,4,8,3,1,-,2,-,2,2,*,1,13,2,3,-,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,4
Table 113,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 4th to 6th December 2020,First Draft News,10,10,*,2,2,4,4,-,-,1,5,2,2,2,-,-,1,1,2,3,-,-,2,1,-,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3
Table 113,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 4th to 6th December 2020,Infotagion,10,7,2,3,3,2,3,1,-,1,3,2,1,3,2,-,1,2,1,-,-,-,3,1,-,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
Table 113,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 4th to 6th December 2020,Poynter Institute,9,8,1,5,5,2,1,1,-,-,6,2,-,1,1,-,1,-,-,-,-,-,7,-,1,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1
Table 113,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 4th to 6th December 2020,Other,15,7,8,1,1,2,2,2,2,7,8,1,4,3,-,*,1,1,4,1,-,1,4,1,3,-,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,6,9
Table 113,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 4th to 6th December 2020,Cannot recall name,65,27,38,13,11,5,13,7,17,11,19,22,14,11,4,2,6,3,4,3,4,8,14,7,9,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,36,16
Table 102,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,126,80,46,15,14,32,18,17,20,24,52,31,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,126,77*,48*,19**,18**,29**,15**,23**,17**,23**,47*,32**,20**,26**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 19th to 21st June 2020,Full Fact,34,24,10,7,7,9,2,8,4,3,15,9,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 19th to 21st June 2020,Snopes,18,14,4,-,-,5,2,2,2,6,8,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 19th to 21st June 2020,Newsguard,17,11,7,4,3,7,2,-,1,4,9,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 19th to 21st June 2020,Sense about science,15,9,6,1,1,5,2,5,2,-,5,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 19th to 21st June 2020,First Draft News,5,5,-,-,-,1,3,-,-,-,3,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 19th to 21st June 2020,Poynter Institute,3,1,2,1,1,2,-,-,-,-,1,-,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 19th to 21st June 2020,Infotagion,2,1,1,1,1,1,1,-,-,-,-,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 19th to 21st June 2020,Other,14,7,7,2,2,1,*,*,6,4,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 19th to 21st June 2020,Cannot recall name,45,24,21,7,7,10,8,9,4,6,12,11,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,185,102,83,32,32,31,41,32,20,29,64,41,39,41,18,7,18,12,16,8,8,8,39,29,15,7,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,192,108*,83*,36**,36**,36**,40*,32**,17**,30**,66*,43*,46*,37*,15**,7**,21**,12**,19**,7**,7**,9**,39*,32**,16**,7**,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 15th to 17th January 2021,Full Fact,53,41,12,5,5,11,17,7,4,9,19,9,13,12,4,1,4,3,4,2,2,1,16,10,4,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 15th to 17th January 2021,Newsguard,36,24,12,14,14,10,9,2,*,2,18,7,6,6,1,1,3,-,1,2,-,1,17,9,2,-,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 15th to 17th January 2021,Snopes,32,20,12,5,5,4,11,7,4,1,16,6,1,9,4,-,1,3,3,2,2,2,8,7,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 15th to 17th January 2021,Sense about science,26,21,5,4,4,3,13,2,2,3,11,3,8,5,-,2,4,-,2,1,1,-,9,5,3,-,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 15th to 17th January 2021,Infotagion,17,12,4,3,3,4,8,2,-,-,10,4,2,-,1,-,4,-,3,-,-,-,6,1,1,-,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 15th to 17th January 2021,Poynter Institute,14,12,2,4,4,4,6,1,-,-,8,4,1,-,1,-,1,-,3,1,-,-,8,-,-,-,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 15th to 17th January 2021,First Draft News,13,10,3,3,3,-,9,1,-,-,6,5,1,1,-,-,1,-,2,1,-,-,8,-,-,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 15th to 17th January 2021,Other,18,11,7,1,1,5,2,3,4,3,3,8,4,3,1,-,3,1,-,1,2,1,1,1,5,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 15th to 17th January 2021,Cannot recall name,72,31,42,15,15,13,11,13,5,16,22,19,21,10,6,3,4,6,11,2,3,5,13,11,5,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,160,86,74,35,35,37,30,20,19,19,68,46,21,25,17,3,14,14,10,10,6,12,38,20,12,4,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,170,90*,80*,35**,35**,45**,29**,20**,19**,22**,69*,45*,31**,25**,16**,2**,20**,19**,10**,11**,4**,11**,36*,22**,15**,5**,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 14th February 2021,Full Fact,48,30,18,8,8,9,13,5,6,7,23,10,11,4,2,*,4,7,2,4,1,2,13,5,7,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 14th February 2021,Newsguard,42,19,22,5,5,24,6,5,1,-,18,9,10,5,2,-,6,4,4,-,-,1,16,5,2,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 14th February 2021,Snopes,27,14,13,2,2,6,10,4,1,4,11,6,5,5,1,1,2,2,1,1,1,2,7,6,2,-,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 14th February 2021,Sense about science,21,11,10,8,8,5,3,4,-,-,12,4,1,4,2,-,1,2,1,2,-,-,6,4,1,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 14th February 2021,First Draft News,13,5,8,4,4,2,4,2,-,-,4,3,3,3,*,-,-,4,1,*,-,1,3,2,-,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 14th February 2021,Infotagion,10,6,4,3,3,2,2,2,-,2,5,*,3,1,1,*,1,-,1,1,-,-,5,-,*,-,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 14th February 2021,Poynter Institute,10,6,4,1,1,5,2,2,-,-,3,3,-,4,-,-,-,4,-,-,-,1,3,2,-,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 14th February 2021,Other,18,9,9,4,4,5,1,-,2,6,12,2,3,2,5,1,2,-,2,1,-,2,2,2,-,-,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 12th to 14th February 2021,Cannot recall name,46,25,21,11,11,7,6,2,10,10,12,15,8,11,6,-,5,6,2,4,2,5,4,6,5,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,137,73,64,24,22,23,25,23,21,21,39,37,26,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,134,74*,60*,29**,27**,23**,23**,19**,19**,22**,37*,38*,26**,33*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 7th to 9th August 2020,Full Fact,38,25,13,7,7,9,6,3,5,8,8,13,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 7th to 9th August 2020,Snopes,20,12,8,1,1,2,4,4,5,4,5,5,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 7th to 9th August 2020,Newsguard,16,9,7,3,3,4,4,1,3,1,4,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 7th to 9th August 2020,Sense about science,9,2,7,3,2,1,3,-,1,1,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 7th to 9th August 2020,First Draft News,9,6,3,5,5,3,1,1,-,-,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 7th to 9th August 2020,Poynter Institute,8,6,2,5,5,1,*,1,-,-,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 7th to 9th August 2020,Infotagion,4,3,1,2,2,1,-,-,-,1,2,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 7th to 9th August 2020,Other,15,8,7,1,-,1,4,2,1,5,8,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 7th to 9th August 2020,Cannot recall name,47,24,23,12,12,9,6,7,8,6,12,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,146,76,70,20,18,35,28,12,16,35,71,32,17,26,8,8,13,10,11,8,5,8,37,19,16,3,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,140,70*,70*,21**,18**,35**,25**,11**,15**,33*,67*,25**,20**,27**,9**,7**,12**,11**,11**,8**,5**,7**,37*,18**,12**,2**,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 9th to 11th October 2020,Full Fact,39,27,11,6,6,10,5,4,6,7,20,6,6,7,-,-,2,2,4,4,-,3,14,6,3,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 9th to 11th October 2020,Sense about science,30,17,13,6,6,13,7,-,1,4,18,3,3,6,1,1,3,1,3,-,-,-,14,4,2,-,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 9th to 11th October 2020,Newsguard,28,17,11,6,6,12,7,1,-,2,16,4,4,3,-,-,1,-,3,1,1,-,14,7,-,-,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 9th to 11th October 2020,Snopes,23,14,10,1,1,8,5,3,2,5,13,4,1,4,4,1,3,-,1,-,-,-,7,3,4,-,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 9th to 11th October 2020,First Draft News,15,9,6,4,4,9,1,-,-,1,12,3,-,-,-,-,3,1,2,1,-,-,5,1,1,-,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 9th to 11th October 2020,Infotagion,9,8,1,2,1,4,1,1,-,-,8,-,-,1,1,-,1,-,3,-,-,-,5,-,-,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 9th to 11th October 2020,Poynter Institute,5,5,-,-,-,5,1,-,-,-,5,1,-,-,-,-,1,-,-,-,-,-,4,-,-,-,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 9th to 11th October 2020,Other,9,6,3,1,1,-,1,1,1,6,4,4,1,1,-,1,2,2,-,-,1,2,1,-,*,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 109,Q.11b Which of the following fact checking sites or tools did you use?,ONLINE Fieldwork: 9th to 11th October 2020,Cannot recall name,52,19,34,6,4,12,8,5,5,16,27,6,9,11,4,4,4,7,4,4,2,2,9,5,6,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
