table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 127,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,297,159,137,41*,37*,51*,46*,41*,46*,71*,146,85*,35*,31*,29*,8**,28*,23**,21**,21**,15**,26**,55*,37*,23**,11**,,58*,114,48*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 127,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,205,108,97,24,21,35,34,26,36,50,98,60,27,20,17,2,18,17,11,13,13,21,35,29,19,9,,37,83,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 127,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,38,20,18,2,2,8,8,1,8,10,15,11,4,8,4,1,4,1,3,4,3,2,5,5,6,2,,6,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 127,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,4,167,89,79,22,19,27,26,25,27,40,83,49,23,13,13,1,14,16,8,10,10,19,30,24,13,7,,31,68,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 127,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,3,79,44,35,17,16,11,10,12,9,19,44,21,7,7,9,4,10,6,9,6,2,4,17,8,3,1,,17,29,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 127,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,2,10,5,5,-,-,3,1,3,1,2,3,2,1,4,3,1,-,-,2,1,-,-,2,-,1,-,,3,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 127,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,3,2,1,-,-,2,-,-,1,-,1,2,-,-,-,-,-,-,-,-,-,1,1,-,1,-,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 127,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,12,7,6,-,-,5,1,3,2,2,4,4,1,4,3,1,-,-,2,1,-,1,3,-,2,-,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 127,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.77,3.75,3.79,3.63,3.62,3.71,3.9,3.61,3.89,3.81,3.74,3.76,3.88,3.78,3.62,3.18,3.77,3.77,3.56,3.77,4.06,3.82,3.67,3.92,3.93,4.07,,3.67,3.82,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 127,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.75,0.76,0.74,0.59,0.6,0.92,0.73,0.66,0.8,0.71,0.69,0.8,0.62,0.97,0.85,0.9,0.67,0.49,0.82,0.8,0.56,0.74,0.77,0.6,0.95,0.58,,0.79,0.7,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 128,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,141,261,306,176,158,30,112,48,46,139,118,306,10,63,52,11,171,74,,,,,,,,,,,,,,,,,,,,,
Table 128,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,137,251,297,170,153,31**,107,43*,43*,133,115,297,8**,63*,50*,10**,166,74*,,,,,,,,,,,,,,,,,,,,,
Table 128,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,95,175,205,113,103,19,69,27,24,87,77,205,4,40,37,4,106,63,,,,,,,,,,,,,,,,,,,,,
Table 128,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,15,33,38,20,17,4,12,5,4,18,12,38,-,10,6,1,18,15,,,,,,,,,,,,,,,,,,,,,
Table 128,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,4,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,80,142,167,92,85,15,58,22,20,70,64,167,4,30,31,3,89,48,,,,,,,,,,,,,,,,,,,,,
Table 128,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,3,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,35,64,79,48,43,10,32,13,15,41,33,79,5,20,13,3,50,9,,,,,,,,,,,,,,,,,,,,,
Table 128,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,9,10,8,6,1,5,3,3,4,5,10,-,1,-,1,7,1,,,,,,,,,,,,,,,,,,,,,
Table 128,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,1,1,1,1,-,1,1,-,3,-,2,-,1,3,-,,,,,,,,,,,,,,,,,,,,,
Table 128,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,12,12,9,7,2,6,3,4,5,5,12,-,2,-,2,10,1,,,,,,,,,,,,,,,,,,,,,
Table 128,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,3.74,3.77,3.77,3.72,3.73,3.66,3.69,3.68,3.52,3.74,3.73,3.77,3.45,3.72,3.86,3.32,3.67,4.04,,,,,,,,,,,,,,,,,,,,,
Table 128,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.77,0.76,0.75,0.76,0.74,0.87,0.76,0.78,0.86,0.76,0.71,0.75,0.53,0.85,0.61,1.22,0.79,0.64,,,,,,,,,,,,,,,,,,,,,
Table 129,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,29,19,22,58,25,16,145,96,76,53,259,81,274,294,294,306,-,,,
Table 129,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37*,29**,19**,22**,55*,25**,16**,143,91*,80*,53*,249,79*,267,286,285,297,-**,,,
Table 129,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,15,13,14,37,13,10,94,51,54,32,171,52,187,198,199,205,-,,,
Table 129,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,7,3,4,15,13,10,5,34,10,34,37,37,38,-,,,
Table 129,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,4,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10,8,11,30,10,6,79,38,44,27,137,42,154,162,162,167,-,,,
Table 129,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,3,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,5,6,16,12,4,40,33,19,18,66,24,68,76,75,79,-,,,
Table 129,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,-,2,2,1,-,2,6,5,6,3,8,2,10,10,10,10,-,,,
Table 129,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,-,-,1,-,-,2,2,1,-,3,2,2,2,2,3,-,,,
Table 129,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,1,2,2,2,-,2,8,7,7,3,11,4,11,12,12,12,-,,,
Table 129,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74,3.61,3.84,3.7,3.75,3.64,3.78,3.69,3.6,3.71,3.63,3.77,3.72,3.78,3.77,3.78,3.77,-,,,
Table 129,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.89,0.92,0.81,0.78,0.7,0.96,0.78,0.87,0.84,0.74,0.77,0.81,0.73,0.74,0.74,0.75,-,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 7th to 10th May 2020,Unweighted base,317,168,149,53,48,58,57,40,35,74,163,79,34,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,293,157,136,54*,48*,51*,59*,38*,28*,64*,134,81*,38*,40*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 7th to 10th May 2020,NET: Trust,201,102,99,41,36,32,35,24,18,51,93,58,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 7th to 10th May 2020,5 - Trust completely,40,20,20,4,3,6,9,3,5,13,15,15,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 7th to 10th May 2020,4,161,82,79,37,33,26,26,21,13,38,77,42,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 7th to 10th May 2020,3,73,42,30,12,12,16,17,11,6,11,30,23,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 7th to 10th May 2020,2,14,8,6,1,1,3,5,-,4,2,9,-,5,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 7th to 10th May 2020,1 - Do not trust at all,5,4,1,-,-,-,2,2,-,1,3,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 7th to 10th May 2020,NET: Do not trust,19,12,7,1,1,3,7,2,4,2,11,1,6,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 7th to 10th May 2020,Mean,3.74,3.68,3.81,3.83,3.78,3.68,3.6,3.6,3.68,3.95,3.7,3.87,3.56,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 7th to 10th May 2020,Standard deviation Standard error,0.82,0.86,0.77,0.58,0.57,0.75,0.96,0.91,0.95,0.76,0.84,0.75,1.02,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,259,144,115,39,38,51,36,33,41,59,88,91,34,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,256,140,116*,44*,43*,56*,36**,30**,33*,57*,98*,84*,35**,39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 24th to 26th April 2020,NET: Trust,178,91,88,30,29,37,23,20,22,45,74,61,17,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 24th to 26th April 2020,5 - Trust completely,47,23,25,3,3,16,6,1,8,14,19,17,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 24th to 26th April 2020,4,131,68,63,27,26,22,17,19,14,31,54,44,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 24th to 26th April 2020,3,60,41,19,11,11,14,8,8,11,7,14,19,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 24th to 26th April 2020,2,13,5,8,3,3,4,2,1,-,3,7,3,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 24th to 26th April 2020,1 - Do not trust at all,5,4,1,-,-,-,3,-,-,2,4,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 24th to 26th April 2020,NET: Do not trust,17,9,9,3,3,4,4,1,-,5,11,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 24th to 26th April 2020,Mean,3.79,3.72,3.89,3.68,3.67,3.87,3.61,3.69,3.92,3.9,3.8,3.89,3.61,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 24th to 26th April 2020,Standard deviation Standard error,0.87,0.88,0.85,0.7,0.71,0.91,1.08,0.6,0.77,0.95,0.97,0.77,0.88,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,261,161,100,39,36,50,43,41,30,58,97,88,38,38,27,9,23,13,17,16,16,21,49,38,27,5,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,252,156,96*,40*,38*,47*,41*,48*,26**,50*,90*,90*,38*,33*,23**,8**,25**,12**,18**,17**,14**,20**,45*,39*,28**,4**,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 11th April 2021,NET: Trust,190,115,75,30,27,33,31,34,20,43,69,68,30,23,19,8,16,10,12,13,11,16,34,27,20,3,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 11th April 2021,5 - Trust completely,53,31,21,7,7,11,9,7,6,12,18,20,7,8,4,2,8,5,1,2,2,5,12,8,3,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 11th April 2021,4,137,84,53,22,20,22,21,27,14,31,51,48,23,14,15,5,8,5,11,12,9,11,23,19,17,2,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 11th April 2021,3,53,35,18,6,6,12,8,14,6,6,20,17,7,10,4,1,9,2,4,3,3,4,7,10,5,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 11th April 2021,2,9,5,4,4,4,2,2,-,1,-,1,5,2,1,-,-,-,1,1,-,-,-,3,1,3,-,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 11th April 2021,1 - Do not trust at all,1,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 11th April 2021,NET: Do not trust,9,5,4,4,4,2,2,-,1,1,1,5,2,1,-,-,-,1,1,-,-,-,3,1,3,-,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 11th April 2021,Mean,3.92,3.9,3.96,3.82,3.81,3.89,3.91,3.86,3.98,4.07,3.94,3.92,3.93,3.88,3.99,4.16,3.96,4.2,3.7,3.91,3.96,4.06,3.93,3.88,3.72,3.88,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,0.76,0.76,0.76,0.85,0.87,0.8,0.82,0.66,0.75,0.71,0.72,0.8,0.72,0.83,0.61,0.61,0.83,0.89,0.71,0.53,0.64,0.68,0.91,0.78,0.8,0.81,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,287,145,142,41,38,49,50,49,48,50,118,96,28,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,277,136,142,52*,48*,49*,44*,39*,42*,51*,111,90*,26**,50*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 7th June 2020,NET: Trust,193,87,106,40,36,38,29,23,26,37,75,69,18,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 7th June 2020,5 - Trust completely,37,19,18,7,5,11,3,4,4,9,16,14,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 7th June 2020,4,156,68,88,33,31,27,26,19,22,28,59,55,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 7th June 2020,3,74,43,31,11,11,11,12,13,13,13,35,16,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 7th June 2020,2,7,4,4,1,1,-,2,2,2,1,1,4,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 7th June 2020,1 - Do not trust at all,3,3,1,-,-,1,1,1,1,-,-,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
