table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 1st to 3rd May 2020,1 - Do not trust at all,4,2,2,-,-,2,-,1,-,2,1,3,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 1st to 3rd May 2020,NET: Do not trust,30,24,6,1,1,3,6,5,6,10,12,10,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 1st to 3rd May 2020,Mean,4.01,3.99,4.03,4.2,4.14,4.04,4.01,4.03,3.86,3.83,3.98,3.98,4.15,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 1st to 3rd May 2020,Standard deviation Standard error,0.83,0.86,0.78,0.73,0.73,0.82,0.81,0.83,0.81,0.94,0.84,0.85,0.77,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,601,338,263,86,78,114,113,110,91,87,232,186,90,93,51,16,65,44,41,48,30,60,84,93,52,17,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,583,329,254,96*,86*,116,106,97*,85*,84*,206,191,92*,94*,47*,14**,68*,45*,42*,45*,26**,55*,73*,91*,59*,17**,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 6th to 8th November 2020,NET: Trust,468,263,205,78,68,83,91,78,68,71,177,151,64,76,38,11,56,38,36,35,20,44,54,76,48,12,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 6th to 8th November 2020,5 - Trust completely,173,97,76,33,26,36,29,25,28,21,72,51,23,28,13,3,19,17,5,13,7,24,20,21,21,10,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 6th to 8th November 2020,4,295,166,129,46,42,46,62,52,39,50,105,100,42,48,25,8,37,20,32,22,13,20,34,55,27,2,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 6th to 8th November 2020,3,92,46,46,14,14,27,12,16,14,9,23,34,21,13,6,3,11,5,4,8,6,9,17,12,7,5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 6th to 8th November 2020,2,15,14,1,2,2,2,1,4,4,2,4,3,4,4,2,-,2,1,2,*,-,2,1,2,3,-,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 6th to 8th November 2020,1 - Do not trust at all,8,6,2,1,1,4,1,-,-,2,2,2,3,1,1,-,-,1,-,1,-,1,1,1,1,-,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 6th to 8th November 2020,NET: Do not trust,24,20,3,3,3,6,2,4,4,4,6,5,7,5,3,-,2,3,2,2,-,3,2,3,4,-,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 6th to 8th November 2020,Mean,4.04,4.01,4.08,4.11,4.05,3.95,4.11,4.02,4.08,4.01,4.16,4.02,3.84,4.03,4,3.97,4.08,4.13,3.92,4,4.04,4.16,3.95,4.03,4.07,4.28,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,0.83,0.88,0.75,0.82,0.83,0.96,0.72,0.77,0.82,0.85,0.78,0.78,0.95,0.85,0.9,0.67,0.73,0.94,0.64,0.91,0.73,0.93,0.84,0.75,0.93,0.93,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 29,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,550,303,247,96,91,108,79,90,97,80,200,170,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 29,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,556,300,256,104*,99*,114*,78*,95*,88*,77*,191,176,96*,93*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 29,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 12th to 15th June 2020,NET: Trust,418,223,195,86,84,81,59,66,69,56,145,134,71,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 29,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 12th to 15th June 2020,5 - Trust completely,142,83,59,30,30,21,22,25,21,21,50,47,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 29,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 12th to 15th June 2020,4,276,140,136,56,55,59,37,41,48,35,95,87,51,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 29,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 12th to 15th June 2020,3,96,49,47,12,10,25,12,23,12,12,34,25,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 29,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 12th to 15th June 2020,2,27,20,7,6,4,7,4,5,3,3,7,9,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 29,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 12th to 15th June 2020,1 - Do not trust at all,15,8,7,-,-,2,4,1,4,5,5,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 29,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 12th to 15th June 2020,NET: Do not trust,42,28,14,6,4,9,7,6,7,8,12,17,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 29,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 12th to 15th June 2020,Mean,3.9,3.9,3.91,4.07,4.11,3.81,3.89,3.89,3.91,3.83,3.93,3.89,3.9,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 29,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,0.93,0.97,0.88,0.79,0.76,0.87,1.03,0.89,0.94,1.09,0.91,1.01,0.8,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,492,284,208,65,56,78,89,93,94,73,175,151,79,87,44,13,42,38,44,43,30,42,65,72,46,13,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,499,292,208,84*,71*,78*,84*,94*,89*,69*,169,146,97*,87*,43*,13**,46*,40*,43*,43*,27**,41*,63*,80*,44*,14**,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th June 2021,NET: Trust,383,226,157,69,57,62,63,72,60,56,136,108,81,59,35,10,29,27,35,32,24,33,51,64,34,12,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th June 2021,5 - Trust completely,151,91,60,38,32,29,23,26,18,17,55,44,32,20,12,2,7,12,17,15,9,11,25,27,12,2,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th June 2021,4,232,135,97,31,25,33,40,46,43,39,81,64,48,39,24,8,22,14,18,16,15,22,26,36,22,9,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th June 2021,3,91,47,45,13,13,13,13,21,21,11,26,32,11,22,7,2,14,10,6,10,4,6,10,12,9,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th June 2021,2,17,11,6,1,1,1,5,-,7,2,5,5,3,4,1,1,2,1,3,-,-,1,2,4,2,-,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th June 2021,1 - Do not trust at all,8,8,-,-,-,3,2,1,1,-,2,1,3,2,-,-,1,2,-,1,-,1,1,1,-,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th June 2021,NET: Do not trust,24,19,6,1,1,4,8,1,8,2,7,5,6,6,1,1,3,3,3,1,-,2,3,4,2,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th June 2021,Mean,4.01,4,4.02,4.27,4.23,4.07,3.91,4.03,3.77,4.01,4.08,4,4.07,3.8,4.08,3.78,3.7,3.83,4.13,4.02,4.18,4.02,4.12,4.07,3.98,3.86,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,0.87,0.93,0.79,0.78,0.82,0.97,0.98,0.76,0.91,0.74,0.83,0.84,0.91,0.94,0.71,0.86,0.87,1.07,0.88,0.96,0.66,0.83,0.89,0.87,0.8,0.98,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 27th to 29th March 2020,Unweighted base,775,420,355,,,,,,,,335,217,94,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,175,133,136,128,119,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 27th to 29th March 2020,Weighted base,758,403,355,,,,,,,,258,223,139*,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93*,177,126,134,107,121,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 27th to 29th March 2020,NET: Trust,635,332,303,,,,,,,,226,182,116,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,146,104,110,87,105,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 27th to 29th March 2020,5 - Trust completely,265,135,130,,,,,,,,79,82,59,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,66,45,47,35,33,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 27th to 29th March 2020,4,370,197,173,,,,,,,,147,100,58,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,80,59,63,52,72,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 27th to 29th March 2020,3,103,57,46,,,,,,,,25,36,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,27,18,22,14,14,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 27th to 29th March 2020,2,14,11,4,,,,,,,,5,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,4,-,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 27th to 29th March 2020,1 - Do not trust at all,5,3,2,,,,,,,,3,2,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,2,-,-,2,2,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 27th to 29th March 2020,NET: Do not trust,20,14,6,,,,,,,,7,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,6,2,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 27th to 29th March 2020,Mean,4.15,4.12,4.2,,,,,,,,4.14,4.15,4.24,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,4.16,4.15,4.16,4.07,4.11,,,
Table 28,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 27th to 29th March 2020,Standard deviation Standard error,0.78,0.8,0.74,,,,,,,,0.74,0.81,0.76,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.8,0.78,0.75,0.87,0.72,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,580,327,253,81,74,86,106,106,93,108,188,203,81,108,55,22,37,38,50,37,28,71,90,78,51,23,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,288,172
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,562,304,257,82*,75*,86*,102*,102*,88*,102*,178,188,95*,101*,52*,16**,39*,39*,39*,37*,26**,70*,82*,80*,61*,21**,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7**,284,165
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th December 2020,NET: Trust,435,232,203,72,64,64,79,70,71,79,139,153,68,76,39,12,29,33,31,21,21,55,68,67,41,16,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,225,121
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th December 2020,5 - Trust completely,133,80,54,19,15,21,23,16,18,37,48,50,15,20,5,2,7,12,13,13,6,21,21,22,9,3,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,72,39
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th December 2020,4,302,153,149,53,50,44,56,54,53,42,90,103,53,56,34,10,22,22,18,9,16,34,47,45,32,13,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,153,82
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th December 2020,3,96,52,43,8,8,17,19,23,14,15,29,29,19,19,12,3,8,2,7,12,5,9,12,10,12,4,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,44,30
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th December 2020,2,21,11,10,3,3,3,2,4,1,8,6,7,4,4,-,1,1,3,*,2,-,2,2,3,4,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,8,13
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th December 2020,1 - Do not trust at all,10,8,2,-,-,2,2,5,1,*,5,-,4,2,1,-,-,-,-,2,-,4,-,-,4,-,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,7,2
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th December 2020,NET: Do not trust,31,20,12,3,3,5,4,9,2,8,11,7,8,6,1,1,1,3,*,4,-,6,2,3,8,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,15,14
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th December 2020,Mean,3.94,3.93,3.94,4.06,4.01,3.91,3.94,3.71,3.97,4.05,3.96,4.04,3.75,3.87,3.81,3.78,3.9,4.06,4.13,3.78,4.04,3.95,4.06,4.08,3.62,3.89,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,3.97,3.87
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,0.85,0.91,0.77,0.69,0.68,0.88,0.81,0.94,0.75,0.92,0.9,0.75,0.92,0.83,0.7,0.82,0.73,0.85,0.74,1.12,0.64,1.03,0.72,0.73,1.03,0.69,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.86,0.9
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,637,392,245,103,93,118,117,93,104,102,243,193,82,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,617,365,252,105*,94*,119*,101*,102*,93*,97*,222,190,99*,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 19th to 21st June 2020,NET: Trust,488,274,214,90,79,98,73,79,76,72,174,151,77,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 19th to 21st June 2020,5 - Trust completely,171,101,70,37,33,35,20,24,24,30,52,60,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 19th to 21st June 2020,4,317,173,144,52,47,63,53,55,52,41,122,91,49,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 19th to 21st June 2020,3,99,65,34,12,12,17,24,16,14,16,39,30,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 19th to 21st June 2020,2,22,18,4,3,3,3,3,5,2,6,7,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 19th to 21st June 2020,1 - Do not trust at all,8,8,1,-,-,1,1,3,1,4,2,5,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 19th to 21st June 2020,NET: Do not trust,30,26,4,3,3,4,4,7,3,10,8,9,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 19th to 21st June 2020,Mean,4,3.94,4.1,4.18,4.15,4.09,3.88,3.91,4.03,3.91,3.98,4.03,4.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,0.84,0.92,0.7,0.75,0.76,0.77,0.78,0.89,0.76,1.03,0.77,0.9,0.83,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,552,280,272,88,78,85,93,104,88,94,179,185,80,108,53,29,49,37,39,40,29,43,74,91,53,15,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,555,289,266,102*,88*,100*,84*,101*,77*,91*,179,175,96*,105*,48*,26**,54*,41*,43*,36*,27**,49*,71*,90*,54*,15**,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 15th to 17th January 2021,NET: Trust,427,219,208,89,75,79,58,75,55,71,146,133,70,78,34,20,39,33,31,25,21,43,56,73,45,7,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 15th to 17th January 2021,5 - Trust completely,182,91,91,52,42,29,19,36,21,25,68,52,25,37,10,6,16,17,9,11,9,23,24,32,22,3,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 37,Q5. Trust in the sources for information/news about Coronavirus used in last week: BBC - Online/ app,ONLINE Fieldwork: 15th to 17th January 2021,4,245,128,117,37,32,51,39,39,34,45,78,81,45,41,24,15,23,16,22,14,12,20,32,41,23,4,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
