table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 118,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Mean,,-0.3,,0.01,,,,,-0.37,-0.43,-0.38,,,,-0.41,,-0.19,-0.24,-0.16,,-0.18,-0.26,,,-0.33,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,-0.19,-0.15
Table 118,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,1.19,1.21,1.15,1.2,1.19,1.14,1.17,1.16,1.17,1.2,1.23,1.17,1.15,1.18,1.19,1.11,1.21,1.23,1.18,1.19,1.21,1.17,1.24,1.14,1.13,1.24,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.18,1.19
Table 107,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,2164,1113,1051,292,261,355,355,316,338,508,642,610,367,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2164,1058,1106,298,264,361,335,372,312,485,589,610,439,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Agree,697,294,403,106,99,117,122,112,85,155,164,175,174,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Strongly agree      (+2),145,52,92,22,22,35,23,22,16,28,20,50,32,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Slightly agree      (+1),552,242,311,84,78,82,99,90,69,127,144,125,141,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Neither agree nor    (0) disagree,555,266,289,74,61,94,83,106,67,131,138,180,89,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Slightly disagree   (-1),603,312,291,78,66,101,93,95,104,132,181,187,105,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Strongly disagree   (-2),310,186,123,41,37,50,38,59,56,67,106,69,71,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Disagree,912,498,414,118,103,150,131,154,160,199,286,255,176,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Mean,,-0.32,,,,,,-0.21,-0.37,,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 107,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,1.16,1.15,1.15,1.17,1.2,1.2,1.14,1.15,1.16,1.14,1.13,1.12,1.22,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2115,1003,1112,261,228,325,342,367,332,488,584,640,359,532,186,88,220,166,174,162,105,182,296,296,177,63,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,2115,1034,1081,292,250,353,328,364,305,473,575,597,429,514,176,84*,234,172,185,152,100*,199,279,289,181,63*,1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Agree,584,272,312,97,86,128,100,93,72,94,159,142,135,148,38,24,76,45,56,48,22,53,103,54,42,23,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Strongly agree      (+2),154,74,80,20,19,38,23,31,22,21,35,44,37,38,8,5,24,13,16,12,3,19,36,6,3,7,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Slightly agree      (+1),430,198,232,77,67,90,77,62,51,74,125,97,98,110,30,18,52,32,41,36,19,34,67,47,39,15,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Neither agree nor    (0) disagree,566,271,296,67,57,129,96,83,79,111,128,165,118,156,48,31,62,49,49,37,31,53,74,75,41,16,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Slightly disagree   (-1),511,246,265,75,65,59,73,94,77,132,153,153,104,102,50,14,49,46,42,41,24,50,54,77,52,12,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Strongly disagree   (-2),453,245,208,53,42,37,58,94,75,136,136,137,72,108,39,15,46,33,37,27,23,42,48,83,47,13,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Disagree,965,492,473,128,107,96,132,188,153,268,288,290,176,210,90,30,95,79,79,67,47,92,102,160,98,25,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Mean,,-0.38,,,,0.09,,-0.43,-0.44,-0.61,-0.4,-0.4,,-0.26,-0.47,,,,,,-0.45,,,-0.63,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,1.22,1.23,1.21,1.21,1.22,1.13,1.19,1.27,1.23,1.18,1.23,1.21,1.21,1.22,1.15,1.16,1.27,1.2,1.24,1.22,1.14,1.25,1.28,1.13,1.14,1.32,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,2100,1015,1085,267,236,294,323,383,336,497,613,633,319,535,176,86,203,160,183,166,113,193,307,302,145,66,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,2100,1027,1073,290,248,351,325,361,302,471,571,592,426,510,175,84*,232,171,183,151,100*,198,277,287,179,63*,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,NET: Agree,662,284,377,103,98,159,113,108,82,97,171,154,170,166,44,31,79,57,48,45,32,52,113,93,47,22,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Strongly agree      (+2),154,62,92,24,24,40,30,24,15,21,42,32,28,52,9,3,22,12,7,13,10,9,29,22,11,6,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Slightly agree      (+1),508,223,285,79,75,119,83,83,66,76,129,122,142,114,35,28,56,45,41,33,21,43,84,71,37,16,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Neither agree nor    (0) disagree,522,251,271,81,66,94,90,83,57,117,124,157,78,162,49,23,56,40,47,42,25,53,59,69,45,14,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Slightly disagree   (-1),525,276,249,71,56,56,75,99,81,144,155,160,106,104,50,16,48,42,44,41,27,57,60,75,46,19,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Strongly disagree   (-2),391,216,176,35,28,41,48,72,83,113,121,121,72,78,33,14,50,32,45,23,16,35,44,50,41,8,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,NET: Disagree,916,491,425,106,84,97,122,170,164,257,276,281,178,182,83,30,98,74,89,64,43,93,104,125,87,27,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Mean,,-0.35,,,0.04,0.17,,,-0.5,-0.54,-0.32,-0.36,,,-0.36,-0.12,-0.2,-0.22,-0.43,-0.2,-0.17,-0.34,,-0.21,-0.39,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,1.22,1.2,1.22,1.16,1.17,1.18,1.2,1.22,1.24,1.15,1.24,1.17,1.23,1.2,1.15,1.16,1.29,1.23,1.19,1.18,1.23,1.14,1.26,1.22,1.21,1.2,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Agree,795,335,460,113,99,123,141,130,121,168,188,211,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Strongly agree      (+2),192,77,115,21,20,41,26,32,28,44,43,45,45,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Slightly agree      (+1),604,258,345,92,79,82,115,98,92,124,145,166,143,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Neither agree nor    (0) disagree,587,302,285,70,64,124,101,108,68,115,148,172,129,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Slightly disagree   (-1),482,250,231,78,63,64,58,82,79,121,159,139,77,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Strongly disagree   (-2),256,149,107,31,25,42,29,45,38,71,83,75,36,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Disagree,738,399,339,109,89,106,86,127,117,193,241,215,113,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Mean,*b,-0.13,0.12,-0.02,0.02,0.05,0.16,-0.03,-0.02,-0.11,-0.16,-0.06,0.19,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 112,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,1.17,1.16,1.16,1.14,1.13,1.16,1.08,1.16,1.2,1.22,1.17,1.15,1.11,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 114,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 114,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 114,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,NET: Agree,839,354,486,111,99,160,130,140,116,182,216,240,183,201,67,33,100,65,68,72,39,72,111,115,63,35,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 114,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Strongly agree      (+2),241,116,125,28,25,43,42,47,39,42,57,64,58,62,22,10,27,23,15,19,17,14,32,31,16,14,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 114,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Slightly agree      (+1),598,238,361,83,74,118,88,92,77,140,159,176,125,138,45,22,72,42,53,54,21,58,79,83,47,21,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 114,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Neither agree nor    (0) disagree,584,289,295,75,68,88,84,115,82,141,136,151,130,167,58,18,70,41,54,34,27,67,72,77,54,13,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 114,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Slightly disagree   (-1),497,266,231,73,56,79,75,81,79,110,162,131,87,116,32,20,48,53,45,34,21,45,66,74,49,11,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 114,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Strongly disagree   (-2),268,161,107,42,38,38,51,40,39,58,81,95,44,48,26,16,24,19,24,17,18,23,40,33,21,7,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 114,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,NET: Disagree,766,427,338,115,94,117,126,122,117,168,243,227,131,164,58,36,72,72,69,51,39,68,106,108,70,17,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 114,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Mean,0.02,-0.11,0.15,-0.06,-0.03,0.13,-0.02,0.07,*,*,-0.09,-0.03,0.15,0.1,0.03,-0.11,0.12,-0.02,-0.05,0.14,*,-0.02,-0.01,0.02,-0.06,0.39,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 114,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,1.2,1.22,1.16,1.21,1.21,1.19,1.25,1.18,1.22,1.15,1.21,1.24,1.17,1.14,1.22,1.31,1.16,1.22,1.15,1.21,1.33,1.1,1.23,1.18,1.14,1.27,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
