table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Strongly agree      (+2),142,68,74,23,18,34,20,35,14,16,31,37,27,48,13,2,20,12,7,21,7,9,20,13,11,7,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Slightly agree      (+1),501,203,298,69,60,107,98,78,63,86,118,152,116,114,40,18,56,39,47,30,21,48,74,69,35,23,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Neither agree nor    (0) disagree,540,266,274,87,81,96,69,99,76,113,127,156,118,138,42,32,56,54,54,35,24,51,63,67,49,11,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Slightly disagree   (-1),599,312,287,77,61,79,103,88,94,158,192,163,117,127,52,22,66,44,54,42,37,55,76,87,57,9,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Strongly disagree   (-2),340,188,151,37,36,38,39,65,58,102,109,90,52,88,30,10,37,24,24,24,10,37,47,54,29,14,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,NET: Disagree,938,500,438,114,97,117,142,153,152,260,300,253,170,215,82,33,102,67,78,66,48,91,123,141,86,22,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Mean,,-0.34,,,,0.05,,,-0.39,-0.51,-0.4,,,,-0.26,-0.25,-0.19,-0.16,-0.22,-0.13,-0.22,-0.31,-0.2,-0.34,-0.32,0.02,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,1.17,1.17,1.16,1.14,1.14,1.16,1.15,1.23,1.14,1.12,1.16,1.16,1.13,1.22,1.2,1.01,1.21,1.14,1.08,1.28,1.12,1.16,1.21,1.16,1.14,1.35,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,2126,1014,1112,222,190,341,393,415,314,441,616,610,426,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,2126,1040,1086,293,252,355,329,366,306,477,579,599,432,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,NET: Agree,875,381,495,145,124,152,141,145,108,185,228,246,177,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Strongly agree      (+2),197,85,112,29,25,48,29,37,16,38,44,55,42,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Slightly agree      (+1),678,296,383,116,99,104,112,107,92,147,184,190,134,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Neither agree nor    (0) disagree,510,250,260,52,50,86,89,87,71,124,115,134,125,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Slightly disagree   (-1),517,276,242,70,58,77,69,91,97,113,157,156,95,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Strongly disagree   (-2),224,133,91,26,20,40,30,43,31,55,79,64,35,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,NET: Disagree,741,409,332,96,78,116,100,133,127,168,235,220,130,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Mean,0.05,-0.07,0.17,0.17,0.2,0.12,0.12,0.02,-0.11,*,-0.07,0.03,0.12,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,1.16,1.18,1.14,1.16,1.14,1.22,1.12,1.19,1.1,1.15,1.2,1.17,1.11,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,2144,1027,1117,266,236,330,330,370,345,503,610,572,441,521,185,82,209,158,200,159,104,209,287,289,183,79,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,2144,1048,1096,296,260,358,332,369,309,481,583,605,435,521,179,85*,237,175,187,154,102*,202,283,293,183,64*,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,NET: Agree,577,241,336,87,73,121,114,112,54,90,121,160,129,168,42,20,65,51,46,46,28,51,83,83,46,16,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Strongly agree      (+2),139,53,86,18,15,43,27,28,5,18,28,41,30,39,10,5,23,12,12,9,7,8,19,21,8,6,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Slightly agree      (+1),438,188,250,68,58,78,87,84,49,72,92,119,99,128,33,15,42,39,34,37,20,44,64,62,38,10,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Neither agree nor    (0) disagree,553,286,267,94,85,88,81,88,92,111,158,145,111,138,38,29,52,52,53,30,36,55,79,70,44,16,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Slightly disagree   (-1),618,300,317,89,79,109,87,92,98,143,181,185,117,135,61,17,75,46,51,47,23,53,79,92,59,14,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Strongly disagree   (-2),396,221,175,27,22,41,51,77,65,136,123,115,78,80,38,20,45,26,37,30,15,43,43,48,34,18,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,NET: Disagree,1014,521,493,115,101,149,138,169,163,279,304,300,195,215,99,37,120,72,88,77,39,96,121,140,93,32,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Mean,,-0.43,,,,,,,-0.55,-0.64,-0.48,-0.36,,,-0.48,-0.38,-0.33,,-0.35,-0.33,-0.19,-0.39,,-0.29,-0.4,-0.44,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,1.18,1.15,1.19,1.06,1.04,1.21,1.2,1.24,1.04,1.15,1.13,1.19,1.19,1.18,1.17,1.18,1.24,1.14,1.18,1.21,1.14,1.15,1.15,1.18,1.14,1.31,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,2101,1040,1061,258,227,336,346,377,310,474,646,571,407,477,179,82,217,160,173,169,103,204,295,299,158,62,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Agree,846,366,480,130,113,145,138,137,106,190,199,243,185,218,56,43,103,58,73,61,43,89,114,119,62,24,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Strongly agree      (+2),211,88,123,41,38,43,36,28,26,37,56,53,47,55,17,15,30,17,13,17,11,17,30,27,11,6,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Slightly agree      (+1),635,278,357,90,75,102,102,109,80,153,143,190,138,163,39,28,73,42,60,43,32,72,84,93,50,18,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Neither agree nor    (0) disagree,502,236,266,68,58,81,78,86,60,129,108,118,122,154,43,13,55,42,34,34,22,49,77,75,44,14,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Slightly disagree   (-1),463,244,219,57,49,91,62,72,93,87,167,141,71,83,46,16,51,46,39,29,24,34,55,67,45,11,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Strongly disagree   (-2),290,182,109,35,31,34,48,66,43,65,97,91,48,54,30,12,23,25,36,27,11,26,30,26,29,14,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Disagree,753,426,328,92,80,125,110,139,136,152,264,232,119,138,76,29,74,71,76,56,35,60,86,93,74,25,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Mean,0.01,-0.15,0.16,0.15,0.16,0.09,0.05,-0.11,-0.16,0.02,-0.19,-0.05,0.15,0.16,-0.19,0.19,0.16,-0.12,-0.14,-0.03,0.08,0.1,0.1,0.09,-0.17,-0.13,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,1.22,1.24,1.17,1.24,1.25,1.19,1.24,1.24,1.21,1.17,1.26,1.24,1.17,1.15,1.24,1.34,1.2,1.22,1.27,1.29,1.2,1.19,1.17,1.13,1.19,1.33,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,2115,1047,1068,276,241,347,333,342,330,487,606,589,382,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2115,1034,1081,292,250,353,328,364,305,474,575,596,429,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,NET: Agree,899,398,501,130,114,173,147,135,125,188,224,235,201,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Strongly agree      (+2),197,78,119,25,22,44,33,27,30,38,40,48,47,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Slightly agree      (+1),702,320,382,105,93,129,114,109,95,150,184,187,154,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Neither agree nor    (0) disagree,488,248,240,61,47,79,73,90,65,120,129,147,91,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Slightly disagree   (-1),494,255,239,70,62,64,75,89,77,118,143,143,99,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Strongly disagree   (-2),234,133,101,30,27,37,33,50,37,48,79,71,39,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,NET: Disagree,728,388,340,101,90,101,108,138,114,166,222,214,137,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Mean,0.06,-0.04,0.16,0.09,0.08,0.23,0.12,-0.07,0.01,0.03,-0.06,*,0.17,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,1.17,1.17,1.17,1.17,1.18,1.19,1.17,1.18,1.2,1.14,1.18,1.16,1.17,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,2135,1020,1115,251,219,361,336,354,336,497,627,605,372,531,193,78,207,169,190,165,119,192,303,268,189,62,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,2135,1044,1091,295,254,356,331,367,307,479,581,602,433,519,178,85*,236,174,186,153,101*,201,282,292,182,64*,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,NET: Agree,665,299,366,97,90,149,114,100,83,121,162,158,156,189,57,28,63,55,55,43,28,51,107,97,58,21,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Strongly agree      (+2),166,68,98,18,15,45,31,29,16,25,28,33,46,59,15,5,15,21,11,9,9,12,32,22,10,5,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Slightly agree      (+1),499,231,268,79,75,104,83,71,66,96,134,125,111,129,41,23,48,35,44,34,20,40,75,75,48,16,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Neither agree nor    (0) disagree,601,275,327,83,66,88,95,108,93,135,159,170,123,149,45,30,75,47,54,39,29,51,76,71,62,20,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Slightly disagree   (-1),555,292,263,83,71,80,80,93,86,134,154,187,92,122,50,19,68,41,42,45,26,69,53,89,42,11,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Strongly disagree   (-2),314,179,136,32,28,39,42,66,46,89,106,87,61,60,26,8,29,31,35,26,18,30,45,35,19,12,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,NET: Disagree,869,471,398,115,98,120,121,159,132,222,260,274,154,181,76,27,98,71,77,71,43,99,99,124,62,23,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Mean,,-0.27,,,,0.1,,-0.26,-0.26,-0.34,-0.3,-0.28,,0.01,-0.17,-0.03,-0.21,-0.15,-0.25,-0.3,-0.23,-0.32,,-0.13,,-0.13,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 130,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,1.17,1.17,1.16,1.11,1.12,1.21,1.17,1.19,1.12,1.15,1.15,1.11,1.21,1.18,1.19,1.07,1.1,1.26,1.18,1.16,1.21,1.12,1.25,1.15,1.07,1.22,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,2107,1075,1032,272,241,366,329,356,313,471,582,631,352,542,184,89,205,178,201,148,101,206,293,278,153,71,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,907,741
Table 118,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55*,906,757
Table 118,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Agree,660,288,372,110,94,132,105,112,75,125,153,185,138,184,46,29,75,51,60,52,37,54,91,101,44,21,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,284,246
Table 118,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Strongly agree      (+2),166,86,80,31,24,26,33,29,18,29,45,42,34,44,9,6,21,16,14,12,6,16,32,17,11,6,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,74,65
Table 118,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Slightly agree      (+1),494,203,292,79,70,106,72,84,57,97,108,142,104,140,37,22,54,35,46,40,31,38,59,84,33,15,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,210,181
Table 118,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Neither agree nor    (0) disagree,532,247,285,79,69,100,90,92,79,91,125,156,120,131,40,26,54,42,47,38,19,52,71,78,53,12,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,225,198
Table 118,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Slightly disagree   (-1),588,305,283,63,55,77,93,109,91,154,176,164,117,131,52,21,68,48,51,39,27,62,74,72,54,21,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,265,201
Table 118,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Strongly disagree   (-2),327,190,137,38,33,43,39,49,58,101,120,89,53,65,38,8,36,31,26,22,17,30,42,38,30,10,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,132,112
Table 118,Q12. To what extent do you agree or disagree with the following statements? I find it hard to know what is true and what is false about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Disagree,915,495,420,101,88,120,132,158,149,255,296,253,170,196,90,30,104,78,77,61,44,92,116,110,83,30,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,397,313
