table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2115,1003,1112,261,228,325,342,367,332,488,584,640,359,532,186,88,220,166,174,162,105,182,296,296,177,63,1761,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,2115,1034,1081,292,250,353,328,364,305,473,575,597,429,514,176,84*,234,172,185,152,100*,199,279,289,181,63*,1775,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Agree,1667,783,885,234,197,264,226,300,251,392,449,474,348,395,141,60,188,140,140,118,80,165,199,237,150,50,1397,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Strongly agree      (+2),1266,605,661,169,143,174,159,232,205,327,344,365,262,296,107,46,148,104,100,87,54,125,146,192,115,40,1064,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Slightly agree      (+1),401,177,223,65,54,90,67,68,46,65,106,110,86,99,33,14,40,36,39,31,26,40,53,45,35,9,332,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Neither agree nor    (0) disagree,291,158,133,44,40,66,70,42,24,45,78,77,63,72,29,20,36,22,28,22,14,15,55,31,13,6,242,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Slightly disagree   (-1),81,53,27,10,9,9,23,11,15,13,27,24,9,20,3,-,6,7,10,7,5,8,13,10,11,2,70,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Strongly disagree   (-2),76,40,36,4,4,14,10,11,15,23,21,20,9,26,3,4,3,5,7,5,2,11,11,12,7,6,66,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Disagree,157,94,63,14,13,23,32,22,30,36,48,45,18,46,6,4,10,11,17,12,7,19,25,22,18,8,136,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Mean,1.28,1.21,1.34,1.32,1.3,1.14,1.05,1.37,1.35,1.39,1.26,1.3,1.36,1.2,1.36,1.17,1.38,1.32,1.17,1.25,1.25,1.3,1.11,1.36,1.33,1.2,1.27,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,1.07,1.12,1.01,0.94,0.96,1.06,1.11,1.01,1.12,1.09,1.09,1.06,0.95,1.14,0.93,1.09,0.94,1.01,1.11,1.06,0.98,1.14,1.13,1.08,1.09,1.31,1.07,,,
