table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 96,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 15th to 17th May 2020,Yes,1316,665,650,231,200,247,205,185,169,277,440,386,264,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 96,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 15th to 17th May 2020,No,789,364,425,59,48,104,121,177,134,195,132,208,163,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 125,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,2119,1016,1103,261,229,328,340,383,329,478,554,596,460,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 125,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,2119,1036,1083,292,253,354,328,364,305,475,576,597,430,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 125,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 29th to 31st May 2020,Yes,1324,660,664,225,195,236,200,202,181,280,422,382,299,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 125,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 29th to 31st May 2020,No,795,376,419,67,58,118,128,162,124,195,154,215,131,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 374,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,1038,1055,264,232,340,332,333,308,516,585,546,430,532,195,78,247,150,170,165,105,217,289,243,173,61,,341,911,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 374,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,1023,1070,289,247,349,324,360,301,469,569,590,425,509,175,83*,231,171,183,150,99*,197,276,286,179,63*,,330,849,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 374,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 22nd to 24th May 2020,Yes,1308,646,663,208,180,253,185,202,180,280,445,386,270,207,108,52,155,103,101,107,56,109,205,171,97,45,,249,575,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 374,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 22nd to 24th May 2020,No,785,378,407,81,67,96,139,158,121,189,124,204,155,302,67,31,76,67,81,44,44,88,71,116,82,18,,80,274,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 375,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1021,1578,636,720,808,178,613,163,163,562,625,1859,35,687,244,99,834,656,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 375,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 375,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 22nd to 24th May 2020,Yes,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115,648,1001,425,483,528,114,390,124,119,380,406,1174,20,426,180,64,557,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 375,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 22nd to 24th May 2020,No,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,367,562,195,241,287,68,228,32,44,185,214,680,12,256,64,36,251,291,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 376,Have you taken a foreign holiday in the last 3 years?,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,168,145,133,273,124,105,691,785,691,450,1682,479,1876,1969,2019,2092,-,,,,,,,,,
