table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 151,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 15th to 17th January 2021,No answer,1221,612,609,188,160,198,176,210,167,282,358,359,231,272,98,55,142,105,108,94,63,125,150,162,98,20,1040,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 7th to 9th August 2020,NET: Important,1456,685,772,164,143,236,219,263,227,347,383,400,314,360,,,,,,,,,,,,,,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 7th to 9th August 2020,1st most important,546,251,294,56,46,83,91,112,83,119,136,147,121,140,,,,,,,,,,,,,,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 7th to 9th August 2020,2nd most important,446,198,248,45,40,76,74,74,74,103,115,125,100,106,,,,,,,,,,,,,,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 7th to 9th August 2020,3rd most important,465,235,229,62,57,77,53,77,71,125,132,128,92,114,,,,,,,,,,,,,,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 7th to 9th August 2020,No answer,664,352,312,129,108,117,110,101,78,128,194,198,117,155,,,,,,,,,,,,,,,,
Table 136,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,
Table 136,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,
Table 136,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 9th to 11th October 2020,NET: Important,1387,641,746,166,143,225,202,261,203,329,367,390,305,324,108,55,165,117,114,89,68,134,183,190,120,44,1167,,,
Table 136,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 9th to 11th October 2020,1st most important,478,209,268,57,53,83,71,89,68,109,102,148,110,118,31,21,70,41,37,24,26,52,53,70,36,17,404,,,
Table 136,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 9th to 11th October 2020,2nd most important,453,216,237,46,37,86,71,82,67,101,124,113,110,106,49,23,42,28,37,32,21,48,71,50,38,12,370,,,
Table 136,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 9th to 11th October 2020,3rd most important,456,215,241,63,54,56,60,90,69,118,141,129,86,100,28,11,53,48,40,32,21,35,59,69,45,15,393,,,
Table 136,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Washing hands regularly and thoroughly,ONLINE Fieldwork: 9th to 11th October 2020,No answer,802,430,373,136,118,140,137,115,112,162,228,227,139,208,75,32,77,61,77,68,36,72,105,110,67,22,670,,,
