table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 144,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 15th to 17th January 2021,NET: Not closely,64,41,23,14,14,9,17,12,2,10,21,18,10,15,6,2,8,5,2,5,2,6,15,5,3,3,53,,,
Table 144,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 15th to 17th January 2021,Mean,1.81,1.75,1.86,1.71,1.67,1.75,1.73,1.8,1.92,1.9,1.79,1.83,1.82,1.79,1.79,1.82,1.78,1.81,1.86,1.78,1.86,1.86,1.67,1.87,1.87,1.76,1.81,,,
Table 144,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,0.65,0.71,0.57,0.76,0.81,0.65,0.75,0.71,0.41,0.53,0.69,0.64,0.55,0.67,0.63,0.64,0.7,0.63,0.48,0.7,0.57,0.64,0.83,0.53,0.52,0.74,0.65,,,
Table 145,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,2100,1015,1085,267,236,294,323,383,336,497,613,633,319,535,176,86,203,160,183,166,113,193,307,302,145,66,1745,,,
Table 145,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,2100,1027,1073,290,248,351,325,361,302,471,571,592,426,510,175,84*,232,171,183,151,100*,198,277,287,179,63*,1762,,,
Table 145,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 12th to 14th February 2021,NET: Closely,2033,992,1042,285,243,337,316,339,296,460,557,576,412,489,171,80,227,157,180,142,99,193,268,281,175,59,1704,,,
Table 145,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 12th to 14th February 2021,Very closely        (+2),1830,864,966,240,203,271,276,315,286,442,485,523,368,453,154,75,207,135,162,128,96,179,216,264,164,51,1529,,,
Table 145,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 12th to 14th February 2021,Fairly closely      (+1),204,128,76,45,40,66,40,24,10,18,72,52,43,36,17,5,21,23,19,14,3,15,52,17,11,8,175,,,
Table 145,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 12th to 14th February 2021,Not very closely    (-1),26,14,12,2,2,10,4,4,2,3,5,9,4,8,-,-,3,6,1,1,1,2,5,2,3,3,23,,,
Table 145,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 12th to 14th February 2021,Not at all closely  (-2),41,21,19,3,3,3,5,18,4,7,8,8,11,14,4,4,3,8,3,7,-,2,5,4,1,1,36,,,
Table 145,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 12th to 14th February 2021,NET: Not closely,67,35,32,5,5,13,9,22,6,11,14,17,15,21,4,4,5,14,3,9,1,4,9,6,4,4,58,,,
Table 145,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 12th to 14th February 2021,Mean,1.79,1.75,1.82,1.79,1.77,1.69,1.78,1.7,1.89,1.88,1.79,1.81,1.77,1.78,1.81,1.77,1.83,1.58,1.83,1.68,1.95,1.85,1.7,1.86,1.87,1.67,1.78,,,
Table 145,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,0.69,0.72,0.66,0.57,0.6,0.71,0.66,0.93,0.56,0.58,0.63,0.63,0.73,0.76,0.65,0.83,0.58,1,0.57,0.93,0.29,0.56,0.71,0.59,0.54,0.83,0.7,,,
Table 127,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,
Table 127,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,
Table 127,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 7th to 9th August 2020,NET: Closely,1974,950,1024,269,228,318,308,334,286,459,556,557,397,465,,,,,,,,,,,,,,,,
Table 127,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 7th to 9th August 2020,Very closely        (+2),1549,722,827,196,161,226,229,270,242,386,428,433,302,385,,,,,,,,,,,,,,,,
Table 127,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 7th to 9th August 2020,Fairly closely      (+1),425,228,197,74,67,92,79,63,44,73,128,124,94,80,,,,,,,,,,,,,,,,
Table 127,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 7th to 9th August 2020,Not very closely    (-1),67,39,28,14,14,15,10,12,7,8,12,19,16,20,,,,,,,,,,,,,,,,
Table 127,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 7th to 9th August 2020,Not at all closely  (-2),78,47,31,9,9,20,10,19,12,8,9,22,18,30,,,,,,,,,,,,,,,,
Table 127,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 7th to 9th August 2020,NET: Not closely,146,86,59,23,23,35,20,31,20,16,21,41,34,50,,,,,,,,,,,,,,,,
Table 127,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 7th to 9th August 2020,Mean,1.56,1.48,1.63,1.48,1.42,1.38,1.54,1.52,1.62,1.73,1.65,1.55,1.51,1.49,,,,,,,,,,,,,,,,
Table 127,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,0.94,1.01,0.86,0.96,1.01,1.09,0.9,1.03,0.93,0.71,0.73,0.94,0.98,1.09,,,,,,,,,,,,,,,,
Table 130,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,
Table 130,Q13. How closely followed official advice in last week: Wearing a face mask/covering where relevant,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,
