East Midlands,East of England,London,North East,North West,South East,South West,West Midlands,Yorkshire and The Humber
2892.0,3984.0,7930.0,2154.0,6132.0,5784.0,2446.0,4776.0,3571.0
2937.0,4029.0,7960.0,2177.0,6204.0,5851.0,2462.0,4819.0,3610.0
2959.0,4073.0,7985.0,2209.0,6262.0,5916.0,2487.0,4872.0,3659.0
2998.0,4120.0,8018.0,2240.0,6318.0,5981.0,2505.0,4913.0,3702.0
3026.0,4157.0,8044.0,2265.0,6390.0,6047.0,2520.0,4952.0,3753.0
3055.0,4194.0,8067.0,2300.0,6452.0,6099.0,2537.0,5003.0,3798.0
3077.0,4235.0,8089.0,2334.0,6497.0,6152.0,2557.0,5047.0,3833.0
3119.0,4276.0,8113.0,2372.0,6547.0,6208.0,2570.0,5092.0,3868.0
3153.0,4305.0,8140.0,2394.0,6611.0,6255.0,2589.0,5126.0,3908.0
3181.0,4356.0,8162.0,2414.0,6663.0,6307.0,2600.0,5156.0,3945.0
3213.0,4385.0,8184.0,2441.0,6718.0,6338.0,2619.0,5192.0,3980.0
3241.0,4412.0,8201.0,2460.0,6756.0,6386.0,2637.0,5216.0,4017.0
3275.0,4439.0,8214.0,2480.0,6806.0,6427.0,2651.0,5244.0,4045.0
3294.0,4469.0,8229.0,2498.0,6850.0,6463.0,2664.0,5267.0,4081.0
3319.0,4506.0,8243.0,2511.0,6894.0,6491.0,2683.0,5289.0,4119.0
3345.0,4532.0,8266.0,2537.0,6936.0,6533.0,2696.0,5325.0,4145.0
3368.0,4556.0,8280.0,2555.0,6977.0,6568.0,2710.0,5354.0,4180.0
3394.0,4589.0,8290.0,2574.0,7025.0,6601.0,2726.0,5378.0,4212.0
3411.0,4618.0,8301.0,2599.0,7060.0,6640.0,2738.0,5399.0,4239.0
3436.0,4635.0,8318.0,2613.0,7092.0,6668.0,2747.0,5414.0,4270.0
3458.0,4654.0,8330.0,2625.0,7117.0,6692.0,2759.0,5437.0,4296.0
3479.0,4671.0,8343.0,2636.0,7147.0,6719.0,2771.0,5455.0,4326.0
3493.0,4697.0,8358.0,2656.0,7183.0,6749.0,2778.0,5480.0,4357.0
3516.0,4716.0,8364.0,2668.0,7220.0,6775.0,2791.0,5498.0,4382.0
3535.0,4734.0,8375.0,2677.0,7253.0,6804.0,2799.0,5513.0,4403.0
3546.0,4757.0,8382.0,2692.0,7283.0,6831.0,2806.0,5531.0,4425.0
3569.0,4766.0,8385.0,2697.0,7314.0,6848.0,2811.0,5546.0,4446.0
3582.0,4779.0,8392.0,2708.0,7344.0,6868.0,2824.0,5561.0,4461.0
3603.0,4791.0,8401.0,2717.0,7377.0,6884.0,2829.0,5579.0,4480.0
3620.0,4804.0,8409.0,2727.0,7396.0,6907.0,2831.0,5595.0,4499.0
3634.0,4823.0,8416.0,2735.0,7426.0,6930.0,2838.0,5608.0,4520.0
3656.0,4827.0,8422.0,2742.0,7448.0,6946.0,2844.0,5614.0,4539.0
3677.0,4839.0,8432.0,2748.0,7471.0,6960.0,2850.0,5627.0,4556.0
3685.0,4845.0,8438.0,2752.0,7488.0,6981.0,2851.0,5635.0,4570.0
3698.0,4858.0,8447.0,2758.0,7509.0,6994.0,2856.0,5656.0,4588.0
3715.0,4867.0,8451.0,2760.0,7528.0,7006.0,2859.0,5668.0,4602.0
3728.0,4874.0,8455.0,2767.0,7552.0,7027.0,2867.0,5678.0,4611.0
3738.0,4886.0,8458.0,2769.0,7574.0,7044.0,2870.0,5688.0,4623.0
3752.0,4892.0,8458.0,2775.0,7590.0,7054.0,2872.0,5702.0,4634.0
3762.0,4905.0,8469.0,2776.0,7608.0,7064.0,2873.0,5710.0,4638.0
3775.0,4913.0,8473.0,2779.0,7622.0,7074.0,2876.0,5720.0,4649.0
3787.0,4920.0,8474.0,2784.0,7631.0,7087.0,2879.0,5729.0,4657.0
3796.0,4928.0,8479.0,2789.0,7648.0,7096.0,2881.0,5739.0,4666.0
3805.0,4940.0,8484.0,2792.0,7674.0,7104.0,2884.0,5752.0,4676.0
3816.0,4948.0,8492.0,2795.0,7692.0,7120.0,2887.0,5759.0,4695.0
3831.0,4959.0,8497.0,2801.0,7709.0,7137.0,2889.0,5776.0,4702.0
3840.0,4965.0,8503.0,2806.0,7721.0,7149.0,2892.0,5784.0,4711.0
3848.0,4976.0,8503.0,2809.0,7731.0,7161.0,2895.0,5791.0,4718.0
3852.0,4988.0,8507.0,2815.0,7747.0,7172.0,2895.0,5794.0,4724.0
3861.0,5000.0,8511.0,2817.0,7761.0,7182.0,2896.0,5800.0,4729.0
3867.0,5008.0,8515.0,2818.0,7773.0,7193.0,2901.0,5809.0,4744.0
3872.0,5013.0,8520.0,2820.0,7780.0,7202.0,2901.0,5815.0,4749.0
3879.0,5020.0,8523.0,2821.0,7790.0,7211.0,2902.0,5823.0,4758.0
3884.0,5023.0,8525.0,2823.0,7799.0,7219.0,2903.0,5831.0,4765.0
3887.0,5032.0,8527.0,2823.0,7806.0,7230.0,2903.0,5837.0,4773.0
3894.0,5036.0,8531.0,2825.0,7813.0,7237.0,2904.0,5842.0,4780.0
3897.0,5040.0,8535.0,2826.0,7826.0,7247.0,2907.0,5848.0,4784.0
3902.0,5046.0,8536.0,2827.0,7835.0,7254.0,2908.0,5854.0,4789.0
3907.0,5051.0,8539.0,2828.0,7841.0,7265.0,2911.0,5856.0,4797.0
3912.0,5065.0,8542.0,2829.0,7855.0,7276.0,2911.0,5863.0,4798.0
3916.0,5071.0,8544.0,2832.0,7862.0,7286.0,2912.0,5866.0,4804.0
3918.0,5075.0,8548.0,2832.0,7869.0,7296.0,2912.0,5870.0,4806.0
3923.0,5079.0,8549.0,2834.0,7874.0,7301.0,2912.0,5872.0,4811.0
3928.0,5089.0,8552.0,2835.0,7881.0,7309.0,2914.0,5873.0,4816.0
3931.0,5093.0,8555.0,2837.0,7885.0,7319.0,2916.0,5878.0,4821.0
3937.0,5097.0,8556.0,2837.0,7893.0,7329.0,2918.0,5881.0,4826.0
3942.0,5098.0,8557.0,2837.0,7899.0,7332.0,2919.0,5881.0,4827.0
3948.0,5100.0,8561.0,2837.0,7909.0,7335.0,2920.0,5885.0,4828.0
3951.0,5102.0,8562.0,2838.0,7916.0,7341.0,2921.0,5886.0,4834.0
3955.0,5104.0,8563.0,2839.0,7921.0,7347.0,2921.0,5887.0,4836.0
3959.0,5107.0,8564.0,2840.0,7926.0,7356.0,2922.0,5889.0,4839.0
3966.0,5107.0,8567.0,2840.0,7930.0,7365.0,2923.0,5891.0,4843.0
3968.0,5108.0,8571.0,2841.0,7940.0,7369.0,2923.0,5897.0,4849.0
3972.0,5110.0,8576.0,2842.0,7945.0,7377.0,2923.0,5901.0,4853.0
3976.0,5111.0,8579.0,2842.0,7948.0,7379.0,2923.0,5901.0,4857.0
3978.0,5112.0,8580.0,2842.0,7953.0,7382.0,2924.0,5904.0,4861.0
3983.0,5114.0,8582.0,2842.0,7959.0,7389.0,2924.0,5906.0,4865.0
3985.0,5116.0,8583.0,2842.0,7962.0,7390.0,2924.0,5910.0,4868.0
3986.0,5119.0,8585.0,2843.0,7966.0,7395.0,2924.0,5911.0,4871.0
3989.0,5122.0,8586.0,2844.0,7970.0,7400.0,2925.0,5912.0,4873.0
3991.0,5124.0,8586.0,2844.0,7974.0,7403.0,2926.0,5913.0,4874.0
3992.0,5126.0,8588.0,2845.0,7978.0,7411.0,2927.0,5918.0,4876.0
3995.0,5126.0,8590.0,2845.0,7980.0,7414.0,2927.0,5919.0,4881.0
3997.0,5126.0,8593.0,2845.0,7984.0,7419.0,2927.0,5919.0,4882.0
3997.0,5126.0,8593.0,2847.0,7996.0,7421.0,2927.0,5920.0,4884.0
3999.0,5130.0,8594.0,2847.0,8002.0,7423.0,2928.0,5922.0,4886.0
4001.0,5131.0,8594.0,2847.0,8003.0,7425.0,2928.0,5922.0,4887.0
4001.0,5133.0,8597.0,2847.0,8008.0,7428.0,2928.0,5923.0,4890.0
4004.0,5134.0,8597.0,2847.0,8014.0,7433.0,2928.0,5927.0,4890.0
4007.0,5136.0,8600.0,2847.0,8019.0,7437.0,2928.0,5928.0,4890.0
4008.0,5138.0,8601.0,2849.0,8024.0,7439.0,2929.0,5928.0,4894.0
4009.0,5140.0,8603.0,2851.0,8026.0,7449.0,2929.0,5929.0,4897.0
4009.0,5142.0,8605.0,2852.0,8031.0,7452.0,2930.0,5933.0,4899.0
4011.0,5145.0,8606.0,2852.0,8036.0,7456.0,2932.0,5935.0,4900.0
4013.0,5146.0,8609.0,2852.0,8039.0,7460.0,2933.0,5938.0,4901.0
4015.0,5147.0,8611.0,2852.0,8044.0,7463.0,2935.0,5938.0,4901.0
4015.0,5151.0,8611.0,2853.0,8054.0,7465.0,2935.0,5940.0,4903.0
4017.0,5151.0,8611.0,2853.0,8058.0,7467.0,2935.0,5943.0,4904.0
4021.0,5151.0,8612.0,2855.0,8063.0,7467.0,2937.0,5944.0,4908.0
4021.0,5153.0,8613.0,2856.0,8065.0,7470.0,2937.0,5945.0,4909.0
4022.0,5155.0,8613.0,2857.0,8067.0,7471.0,2938.0,5946.0,4910.0
4024.0,5157.0,8615.0,2857.0,8070.0,7472.0,2940.0,5946.0,4914.0
4025.0,5157.0,8615.0,2857.0,8074.0,7473.0,2940.0,5946.0,4917.0
4026.0,5159.0,8616.0,2857.0,8078.0,7474.0,2940.0,5946.0,4919.0
4026.0,5160.0,8616.0,2858.0,8087.0,7475.0,2941.0,5946.0,4922.0
4026.0,5160.0,8616.0,2858.0,8092.0,7476.0,2941.0,5946.0,4924.0
4030.0,5161.0,8617.0,2858.0,8098.0,7478.0,2942.0,5948.0,4926.0
4030.0,5164.0,8618.0,2858.0,8101.0,7480.0,2942.0,5952.0,4928.0
4031.0,5165.0,8618.0,2859.0,8103.0,7482.0,2943.0,5953.0,4930.0
4031.0,5165.0,8618.0,2860.0,8106.0,7485.0,2945.0,5954.0,4931.0
4032.0,5165.0,8619.0,2862.0,8107.0,7486.0,2945.0,5954.0,4933.0
4035.0,5166.0,8619.0,2862.0,8109.0,7487.0,2945.0,5955.0,4933.0
4039.0,5166.0,8620.0,2862.0,8113.0,7493.0,2945.0,5955.0,4934.0
4041.0,5166.0,8621.0,2862.0,8114.0,7495.0,2945.0,5956.0,4936.0
4043.0,5167.0,8621.0,2862.0,8117.0,7497.0,2946.0,5956.0,4940.0
4043.0,5168.0,8622.0,2863.0,8119.0,7497.0,2947.0,5956.0,4940.0
4048.0,5169.0,8622.0,2863.0,8120.0,7500.0,2949.0,5957.0,4941.0
4048.0,5169.0,8622.0,2864.0,8127.0,7500.0,2949.0,5957.0,4945.0
4049.0,5170.0,8624.0,2865.0,8130.0,7501.0,2949.0,5958.0,4948.0
4051.0,5172.0,8624.0,2866.0,8141.0,7501.0,2949.0,5961.0,4949.0
4051.0,5174.0,8625.0,2866.0,8146.0,7501.0,2950.0,5964.0,4952.0
4052.0,5174.0,8626.0,2866.0,8151.0,7501.0,2950.0,5964.0,4955.0
4053.0,5175.0,8629.0,2866.0,8155.0,7503.0,2951.0,5965.0,4957.0
4055.0,5177.0,8632.0,2868.0,8157.0,7503.0,2951.0,5966.0,4960.0
4060.0,5178.0,8632.0,2869.0,8163.0,7505.0,2951.0,5969.0,4963.0
4061.0,5179.0,8632.0,2870.0,8166.0,7508.0,2953.0,5972.0,4967.0
4062.0,5181.0,8632.0,2870.0,8174.0,7509.0,2954.0,5973.0,4970.0
4063.0,5181.0,8636.0,2871.0,8180.0,7512.0,2957.0,5974.0,4973.0
4065.0,5183.0,8637.0,2873.0,8188.0,7515.0,2957.0,5979.0,4975.0
4065.0,5185.0,8642.0,2878.0,8199.0,7518.0,2959.0,5982.0,4978.0
4066.0,5185.0,8644.0,2881.0,8206.0,7520.0,2960.0,5988.0,4981.0
4069.0,5186.0,8650.0,2882.0,8210.0,7522.0,2960.0,5990.0,4984.0
4070.0,5189.0,8654.0,2885.0,8217.0,7523.0,2961.0,5997.0,4991.0
4075.0,5190.0,8657.0,2888.0,8220.0,7525.0,2961.0,6001.0,4996.0
4077.0,5193.0,8662.0,2889.0,8233.0,7525.0,2961.0,6005.0,5000.0
4079.0,5194.0,8670.0,2893.0,8252.0,7527.0,2962.0,6016.0,5004.0
4081.0,5195.0,8672.0,2894.0,8265.0,7528.0,2965.0,6021.0,5009.0
4084.0,5198.0,8673.0,2899.0,8276.0,7533.0,2965.0,6024.0,5013.0
4085.0,5199.0,8675.0,2904.0,8295.0,7538.0,2965.0,6028.0,5019.0
4087.0,5201.0,8677.0,2917.0,8310.0,7541.0,2966.0,6034.0,5024.0
4088.0,5205.0,8683.0,2923.0,8327.0,7547.0,2967.0,6038.0,5026.0
4091.0,5208.0,8691.0,2928.0,8339.0,7551.0,2968.0,6039.0,5031.0
4092.0,5211.0,8698.0,2931.0,8363.0,7554.0,2969.0,6046.0,5035.0
4094.0,5214.0,8703.0,2936.0,8383.0,7560.0,2970.0,6054.0,5041.0
4095.0,5215.0,8705.0,2954.0,8409.0,7565.0,2971.0,6061.0,5049.0
4102.0,5217.0,8709.0,2961.0,8431.0,7567.0,2972.0,6065.0,5056.0
4105.0,5217.0,8711.0,2972.0,8450.0,7569.0,2975.0,6074.0,5062.0
4107.0,5218.0,8720.0,2978.0,8472.0,7570.0,2975.0,6077.0,5072.0
4111.0,5222.0,8725.0,2988.0,8499.0,7571.0,2976.0,6084.0,5082.0
4115.0,5230.0,8732.0,2998.0,8529.0,7575.0,2977.0,6092.0,5098.0
4117.0,5233.0,8738.0,3012.0,8554.0,7580.0,2979.0,6105.0,5108.0
4123.0,5236.0,8747.0,3022.0,8588.0,7583.0,2981.0,6107.0,5121.0
4127.0,5241.0,8751.0,3037.0,8624.0,7587.0,2982.0,6110.0,5136.0
4135.0,5245.0,8755.0,3053.0,8662.0,7592.0,2987.0,6123.0,5149.0
4141.0,5247.0,8759.0,3065.0,8702.0,7599.0,2991.0,6127.0,5164.0
4153.0,5250.0,8763.0,3078.0,8734.0,7605.0,2994.0,6137.0,5175.0
4161.0,5253.0,8770.0,3094.0,8770.0,7610.0,2997.0,6147.0,5191.0
4175.0,5259.0,8783.0,3110.0,8811.0,7616.0,2999.0,6159.0,5205.0
4185.0,5264.0,8790.0,3125.0,8862.0,7619.0,3002.0,6170.0,5225.0
4202.0,5271.0,8794.0,3140.0,8922.0,7625.0,3009.0,6189.0,5258.0
4209.0,5278.0,8800.0,3154.0,8973.0,7630.0,3016.0,6196.0,5278.0
4219.0,5284.0,8809.0,3174.0,9024.0,7640.0,3019.0,6208.0,5312.0
4236.0,5297.0,8816.0,3193.0,9081.0,7650.0,3021.0,6224.0,5348.0
4246.0,5309.0,8829.0,3212.0,9148.0,7664.0,3028.0,6238.0,5388.0
4275.0,5317.0,8840.0,3233.0,9203.0,7674.0,3034.0,6258.0,5414.0
4295.0,5334.0,8845.0,3248.0,9264.0,7681.0,3039.0,6278.0,5447.0
4316.0,5339.0,8863.0,3262.0,9321.0,7692.0,3046.0,6288.0,5478.0
4338.0,5354.0,8873.0,3279.0,9396.0,7704.0,3051.0,6305.0,5512.0
4359.0,5363.0,8884.0,3301.0,9465.0,7719.0,3060.0,6329.0,5550.0
4384.0,5375.0,8898.0,3320.0,9537.0,7725.0,3071.0,6354.0,5592.0
4413.0,5391.0,8917.0,3345.0,9610.0,7739.0,3078.0,6365.0,5626.0
4436.0,5410.0,8932.0,3363.0,9698.0,7750.0,3093.0,6390.0,5665.0
4467.0,5428.0,8945.0,3388.0,9795.0,7760.0,3104.0,6420.0,5714.0
4495.0,5445.0,8952.0,3407.0,9879.0,7784.0,3115.0,6453.0,5768.0
4531.0,5463.0,8970.0,3433.0,9962.0,7805.0,3122.0,6480.0,5815.0
4568.0,5478.0,8990.0,3449.0,10040.0,7824.0,3136.0,6515.0,5860.0
4596.0,5494.0,9005.0,3468.0,10136.0,7843.0,3146.0,6543.0,5933.0
4637.0,5507.0,9020.0,3491.0,10221.0,7860.0,3152.0,6579.0,5980.0
4665.0,5529.0,9039.0,3514.0,10301.0,7877.0,3166.0,6619.0,6037.0
4695.0,5551.0,9052.0,3541.0,10399.0,7898.0,3183.0,6656.0,6111.0
4726.0,5565.0,9076.0,3572.0,10492.0,7917.0,3195.0,6702.0,6189.0
4769.0,5584.0,9097.0,3592.0,10586.0,7941.0,3214.0,6740.0,6258.0
4820.0,5610.0,9121.0,3626.0,10672.0,7974.0,3231.0,6780.0,6351.0
4854.0,5637.0,9136.0,3649.0,10757.0,7999.0,3241.0,6823.0,6418.0
4881.0,5656.0,9148.0,3670.0,10844.0,8021.0,3257.0,6872.0,6482.0
4928.0,5674.0,9170.0,3691.0,10937.0,8044.0,3273.0,6916.0,6555.0
4970.0,5695.0,9184.0,3720.0,11038.0,8074.0,3286.0,6952.0,6621.0
5020.0,5719.0,9203.0,3756.0,11121.0,8104.0,3295.0,6999.0,6690.0
5065.0,5732.0,9221.0,3783.0,11212.0,8135.0,3313.0,7053.0,6768.0
5112.0,5753.0,9254.0,3808.0,11292.0,8166.0,3335.0,7103.0,6821.0
5156.0,5774.0,9287.0,3837.0,11376.0,8198.0,3362.0,7155.0,6877.0
5215.0,5794.0,9309.0,3871.0,11477.0,8242.0,3385.0,7210.0,6963.0
5267.0,5817.0,9336.0,3902.0,11558.0,8278.0,3406.0,7266.0,7043.0
5311.0,5840.0,9364.0,3938.0,11634.0,8308.0,3441.0,7330.0,7114.0
5357.0,5863.0,9386.0,3970.0,11721.0,8340.0,3478.0,7385.0,7193.0
5415.0,5886.0,9421.0,4002.0,11794.0,8378.0,3515.0,7438.0,7264.0
5465.0,5913.0,9442.0,4037.0,11872.0,8435.0,3535.0,7496.0,7347.0
5512.0,5937.0,9474.0,4075.0,11953.0,8466.0,3566.0,7553.0,7429.0
5564.0,5969.0,9511.0,4104.0,12042.0,8517.0,3594.0,7605.0,7495.0
5617.0,5992.0,9539.0,4134.0,12100.0,8562.0,3611.0,7667.0,7559.0
5676.0,6017.0,9566.0,4157.0,12168.0,8602.0,3639.0,7717.0,7626.0
5732.0,6048.0,9595.0,4181.0,12232.0,8637.0,3670.0,7771.0,7691.0
5784.0,6067.0,9647.0,4211.0,12297.0,8682.0,3701.0,7844.0,7747.0
5831.0,6098.0,9674.0,4238.0,12362.0,8717.0,3731.0,7911.0,7803.0
5885.0,6130.0,9695.0,4255.0,12433.0,8766.0,3754.0,7965.0,7841.0
5930.0,6155.0,9724.0,4278.0,12488.0,8805.0,3780.0,8006.0,7906.0
5983.0,6180.0,9757.0,4300.0,12558.0,8862.0,3804.0,8063.0,7975.0
6037.0,6208.0,9789.0,4318.0,12623.0,8918.0,3834.0,8122.0,8053.0
6078.0,6236.0,9819.0,4345.0,12676.0,8962.0,3860.0,8172.0,8099.0
6126.0,6265.0,9848.0,4362.0,12735.0,9005.0,3878.0,8229.0,8162.0
6176.0,6291.0,9885.0,4389.0,12798.0,9042.0,3906.0,8284.0,8218.0
6212.0,6319.0,9924.0,4411.0,12864.0,9105.0,3931.0,8348.0,8273.0
6263.0,6354.0,9955.0,4429.0,12918.0,9163.0,3956.0,8398.0,8332.0
6307.0,6393.0,9987.0,4456.0,12978.0,9224.0,3990.0,8454.0,8386.0
6362.0,6445.0,10016.0,4477.0,13025.0,9294.0,4021.0,8510.0,8449.0
6416.0,6479.0,10062.0,4501.0,13094.0,9352.0,4044.0,8563.0,8499.0
6462.0,6521.0,10094.0,4521.0,13145.0,9426.0,4073.0,8622.0,8556.0
6523.0,6559.0,10133.0,4549.0,13215.0,9485.0,4100.0,8675.0,8603.0
6563.0,6600.0,10179.0,4573.0,13267.0,9555.0,4134.0,8722.0,8657.0
