geography,geography_code,year,month,epiweek,date,metric_value
London,E12000007,2021,3,12,2021-03-28,9.0
London,E12000007,2021,3,13,2021-03-29,2.0
London,E12000007,2021,3,13,2021-03-30,5.0
London,E12000007,2021,3,13,2021-03-31,8.0
London,E12000007,2021,4,13,2021-04-01,6.0
London,E12000007,2021,4,13,2021-04-02,3.0
London,E12000007,2021,4,13,2021-04-03,8.0
London,E12000007,2021,4,13,2021-04-04,4.0
London,E12000007,2021,4,14,2021-04-05,6.0
London,E12000007,2021,4,14,2021-04-06,1.0
London,E12000007,2021,4,14,2021-04-07,2.0
London,E12000007,2021,4,14,2021-04-08,8.0
London,E12000007,2021,4,14,2021-04-09,5.0
London,E12000007,2021,4,14,2021-04-10,8.0
London,E12000007,2021,4,14,2021-04-11,4.0
London,E12000007,2021,4,15,2021-04-12,3.0
London,E12000007,2021,4,15,2021-04-13,4.0
London,E12000007,2021,4,15,2021-04-14,2.0
London,E12000007,2021,4,15,2021-04-15,8.0
London,E12000007,2021,4,15,2021-04-16,3.0
London,E12000007,2021,4,15,2021-04-17,2.0
London,E12000007,2021,4,15,2021-04-18,3.0
London,E12000007,2021,4,16,2021-04-19,4.0
London,E12000007,2021,4,16,2021-04-20,2.0
London,E12000007,2021,4,16,2021-04-21,1.0
London,E12000007,2021,4,16,2021-04-22,2.0
London,E12000007,2021,4,16,2021-04-23,1.0
London,E12000007,2021,4,16,2021-04-24,1.0
London,E12000007,2021,4,16,2021-04-25,3.0
London,E12000007,2021,4,17,2021-04-26,0.0
London,E12000007,2021,4,17,2021-04-27,2.0
London,E12000007,2021,4,17,2021-04-28,5.0
London,E12000007,2021,4,17,2021-04-29,1.0
London,E12000007,2021,4,17,2021-04-30,3.0
London,E12000007,2021,5,17,2021-05-01,4.0
London,E12000007,2021,5,17,2021-05-02,2.0
London,E12000007,2021,5,18,2021-05-03,2.0
London,E12000007,2021,5,18,2021-05-04,1.0
London,E12000007,2021,5,18,2021-05-05,5.0
London,E12000007,2021,5,18,2021-05-06,1.0
London,E12000007,2021,5,18,2021-05-07,3.0
London,E12000007,2021,5,18,2021-05-08,1.0
London,E12000007,2021,5,18,2021-05-09,1.0
London,E12000007,2021,5,19,2021-05-10,3.0
London,E12000007,2021,5,19,2021-05-11,0.0
London,E12000007,2021,5,19,2021-05-12,1.0
London,E12000007,2021,5,19,2021-05-13,1.0
London,E12000007,2021,5,19,2021-05-14,1.0
London,E12000007,2021,5,19,2021-05-15,1.0
London,E12000007,2021,5,19,2021-05-16,2.0
London,E12000007,2021,5,20,2021-05-17,0.0
London,E12000007,2021,5,20,2021-05-18,0.0
London,E12000007,2021,5,20,2021-05-19,0.0
London,E12000007,2021,5,20,2021-05-20,3.0
London,E12000007,2021,5,20,2021-05-21,4.0
London,E12000007,2021,5,20,2021-05-22,1.0
London,E12000007,2021,5,20,2021-05-23,3.0
London,E12000007,2021,5,21,2021-05-24,3.0
London,E12000007,2021,5,21,2021-05-25,0.0
London,E12000007,2021,5,21,2021-05-26,4.0
London,E12000007,2021,5,21,2021-05-27,2.0
London,E12000007,2021,5,21,2021-05-28,2.0
London,E12000007,2021,5,21,2021-05-29,3.0
London,E12000007,2021,5,21,2021-05-30,1.0
London,E12000007,2021,5,22,2021-05-31,1.0
London,E12000007,2021,6,22,2021-06-01,0.0
London,E12000007,2021,6,22,2021-06-02,1.0
London,E12000007,2021,6,22,2021-06-03,1.0
London,E12000007,2021,6,22,2021-06-04,2.0
London,E12000007,2021,6,22,2021-06-05,1.0
London,E12000007,2021,6,22,2021-06-06,4.0
London,E12000007,2021,6,23,2021-06-07,1.0
London,E12000007,2021,6,23,2021-06-08,2.0
London,E12000007,2021,6,23,2021-06-09,5.0
London,E12000007,2021,6,23,2021-06-10,1.0
London,E12000007,2021,6,23,2021-06-11,0.0
London,E12000007,2021,6,23,2021-06-12,5.0
London,E12000007,2021,6,23,2021-06-13,3.0
London,E12000007,2021,6,24,2021-06-14,0.0
London,E12000007,2021,6,24,2021-06-15,2.0
London,E12000007,2021,6,24,2021-06-16,2.0
London,E12000007,2021,6,24,2021-06-17,2.0
London,E12000007,2021,6,24,2021-06-18,4.0
London,E12000007,2021,6,24,2021-06-19,2.0
London,E12000007,2021,6,24,2021-06-20,1.0
London,E12000007,2021,6,25,2021-06-21,0.0
London,E12000007,2021,6,25,2021-06-22,1.0
London,E12000007,2021,6,25,2021-06-23,0.0
London,E12000007,2021,6,25,2021-06-24,3.0
London,E12000007,2021,6,25,2021-06-25,4.0
London,E12000007,2021,6,25,2021-06-26,0.0
London,E12000007,2021,6,25,2021-06-27,3.0
London,E12000007,2021,6,26,2021-06-28,2.0
London,E12000007,2021,6,26,2021-06-29,2.0
London,E12000007,2021,6,26,2021-06-30,5.0
London,E12000007,2021,7,26,2021-07-01,4.0
London,E12000007,2021,7,26,2021-07-02,1.0
London,E12000007,2021,7,26,2021-07-03,5.0
London,E12000007,2021,7,26,2021-07-04,1.0
London,E12000007,2021,7,27,2021-07-05,2.0
London,E12000007,2021,7,27,2021-07-06,3.0
London,E12000007,2021,7,27,2021-07-07,3.0
London,E12000007,2021,7,27,2021-07-08,2.0
London,E12000007,2021,7,27,2021-07-09,2.0
London,E12000007,2021,7,27,2021-07-10,4.0
London,E12000007,2021,7,27,2021-07-11,1.0
London,E12000007,2021,7,28,2021-07-12,3.0
London,E12000007,2021,7,28,2021-07-13,4.0
London,E12000007,2021,7,28,2021-07-14,5.0
London,E12000007,2021,7,28,2021-07-15,2.0
London,E12000007,2021,7,28,2021-07-16,4.0
London,E12000007,2021,7,28,2021-07-17,7.0
London,E12000007,2021,7,28,2021-07-18,8.0
London,E12000007,2021,7,29,2021-07-19,9.0
London,E12000007,2021,7,29,2021-07-20,9.0
London,E12000007,2021,7,29,2021-07-21,7.0
London,E12000007,2021,7,29,2021-07-22,6.0
London,E12000007,2021,7,29,2021-07-23,10.0
London,E12000007,2021,7,29,2021-07-24,7.0
London,E12000007,2021,7,29,2021-07-25,6.0
London,E12000007,2021,7,30,2021-07-26,9.0
London,E12000007,2021,7,30,2021-07-27,4.0
London,E12000007,2021,7,30,2021-07-28,10.0
London,E12000007,2021,7,30,2021-07-29,12.0
London,E12000007,2021,7,30,2021-07-30,13.0
London,E12000007,2021,7,30,2021-07-31,8.0
London,E12000007,2021,8,30,2021-08-01,11.0
London,E12000007,2021,8,31,2021-08-02,10.0
London,E12000007,2021,8,31,2021-08-03,7.0
London,E12000007,2021,8,31,2021-08-04,17.0
London,E12000007,2021,8,31,2021-08-05,15.0
London,E12000007,2021,8,31,2021-08-06,9.0
London,E12000007,2021,8,31,2021-08-07,9.0
London,E12000007,2021,8,31,2021-08-08,10.0
London,E12000007,2021,8,32,2021-08-09,8.0
London,E12000007,2021,8,32,2021-08-10,11.0
London,E12000007,2021,8,32,2021-08-11,14.0
London,E12000007,2021,8,32,2021-08-12,16.0
London,E12000007,2021,8,32,2021-08-13,6.0
London,E12000007,2021,8,32,2021-08-14,13.0
London,E12000007,2021,8,32,2021-08-15,14.0
London,E12000007,2021,8,33,2021-08-16,10.0
London,E12000007,2021,8,33,2021-08-17,9.0
London,E12000007,2021,8,33,2021-08-18,9.0
London,E12000007,2021,8,33,2021-08-19,15.0
London,E12000007,2021,8,33,2021-08-20,22.0
London,E12000007,2021,8,33,2021-08-21,18.0
London,E12000007,2021,8,33,2021-08-22,12.0
London,E12000007,2021,8,34,2021-08-23,12.0
London,E12000007,2021,8,34,2021-08-24,11.0
London,E12000007,2021,8,34,2021-08-25,13.0
London,E12000007,2021,8,34,2021-08-26,16.0
London,E12000007,2021,8,34,2021-08-27,12.0
London,E12000007,2021,8,34,2021-08-28,17.0
London,E12000007,2021,8,34,2021-08-29,10.0
London,E12000007,2021,8,35,2021-08-30,9.0
London,E12000007,2021,8,35,2021-08-31,12.0
London,E12000007,2021,9,35,2021-09-01,12.0
London,E12000007,2021,9,35,2021-09-02,14.0
London,E12000007,2021,9,35,2021-09-03,23.0
London,E12000007,2021,9,35,2021-09-04,8.0
London,E12000007,2021,9,35,2021-09-05,14.0
London,E12000007,2021,9,36,2021-09-06,17.0
London,E12000007,2021,9,36,2021-09-07,13.0
London,E12000007,2021,9,36,2021-09-08,14.0
London,E12000007,2021,9,36,2021-09-09,21.0
London,E12000007,2021,9,36,2021-09-10,10.0
London,E12000007,2021,9,36,2021-09-11,13.0
London,E12000007,2021,9,36,2021-09-12,8.0
London,E12000007,2021,9,37,2021-09-13,5.0
London,E12000007,2021,9,37,2021-09-14,14.0
London,E12000007,2021,9,37,2021-09-15,17.0
London,E12000007,2021,9,37,2021-09-16,11.0
London,E12000007,2021,9,37,2021-09-17,9.0
London,E12000007,2021,9,37,2021-09-18,10.0
London,E12000007,2021,9,37,2021-09-19,8.0
London,E12000007,2021,9,38,2021-09-20,11.0
London,E12000007,2021,9,38,2021-09-21,10.0
London,E12000007,2021,9,38,2021-09-22,13.0
London,E12000007,2021,9,38,2021-09-23,18.0
London,E12000007,2021,9,38,2021-09-24,16.0
London,E12000007,2021,9,38,2021-09-25,10.0
London,E12000007,2021,9,38,2021-09-26,11.0
London,E12000007,2021,9,39,2021-09-27,19.0
London,E12000007,2021,9,39,2021-09-28,18.0
London,E12000007,2021,9,39,2021-09-29,15.0
London,E12000007,2021,9,39,2021-09-30,17.0
London,E12000007,2021,10,39,2021-10-01,16.0
London,E12000007,2021,10,39,2021-10-02,11.0
London,E12000007,2021,10,39,2021-10-03,7.0
London,E12000007,2021,10,40,2021-10-04,11.0
London,E12000007,2021,10,40,2021-10-05,14.0
London,E12000007,2021,10,40,2021-10-06,11.0
London,E12000007,2021,10,40,2021-10-07,10.0
London,E12000007,2021,10,40,2021-10-08,11.0
London,E12000007,2021,10,40,2021-10-09,15.0
London,E12000007,2021,10,40,2021-10-10,11.0
London,E12000007,2021,10,41,2021-10-11,12.0
London,E12000007,2021,10,41,2021-10-12,8.0
London,E12000007,2021,10,41,2021-10-13,6.0
London,E12000007,2021,10,41,2021-10-14,18.0
London,E12000007,2021,10,41,2021-10-15,6.0
London,E12000007,2021,10,41,2021-10-16,12.0
London,E12000007,2021,10,41,2021-10-17,15.0
London,E12000007,2021,10,42,2021-10-18,13.0
London,E12000007,2021,10,42,2021-10-19,11.0
London,E12000007,2021,10,42,2021-10-20,5.0
London,E12000007,2021,10,42,2021-10-21,12.0
London,E12000007,2021,10,42,2021-10-22,12.0
London,E12000007,2021,10,42,2021-10-23,8.0
London,E12000007,2021,10,42,2021-10-24,10.0
London,E12000007,2021,10,43,2021-10-25,13.0
London,E12000007,2021,10,43,2021-10-26,11.0
London,E12000007,2021,10,43,2021-10-27,19.0
London,E12000007,2021,10,43,2021-10-28,11.0
London,E12000007,2021,10,43,2021-10-29,9.0
London,E12000007,2021,10,43,2021-10-30,10.0
London,E12000007,2021,10,43,2021-10-31,11.0
London,E12000007,2021,11,44,2021-11-01,16.0
London,E12000007,2021,11,44,2021-11-02,15.0
London,E12000007,2021,11,44,2021-11-03,9.0
London,E12000007,2021,11,44,2021-11-04,11.0
London,E12000007,2021,11,44,2021-11-05,15.0
London,E12000007,2021,11,44,2021-11-06,17.0
London,E12000007,2021,11,44,2021-11-07,13.0
London,E12000007,2021,11,45,2021-11-08,18.0
London,E12000007,2021,11,45,2021-11-09,11.0
London,E12000007,2021,11,45,2021-11-10,18.0
London,E12000007,2021,11,45,2021-11-11,14.0
London,E12000007,2021,11,45,2021-11-12,8.0
London,E12000007,2021,11,45,2021-11-13,14.0
London,E12000007,2021,11,45,2021-11-14,9.0
London,E12000007,2021,11,46,2021-11-15,13.0
London,E12000007,2021,11,46,2021-11-16,10.0
London,E12000007,2021,11,46,2021-11-17,8.0
London,E12000007,2021,11,46,2021-11-18,6.0
London,E12000007,2021,11,46,2021-11-19,9.0
London,E12000007,2021,11,46,2021-11-20,12.0
London,E12000007,2021,11,46,2021-11-21,8.0
London,E12000007,2021,11,47,2021-11-22,12.0
London,E12000007,2021,11,47,2021-11-23,12.0
London,E12000007,2021,11,47,2021-11-24,14.0
London,E12000007,2021,11,47,2021-11-25,11.0
London,E12000007,2021,11,47,2021-11-26,9.0
London,E12000007,2021,11,47,2021-11-27,10.0
London,E12000007,2021,11,47,2021-11-28,13.0
London,E12000007,2021,11,48,2021-11-29,9.0
London,E12000007,2021,11,48,2021-11-30,18.0
London,E12000007,2021,12,48,2021-12-01,10.0
London,E12000007,2021,12,48,2021-12-02,9.0
London,E12000007,2021,12,48,2021-12-03,16.0
London,E12000007,2021,12,48,2021-12-04,15.0
London,E12000007,2021,12,48,2021-12-05,13.0
London,E12000007,2021,12,49,2021-12-06,19.0
London,E12000007,2021,12,49,2021-12-07,12.0
London,E12000007,2021,12,49,2021-12-08,12.0
London,E12000007,2021,12,49,2021-12-09,11.0
London,E12000007,2021,12,49,2021-12-10,19.0
London,E12000007,2021,12,49,2021-12-11,12.0
London,E12000007,2021,12,49,2021-12-12,23.0
London,E12000007,2021,12,50,2021-12-13,15.0
London,E12000007,2021,12,50,2021-12-14,20.0
London,E12000007,2021,12,50,2021-12-15,11.0
London,E12000007,2021,12,50,2021-12-16,12.0
London,E12000007,2021,12,50,2021-12-17,14.0
London,E12000007,2021,12,50,2021-12-18,16.0
London,E12000007,2021,12,50,2021-12-19,18.0
London,E12000007,2021,12,51,2021-12-20,11.0
London,E12000007,2021,12,51,2021-12-21,14.0
London,E12000007,2021,12,51,2021-12-22,20.0
London,E12000007,2021,12,51,2021-12-23,24.0
London,E12000007,2021,12,51,2021-12-24,24.0
London,E12000007,2021,12,51,2021-12-25,14.0
London,E12000007,2021,12,51,2021-12-26,23.0
London,E12000007,2021,12,52,2021-12-27,25.0
London,E12000007,2021,12,52,2021-12-28,25.0
London,E12000007,2021,12,52,2021-12-29,28.0
London,E12000007,2021,12,52,2021-12-30,34.0
London,E12000007,2021,12,52,2021-12-31,17.0
London,E12000007,2022,1,52,2022-01-01,33.0
London,E12000007,2022,1,52,2022-01-02,40.0
London,E12000007,2022,1,1,2022-01-03,30.0
London,E12000007,2022,1,1,2022-01-04,27.0
London,E12000007,2022,1,1,2022-01-05,24.0
London,E12000007,2022,1,1,2022-01-06,39.0
London,E12000007,2022,1,1,2022-01-07,32.0
London,E12000007,2022,1,1,2022-01-08,35.0
London,E12000007,2022,1,1,2022-01-09,35.0
London,E12000007,2022,1,2,2022-01-10,35.0
London,E12000007,2022,1,2,2022-01-11,40.0
London,E12000007,2022,1,2,2022-01-12,31.0
London,E12000007,2022,1,2,2022-01-13,38.0
London,E12000007,2022,1,2,2022-01-14,40.0
London,E12000007,2022,1,2,2022-01-15,38.0
London,E12000007,2022,1,2,2022-01-16,35.0
London,E12000007,2022,1,3,2022-01-17,25.0
London,E12000007,2022,1,3,2022-01-18,33.0
London,E12000007,2022,1,3,2022-01-19,20.0
London,E12000007,2022,1,3,2022-01-20,22.0
London,E12000007,2022,1,3,2022-01-21,34.0
London,E12000007,2022,1,3,2022-01-22,28.0
London,E12000007,2022,1,3,2022-01-23,20.0
London,E12000007,2022,1,4,2022-01-24,28.0
London,E12000007,2022,1,4,2022-01-25,21.0
London,E12000007,2022,1,4,2022-01-26,24.0
London,E12000007,2022,1,4,2022-01-27,16.0
London,E12000007,2022,1,4,2022-01-28,20.0
London,E12000007,2022,1,4,2022-01-29,20.0
London,E12000007,2022,1,4,2022-01-30,19.0
London,E12000007,2022,1,5,2022-01-31,13.0
London,E12000007,2022,2,5,2022-02-01,17.0
London,E12000007,2022,2,5,2022-02-02,19.0
London,E12000007,2022,2,5,2022-02-03,12.0
London,E12000007,2022,2,5,2022-02-04,22.0
London,E12000007,2022,2,5,2022-02-05,12.0
London,E12000007,2022,2,5,2022-02-06,9.0
London,E12000007,2022,2,6,2022-02-07,15.0
London,E12000007,2022,2,6,2022-02-08,9.0
London,E12000007,2022,2,6,2022-02-09,8.0
London,E12000007,2022,2,6,2022-02-10,10.0
London,E12000007,2022,2,6,2022-02-11,14.0
London,E12000007,2022,2,6,2022-02-12,8.0
London,E12000007,2022,2,6,2022-02-13,15.0
London,E12000007,2022,2,7,2022-02-14,16.0
London,E12000007,2022,2,7,2022-02-15,9.0
London,E12000007,2022,2,7,2022-02-16,10.0
London,E12000007,2022,2,7,2022-02-17,13.0
London,E12000007,2022,2,7,2022-02-18,9.0
London,E12000007,2022,2,7,2022-02-19,4.0
London,E12000007,2022,2,7,2022-02-20,11.0
London,E12000007,2022,2,8,2022-02-21,14.0
London,E12000007,2022,2,8,2022-02-22,9.0
London,E12000007,2022,2,8,2022-02-23,7.0
London,E12000007,2022,2,8,2022-02-24,8.0
London,E12000007,2022,2,8,2022-02-25,7.0
London,E12000007,2022,2,8,2022-02-26,6.0
London,E12000007,2022,2,8,2022-02-27,14.0
London,E12000007,2022,2,9,2022-02-28,3.0
London,E12000007,2022,3,9,2022-03-01,8.0
London,E12000007,2022,3,9,2022-03-02,9.0
London,E12000007,2022,3,9,2022-03-03,7.0
London,E12000007,2022,3,9,2022-03-04,8.0
London,E12000007,2022,3,9,2022-03-05,4.0
London,E12000007,2022,3,9,2022-03-06,8.0
London,E12000007,2022,3,10,2022-03-07,8.0
London,E12000007,2022,3,10,2022-03-08,11.0
London,E12000007,2022,3,10,2022-03-09,7.0
London,E12000007,2022,3,10,2022-03-10,6.0
London,E12000007,2022,3,10,2022-03-11,11.0
London,E12000007,2022,3,10,2022-03-12,16.0
London,E12000007,2022,3,10,2022-03-13,8.0
London,E12000007,2022,3,11,2022-03-14,10.0
London,E12000007,2022,3,11,2022-03-15,8.0
London,E12000007,2022,3,11,2022-03-16,14.0
London,E12000007,2022,3,11,2022-03-17,11.0
London,E12000007,2022,3,11,2022-03-18,12.0
London,E12000007,2022,3,11,2022-03-19,13.0
London,E12000007,2022,3,11,2022-03-20,12.0
London,E12000007,2022,3,12,2022-03-21,8.0
London,E12000007,2022,3,12,2022-03-22,11.0
London,E12000007,2022,3,12,2022-03-23,7.0
London,E12000007,2022,3,12,2022-03-24,8.0
London,E12000007,2022,3,12,2022-03-25,12.0
London,E12000007,2022,3,12,2022-03-26,9.0
London,E12000007,2022,3,12,2022-03-27,6.0
London,E12000007,2022,3,13,2022-03-28,11.0
London,E12000007,2022,3,13,2022-03-29,11.0
London,E12000007,2022,3,13,2022-03-30,12.0
London,E12000007,2022,3,13,2022-03-31,14.0
London,E12000007,2022,4,13,2022-04-01,15.0
London,E12000007,2022,4,13,2022-04-02,13.0
London,E12000007,2022,4,13,2022-04-03,18.0
London,E12000007,2022,4,14,2022-04-04,7.0
London,E12000007,2022,4,14,2022-04-05,11.0
London,E12000007,2022,4,14,2022-04-06,18.0
London,E12000007,2022,4,14,2022-04-07,18.0
London,E12000007,2022,4,14,2022-04-08,9.0
London,E12000007,2022,4,14,2022-04-09,11.0
London,E12000007,2022,4,14,2022-04-10,11.0
London,E12000007,2022,4,15,2022-04-11,16.0
London,E12000007,2022,4,15,2022-04-12,13.0
London,E12000007,2022,4,15,2022-04-13,16.0
London,E12000007,2022,4,15,2022-04-14,15.0
London,E12000007,2022,4,15,2022-04-15,8.0
London,E12000007,2022,4,15,2022-04-16,12.0
London,E12000007,2022,4,15,2022-04-17,13.0
London,E12000007,2022,4,16,2022-04-18,12.0
London,E12000007,2022,4,16,2022-04-19,13.0
London,E12000007,2022,4,16,2022-04-20,10.0
London,E12000007,2022,4,16,2022-04-21,13.0
London,E12000007,2022,4,16,2022-04-22,9.0
London,E12000007,2022,4,16,2022-04-23,11.0
London,E12000007,2022,4,16,2022-04-24,6.0
London,E12000007,2022,4,17,2022-04-25,12.0
London,E12000007,2022,4,17,2022-04-26,5.0
London,E12000007,2022,4,17,2022-04-27,10.0
London,E12000007,2022,4,17,2022-04-28,8.0
London,E12000007,2022,4,17,2022-04-29,3.0
London,E12000007,2022,4,17,2022-04-30,5.0
London,E12000007,2022,5,17,2022-05-01,13.0
London,E12000007,2022,5,18,2022-05-02,6.0
London,E12000007,2022,5,18,2022-05-03,12.0
London,E12000007,2022,5,18,2022-05-04,7.0
London,E12000007,2022,5,18,2022-05-05,5.0
London,E12000007,2022,5,18,2022-05-06,6.0
London,E12000007,2022,5,18,2022-05-07,8.0
London,E12000007,2022,5,18,2022-05-08,5.0
London,E12000007,2022,5,19,2022-05-09,5.0
London,E12000007,2022,5,19,2022-05-10,9.0
London,E12000007,2022,5,19,2022-05-11,2.0
London,E12000007,2022,5,19,2022-05-12,5.0
London,E12000007,2022,5,19,2022-05-13,6.0
London,E12000007,2022,5,19,2022-05-14,6.0
London,E12000007,2022,5,19,2022-05-15,4.0
London,E12000007,2022,5,20,2022-05-16,2.0
London,E12000007,2022,5,20,2022-05-17,3.0
London,E12000007,2022,5,20,2022-05-18,2.0
London,E12000007,2022,5,20,2022-05-19,2.0
London,E12000007,2022,5,20,2022-05-20,3.0
London,E12000007,2022,5,20,2022-05-21,5.0
London,E12000007,2022,5,20,2022-05-22,7.0
London,E12000007,2022,5,21,2022-05-23,4.0
London,E12000007,2022,5,21,2022-05-24,5.0
London,E12000007,2022,5,21,2022-05-25,5.0
London,E12000007,2022,5,21,2022-05-26,7.0
London,E12000007,2022,5,21,2022-05-27,10.0
London,E12000007,2022,5,21,2022-05-28,2.0
London,E12000007,2022,5,21,2022-05-29,2.0
London,E12000007,2022,5,22,2022-05-30,5.0
London,E12000007,2022,5,22,2022-05-31,3.0
London,E12000007,2022,6,22,2022-06-01,2.0
London,E12000007,2022,6,22,2022-06-02,5.0
London,E12000007,2022,6,22,2022-06-03,2.0
London,E12000007,2022,6,22,2022-06-04,5.0
London,E12000007,2022,6,22,2022-06-05,1.0
London,E12000007,2022,6,23,2022-06-06,3.0
London,E12000007,2022,6,23,2022-06-07,5.0
London,E12000007,2022,6,23,2022-06-08,5.0
London,E12000007,2022,6,23,2022-06-09,3.0
London,E12000007,2022,6,23,2022-06-10,4.0
London,E12000007,2022,6,23,2022-06-11,0.0
London,E12000007,2022,6,23,2022-06-12,2.0
London,E12000007,2022,6,24,2022-06-13,1.0
London,E12000007,2022,6,24,2022-06-14,8.0
London,E12000007,2022,6,24,2022-06-15,6.0
London,E12000007,2022,6,24,2022-06-16,5.0
London,E12000007,2022,6,24,2022-06-17,4.0
London,E12000007,2022,6,24,2022-06-18,6.0
London,E12000007,2022,6,24,2022-06-19,3.0
London,E12000007,2022,6,25,2022-06-20,4.0
London,E12000007,2022,6,25,2022-06-21,7.0
London,E12000007,2022,6,25,2022-06-22,8.0
London,E12000007,2022,6,25,2022-06-23,9.0
London,E12000007,2022,6,25,2022-06-24,4.0
London,E12000007,2022,6,25,2022-06-25,7.0
London,E12000007,2022,6,25,2022-06-26,8.0
London,E12000007,2022,6,26,2022-06-27,7.0
London,E12000007,2022,6,26,2022-06-28,3.0
London,E12000007,2022,6,26,2022-06-29,8.0
London,E12000007,2022,6,26,2022-06-30,4.0
London,E12000007,2022,7,26,2022-07-01,3.0
London,E12000007,2022,7,26,2022-07-02,10.0
London,E12000007,2022,7,26,2022-07-03,7.0
London,E12000007,2022,7,27,2022-07-04,9.0
London,E12000007,2022,7,27,2022-07-05,12.0
London,E12000007,2022,7,27,2022-07-06,10.0
London,E12000007,2022,7,27,2022-07-07,12.0
London,E12000007,2022,7,27,2022-07-08,9.0
London,E12000007,2022,7,27,2022-07-09,11.0
London,E12000007,2022,7,27,2022-07-10,11.0
London,E12000007,2022,7,28,2022-07-11,13.0
London,E12000007,2022,7,28,2022-07-12,12.0
London,E12000007,2022,7,28,2022-07-13,13.0
London,E12000007,2022,7,28,2022-07-14,5.0
London,E12000007,2022,7,28,2022-07-15,11.0
London,E12000007,2022,7,28,2022-07-16,13.0
London,E12000007,2022,7,28,2022-07-17,17.0
London,E12000007,2022,7,29,2022-07-18,13.0
London,E12000007,2022,7,29,2022-07-19,15.0
London,E12000007,2022,7,29,2022-07-20,20.0
London,E12000007,2022,7,29,2022-07-21,12.0
London,E12000007,2022,7,29,2022-07-22,9.0
London,E12000007,2022,7,29,2022-07-23,13.0
London,E12000007,2022,7,29,2022-07-24,7.0
London,E12000007,2022,7,30,2022-07-25,12.0
London,E12000007,2022,7,30,2022-07-26,11.0
London,E12000007,2022,7,30,2022-07-27,14.0
London,E12000007,2022,7,30,2022-07-28,11.0
London,E12000007,2022,7,30,2022-07-29,8.0
London,E12000007,2022,7,30,2022-07-30,8.0
London,E12000007,2022,7,30,2022-07-31,4.0
London,E12000007,2022,8,31,2022-08-01,8.0
London,E12000007,2022,8,31,2022-08-02,14.0
London,E12000007,2022,8,31,2022-08-03,12.0
London,E12000007,2022,8,31,2022-08-04,6.0
London,E12000007,2022,8,31,2022-08-05,4.0
London,E12000007,2022,8,31,2022-08-06,8.0
London,E12000007,2022,8,31,2022-08-07,12.0
London,E12000007,2022,8,32,2022-08-08,14.0
London,E12000007,2022,8,32,2022-08-09,8.0
London,E12000007,2022,8,32,2022-08-10,6.0
London,E12000007,2022,8,32,2022-08-11,12.0
London,E12000007,2022,8,32,2022-08-12,11.0
London,E12000007,2022,8,32,2022-08-13,12.0
London,E12000007,2022,8,32,2022-08-14,6.0
London,E12000007,2022,8,33,2022-08-15,5.0
London,E12000007,2022,8,33,2022-08-16,8.0
London,E12000007,2022,8,33,2022-08-17,6.0
London,E12000007,2022,8,33,2022-08-18,5.0
London,E12000007,2022,8,33,2022-08-19,8.0
London,E12000007,2022,8,33,2022-08-20,8.0
London,E12000007,2022,8,33,2022-08-21,6.0
London,E12000007,2022,8,34,2022-08-22,5.0
London,E12000007,2022,8,34,2022-08-23,6.0
London,E12000007,2022,8,34,2022-08-24,4.0
London,E12000007,2022,8,34,2022-08-25,5.0
London,E12000007,2022,8,34,2022-08-26,5.0
London,E12000007,2022,8,34,2022-08-27,5.0
London,E12000007,2022,8,34,2022-08-28,3.0
London,E12000007,2022,8,35,2022-08-29,8.0
London,E12000007,2022,8,35,2022-08-30,4.0
London,E12000007,2022,8,35,2022-08-31,6.0
London,E12000007,2022,9,35,2022-09-01,6.0
London,E12000007,2022,9,35,2022-09-02,3.0
London,E12000007,2022,9,35,2022-09-03,0.0
London,E12000007,2022,9,35,2022-09-04,4.0
London,E12000007,2022,9,36,2022-09-05,4.0
London,E12000007,2022,9,36,2022-09-06,2.0
London,E12000007,2022,9,36,2022-09-07,3.0
London,E12000007,2022,9,36,2022-09-08,3.0
London,E12000007,2022,9,36,2022-09-09,3.0
London,E12000007,2022,9,36,2022-09-10,1.0
London,E12000007,2022,9,36,2022-09-11,3.0
London,E12000007,2022,9,37,2022-09-12,7.0
London,E12000007,2022,9,37,2022-09-13,4.0
London,E12000007,2022,9,37,2022-09-14,3.0
London,E12000007,2022,9,37,2022-09-15,4.0
London,E12000007,2022,9,37,2022-09-16,2.0
London,E12000007,2022,9,37,2022-09-17,2.0
London,E12000007,2022,9,37,2022-09-18,6.0
London,E12000007,2022,9,38,2022-09-19,2.0
London,E12000007,2022,9,38,2022-09-20,4.0
London,E12000007,2022,9,38,2022-09-21,3.0
London,E12000007,2022,9,38,2022-09-22,4.0
London,E12000007,2022,9,38,2022-09-23,1.0
London,E12000007,2022,9,38,2022-09-24,4.0
London,E12000007,2022,9,38,2022-09-25,6.0
London,E12000007,2022,9,39,2022-09-26,6.0
London,E12000007,2022,9,39,2022-09-27,3.0
London,E12000007,2022,9,39,2022-09-28,6.0
London,E12000007,2022,9,39,2022-09-29,6.0
London,E12000007,2022,9,39,2022-09-30,2.0
London,E12000007,2022,10,39,2022-10-01,8.0
London,E12000007,2022,10,39,2022-10-02,2.0
London,E12000007,2022,10,40,2022-10-03,4.0
London,E12000007,2022,10,40,2022-10-04,3.0
London,E12000007,2022,10,40,2022-10-05,6.0
London,E12000007,2022,10,40,2022-10-06,6.0
London,E12000007,2022,10,40,2022-10-07,6.0
