date,confirmed,deaths,recovered,confirmed_diff,deaths_diff,recovered_diff,last_update,active,active_diff,fatality_rate,iso,name,province,lat,long,cities
2020-04-27,158758,6126,114500,988,150,2500,2020-04-28 02:30:32,38132,-1662,0.0386,DEU,Germany,,51.1657,10.4515,[]
2020-04-28,159912,6314,117400,1154,188,2900,2020-04-29 02:32:29,36198,-1934,0.0395,DEU,Germany,,51.1657,10.4515,[]
2020-04-29,161539,6467,120400,1627,153,3000,2020-04-30 02:32:27,34672,-1526,0.04,DEU,Germany,,51.1657,10.4515,[]
2020-04-30,163009,6623,123500,1470,156,3100,2020-05-01 02:32:28,32886,-1786,0.0406,DEU,Germany,,51.1657,10.4515,[]
2020-05-01,164077,6736,126900,1068,113,3400,2020-05-02 02:32:27,30441,-2445,0.0411,DEU,Germany,,51.1657,10.4515,[]
2020-05-02,164967,6812,129000,890,76,2100,2020-05-03 02:32:28,29155,-1286,0.0413,DEU,Germany,,51.1657,10.4515,[]
2020-05-03,165664,6866,130600,697,54,1600,2020-05-04 02:32:28,28198,-957,0.0414,DEU,Germany,,51.1657,10.4515,[]
2020-05-04,166152,6993,132700,488,127,2100,2020-05-05 02:32:34,26459,-1739,0.0421,DEU,Germany,,51.1657,10.4515,[]
2020-05-05,167007,6993,135100,855,0,2400,2020-05-06 02:32:31,24914,-1545,0.0419,DEU,Germany,,51.1657,10.4515,[]
2020-05-06,168162,7275,139900,1155,282,4800,2020-05-07 02:32:28,20987,-3927,0.0433,DEU,Germany,,51.1657,10.4515,[]
2020-05-07,169430,7392,141700,1268,117,1800,2020-05-08 02:32:32,20338,-649,0.0436,DEU,Germany,,51.1657,10.4515,[]
2020-05-08,170588,7510,141700,1158,118,0,2020-05-09 02:32:35,21378,1040,0.044,DEU,Germany,,51.1657,10.4515,[]
2020-05-09,171324,7549,143300,736,39,1600,2020-05-10 02:32:30,20475,-903,0.0441,DEU,Germany,,51.1657,10.4515,[]
2020-05-10,171879,7569,144400,555,20,1100,2020-05-11 02:32:30,19910,-565,0.044,DEU,Germany,,51.1657,10.4515,[]
2020-05-11,172576,7661,145617,697,92,1217,2020-05-12 03:32:27,19298,-612,0.0444,DEU,Germany,,51.1657,10.4515,[]
2020-05-12,173171,7738,147200,595,77,1583,2020-05-13 03:32:26,18233,-1065,0.0447,DEU,Germany,,51.1657,10.4515,[]
2020-05-13,174098,7861,148700,927,123,1500,2020-05-14 03:32:28,17537,-696,0.0452,DEU,Germany,,51.1657,10.4515,[]
2020-05-14,33804,1629,29400,0,0,0,2020-05-15 02:33:02,2775,0,0.0482,DEU,Germany,Baden-Wurttemberg,48.6616,9.3501,[]
2020-05-14,45352,2250,39140,0,0,0,2020-05-15 02:33:02,3962,0,0.0496,DEU,Germany,Bayern,48.7904,11.4979,[]
2020-05-14,6393,177,5737,0,0,0,2020-05-15 02:33:02,479,0,0.0277,DEU,Germany,Berlin,52.52,13.405,[]
2020-05-14,3173,162,2700,0,0,0,2020-05-15 02:33:02,311,0,0.0511,DEU,Germany,Brandenburg,52.4125,12.5316,[]
2020-05-14,1132,37,800,0,0,0,2020-05-15 02:33:02,295,0,0.0327,DEU,Germany,Bremen,53.0793,8.8017,[]
2020-05-14,4976,228,4400,0,0,0,2020-05-15 02:33:02,348,0,0.0458,DEU,Germany,Hamburg,53.5511,9.9937,[]
2020-05-14,9169,423,7600,0,0,0,2020-05-15 02:33:02,1146,0,0.0461,DEU,Germany,Hessen,50.6521,9.1624,[]
2020-05-14,740,20,700,0,0,0,2020-05-15 02:33:02,20,0,0.027,DEU,Germany,Mecklenburg-Vorpommern,53.6127,12.4296,[]
2020-05-14,11075,537,9500,0,0,0,2020-05-15 02:33:02,1038,0,0.0485,DEU,Germany,Niedersachsen,52.6367,9.8451,[]
2020-05-14,35741,1483,31300,0,0,0,2020-05-15 02:33:02,2958,0,0.0415,DEU,Germany,Nordrhein-Westfalen,51.4332,7.6616,[]
2020-05-14,6406,212,5800,0,0,0,2020-05-15 02:33:02,394,0,0.0331,DEU,Germany,Rheinland-Pfalz,50.1183,7.309,[]
2020-05-14,2705,149,2400,0,0,0,2020-05-15 02:33:02,156,0,0.0551,DEU,Germany,Saarland,49.3964,7.023,[]
2020-05-14,5046,195,4400,0,0,0,2020-05-15 02:33:02,451,0,0.0386,DEU,Germany,Sachsen,51.1045,13.2017,[]
