start_date,end_date,question,response,total,male,female,16-24,18-24,25-34,35-44,45-54,55-64,65+,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade,scotland,north_east,north_west,yorkshire_&_humberside,west_midlands,east_midlands,wales,eastern,london,south_east,south_west,northern_ireland,net:_england
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Direct from UK Government website/ email/ text/ post,7,1,6,1,1,1,-,1,-,4,4,1,2,1,-,-,2,1,2,-,-,-,2,-,1,-,7
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Email,7,3,4,2,2,1,-,2,-,2,4,,-,3,1,-,-,-,1,-,2,-,3,1,-,-,4
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Direct from NHS website/ email/ text/ post,7,1,6,-,-,,-,3,-,4,3,2,1,1,,-,-,1,2,-,-,-,2,1,1,-,7
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,WhatsApp,7,4,2,2,2,2,1,1,1,-,4,-,2,1,-,-,-,1,2,-,-,-,4,-,-,-,7
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Commercial Radio,7,3,3,-,-,1,-,2,1,3,2,1,2,2,-,-,-,-,-,-,-,-,1,5,,-,7
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,BBC - Online/ app,6,2,5,-,-,2,-,5,-,-,1,4,2,-,-,-,-,-,2,-,-,-,3,-,2,-,6
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Weighted base,247,96,151,35,33,45,42,50,24,50,86,56,49,55,24,4,21,22,23,19,10,24,38,29,26,7,206
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,WhatsApp group(s),6,4,2,1,1,-,1,2,1,2,5,1,-,1,1,-,-,-,1,1,-,-,1,2,-,-,5
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),6,1,5,-,-,-,-,1,-,5,2,1,1,2,2,-,1,-,-,1,-,-,-,2,-,-,4
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,“Broadsheets” such as The Times or Guardian ( online ),6,3,2,1,1,1,,2,1,,2,3,1,-,-,-,1,-,,-,-,-,2,2,-,-,6
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Facebook messenger,5,4,2,1,1,1,-,2,-,2,3,-,-,2,1,-,-,-,1,-,-,-,2,2,-,-,4
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Official scientists,4,2,2,-,-,-,-,2,,2,3,1,-,1,-,-,-,-,2,-,-,-,,1,1,-,4
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Podcasts,3,1,2,1,1,-,-,2,1,-,-,1,-,2,-,-,-,2,1,-,-,-,1,-,-,-,3
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Apple iMessage,3,3,-,2,2,-,1,-,-,-,1,-,-,2,-,-,-,-,-,-,1,-,2,-,-,-,2
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Snapchat,3,3,-,2,2,1,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,3,-,-,-,3
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),3,-,3,-,-,1,-,2,-,-,-,-,2,1,-,-,-,-,-,2,-,-,-,1,-,-,3
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Direct from World Health Organisation (WHO) website/ email/ text/ post,3,-,3,-,-,-,-,3,-,-,1,2,-,-,-,-,-,-,2,-,-,-,1,-,-,-,3
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Weighted base,247,96,151,35,33,45,42,50,24,50,86,56,49,55,24,4,21,22,23,19,10,24,38,29,26,7,206
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Channel 4,3,2,1,-,-,-,2,1,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,3
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,"Smart speaker (e.g. Amazon Echo, Google Home)",3,2,1,2,2,-,-,1,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,3
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,“Red-top tabloids” such as The Sun or Mirror ( online ),2,1,2,-,-,2,-,1,-,-,1,1,-,1,-,-,1,-,-,-,-,-,1,1,-,-,2
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Direct from Local council website/ email/ text/ post,2,-,2,1,1,,-,-,-,1,-,1,-,,,-,1,-,-,1,-,-,-,-,-,-,1
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",2,2,-,1,1,-,-,-,-,1,-,-,1,1,-,-,-,-,1,-,-,-,1,-,-,-,2
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Celebrity and/or social media influencer,2,-,2,-,-,-,1,-,,-,2,-,-,-,-,-,-,-,-,-,-,-,,1,-,-,2
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Channel 5,1,1,1,1,1,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Direct from Local health service website/ email/ text/ post,1,1,-,-,-,1,-,-,-,-,1,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Community radio,1,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Magazines,1,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Weighted base,247,96,151,35,33,45,42,50,24,50,86,56,49,55,24,4,21,22,23,19,10,24,38,29,26,7,206
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Advertising,1,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,Other,21,9,12,1,1,3,5,3,2,9,9,8,1,4,3,-,1,3,1,2,2,4,2,3,1,1,15
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,NET: Broadcasters,35,16,19,4,2,5,3,11,1,11,12,7,9,7,2,-,1,2,6,3,-,1,12,6,3,-,33
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,NET: Non-BBC broadcasters,20,9,11,2,2,2,2,5,-,7,7,3,5,4,-,-,1,-,4,2,-,1,8,4,-,-,20
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,NET: BBC services,25,11,14,3,2,3,1,9,1,9,8,7,6,5,2,-,1,2,4,2,-,1,5,6,3,-,24
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,NET: Newspapers (printed and online),26,7,19,2,2,3,,8,4,9,10,9,4,3,3,-,4,-,1,3,-,2,4,6,3,-,23
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,NET: Officials,17,4,12,2,2,3,-,6,,6,6,6,3,2,,-,3,1,4,1,-,-,4,2,1,-,16
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,NET: Social Media,137,54,83,21,20,34,26,27,12,17,47,29,29,31,13,4,11,9,13,13,7,13,17,17,16,4,112
2020-12-04,2020-12-06,source_of_claims_about_the_potential_dangers_associated_with_coronavirus_vaccine_reported_as_true,NET: Facebook (Facebook and Facebook Messenger),92,35,57,10,9,31,18,19,6,8,32,24,19,18,9,3,8,5,7,12,7,10,11,10,9,3,74
