start_date,end_date,question,response,total,male,female,16-24,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade,scotland,north_east,north_west,yorkshire_&_humberside,west_midlands,east_midlands,wales,eastern,london,south_east,south_west,northern_ireland,net:_england
2021-01-15,2021-01-17,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",12,9.0,3,3,3,2,4,3,-,1,-,-,4,-,1,2,3,-,1,1,11.0
2021-01-15,2021-01-17,most_important_type_of_news/information_from_social_media_or_search_engines,Opinions from a person you don't know,8,6.0,2,1,1,4,2,2,-,1,-,1,1,2,-,1,1,1,1,-,8.0
2021-01-15,2021-01-17,most_important_type_of_news/information_from_social_media_or_search_engines,None of these,64,21.0,42,10,14,12,8,29,6,2,9,6,11,1,1,6,4,10,6,3,54.0
2021-02-12,2021-02-14,most_important_type_of_news/information_from_social_media_or_search_engines,Unweighted base,811,384.0,427,153,256,226,130,199,56,34,85,56,78,53,41,65,141,122,56,24,690.0
2021-02-12,2021-02-14,most_important_type_of_news/information_from_social_media_or_search_engines,Weighted base,832,408.0,424,169,251,227,167,187,58,29,100,65,82,50,36,75,126,127,61,23,715.0
2021-02-12,2021-02-14,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from official sources such as NHS, Government etc",441,201.0,240,108,139,118,80,104,34,14,51,39,45,28,20,32,75,69,24,11,376.0
2021-02-12,2021-02-14,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",188,100.0,87,38,53,56,46,33,11,7,20,11,20,11,9,22,27,29,15,6,162.0
2021-02-12,2021-02-14,most_important_type_of_news/information_from_social_media_or_search_engines,Opinions from a person you know,40,16.0,24,12,11,10,13,7,-,3,6,1,2,3,-,4,7,8,6,1,39.0
2021-02-12,2021-02-14,most_important_type_of_news/information_from_social_media_or_search_engines,Facts forwarded/ posted/ shared from a person you know,40,23.0,17,1,9,11,8,12,4,1,7,2,4,1,1,2,2,7,7,1,33.0
2021-02-12,2021-02-14,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",30,18.0,12,2,14,5,4,7,2,-,3,4,4,-,2,2,6,4,3,,26.0
2021-02-12,2021-02-14,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",24,12.0,12,1,10,4,4,6,1,-,4,2,2,4,2,5,1,4,2,-,22.0
2021-02-12,2021-02-14,most_important_type_of_news/information_from_social_media_or_search_engines,Facts forwarded/ posted/ shared from a person you don't know,14,11.0,3,2,2,3,5,4,1,2,1,2,2,3,1,1,-,2,,-,12.0
2021-02-12,2021-02-14,most_important_type_of_news/information_from_social_media_or_search_engines,Opinions from a person you don't know,7,2.0,4,1,1,4,-,2,-,-,1,1,2,1,-,,1,,-,-,7.0
2021-02-12,2021-02-14,most_important_type_of_news/information_from_social_media_or_search_engines,None of these,48,23.0,25,5,13,15,8,12,5,2,7,2,2,,2,7,8,4,4,4,38.0
2020-08-07,2020-08-09,most_important_type_of_news/information_from_social_media_or_search_engines,Unweighted base,787,395.0,392,122,234,194,176,183,,,,,,,,,,,,,
2020-08-07,2020-08-09,most_important_type_of_news/information_from_social_media_or_search_engines,Weighted base,787,398.0,389,141,224,201,177,185,,,,,,,,,,,,,
2020-08-07,2020-08-09,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from official sources such as NHS, Government etc",367,158.0,209,76,101,91,78,97,,,,,,,,,,,,,
2020-08-07,2020-08-09,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",202,116.0,85,32,68,54,41,39,,,,,,,,,,,,,
2020-08-07,2020-08-09,most_important_type_of_news/information_from_social_media_or_search_engines,Facts forwarded/ posted/ shared from a person you know,41,20.0,21,7,11,11,10,9,,,,,,,,,,,,,
2020-08-07,2020-08-09,most_important_type_of_news/information_from_social_media_or_search_engines,Opinions from a person you know,31,18.0,13,4,7,9,9,6,,,,,,,,,,,,,
2020-08-07,2020-08-09,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",25,15.0,10,5,7,7,8,3,,,,,,,,,,,,,
2020-08-07,2020-08-09,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",20,16.0,4,1,3,7,4,6,,,,,,,,,,,,,
2020-08-07,2020-08-09,most_important_type_of_news/information_from_social_media_or_search_engines,Facts forwarded/ posted/ shared from a person you don't know,12,7.0,5,1,4,1,3,5,,,,,,,,,,,,,
2020-08-07,2020-08-09,most_important_type_of_news/information_from_social_media_or_search_engines,Opinions from a person you don't know,8,5.0,3,2,3,2,1,2,,,,,,,,,,,,,
2020-08-07,2020-08-09,most_important_type_of_news/information_from_social_media_or_search_engines,None of these,81,43.0,38,12,20,20,24,17,,,,,,,,,,,,,
2020-10-09,2020-10-11,most_important_type_of_news/information_from_social_media_or_search_engines,Unweighted base,867,442.0,425,145,265,246,148,208,80,40,96,74,71,71,44,61,135,102,65,28,715.0
2020-10-09,2020-10-11,most_important_type_of_news/information_from_social_media_or_search_engines,Weighted base,879,454.0,425,155,251,247,175,206,73,41,92,81,71,68,49,67,139,103,68,27,730.0
2020-10-09,2020-10-11,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from official sources such as NHS, Government etc",374,180.0,194,84,113,115,69,77,29,17,41,34,28,28,31,25,65,35,31,9,305.0
2020-10-09,2020-10-11,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from traditional TV or press news sources such as the BBC, Telegraph, The Daily Mail, etc",254,141.0,113,43,63,70,52,69,20,15,23,25,16,21,8,18,39,38,19,11,215.0
2020-10-09,2020-10-11,most_important_type_of_news/information_from_social_media_or_search_engines,Facts forwarded/ posted/ shared from a person you know,57,29.0,28,6,13,20,12,12,7,3,5,2,7,4,2,8,6,4,5,5,44.0
2020-10-09,2020-10-11,most_important_type_of_news/information_from_social_media_or_search_engines,Opinions from a person you know,35,17.0,18,6,11,9,9,6,5,1,9,4,1,,-,2,5,4,2,1,29.0
2020-10-09,2020-10-11,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from online news providers like Buzzfeed, Huffington Post, Vice, etc.",34,21.0,13,5,9,9,9,7,2,-,5,3,5,2,-,4,7,5,2,-,32.0
2020-10-09,2020-10-11,most_important_type_of_news/information_from_social_media_or_search_engines,"Directly from 'Nonmainstream' news sources such as Russia Today, Breitbart, Swawkbox etc",24,12.0,12,2,11,2,4,8,2,-,1,1,2,3,2,1,7,4,2,-,20.0
2020-10-09,2020-10-11,most_important_type_of_news/information_from_social_media_or_search_engines,Facts forwarded/ posted/ shared from a person you don't know,15,6.0,8,1,3,6,3,2,1,-,1,1,5,1,-,1,1,2,2,1,13.0
2020-10-09,2020-10-11,most_important_type_of_news/information_from_social_media_or_search_engines,Opinions from a person you don't know,6,6.0,-,-,2,2,2,1,-,-,1,-,-,-,-,2,1,2,-,-,6.0
2020-10-09,2020-10-11,most_important_type_of_news/information_from_social_media_or_search_engines,None of these,79,41.0,38,7,25,15,15,24,7,5,7,10,7,10,5,6,7,10,5,1,66.0
