start_date,end_date,question,response,total,male,female,16-24,18-24,25-34,35-44,45-54,55-64,65+,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade,scotland,north_east,north_west,yorkshire_&_humberside,west_midlands,east_midlands,wales,eastern,london,south_east,south_west,northern_ireland,net:_england
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Commercial Radio,11,8,3,2,2,-,-,-,2,7,6,1,4,-,1,-,1,2,2,-,-,2,1,1,-,-,9
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Instagram,11,4,7,9,9,-,-,-,1,-,3,3,-,5,-,-,1,-,-,-,-,1,5,2,1,-,11
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Weighted base,241,114,127,26,22,38,41,37,41,58,77,62,38,63,22,17,27,15,12,19,14,21,32,36,18,7,197
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,BBC - Radio,10,8,2,-,-,1,-,1,2,7,3,2,3,2,1,-,-,3,-,1,1,3,-,-,2,-,8
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Websites or apps that bring together news from different news providers,10,7,3,1,1,1,-,2,1,5,4,2,-,4,1,-,-,2,2,1,1,2,1,-,1,-,8
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),8,6,2,-,-,-,-,2,-,6,2,2,1,3,-,2,4,-,-,-,1,1,-,-,1,-,7
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,“Mid-market tabloids” such as MailOnline or Express ( online ),7,4,3,1,-,2,-,1,2,2,5,1,1,-,,,-,-,-,1,-,3,1,2,-,-,7
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,“Broadsheets” such as The Times or Guardian ( online ),5,4,2,1,1,-,1,1,2,1,4,1,-,1,-,-,-,-,1,1,-,1,-,3,-,-,5
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Official scientists,5,2,3,-,-,1,1,2,2,-,3,-,2,-,-,-,1,-,2,-,-,-,1,2,-,-,5
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Facebook messenger,5,3,2,2,2,-,-,-,3,-,1,2,-,1,-,-,1,-,-,-,-,-,2,-,1,-,5
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Sky,5,4,1,2,2,-,1,1,2,-,-,1,1,2,1,-,-,1,1,-,-,-,2,-,-,-,4
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,WhatsApp,5,2,3,2,2,2,,-,-,-,,2,2,-,-,-,2,-,-,-,-,-,2,,-,-,5
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,“Broadsheets” such as The Times or Guardian,5,4,1,-,-,-,1,-,-,4,3,1,-,1,-,1,-,2,1,-,-,-,-,-,1,-,5
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Weighted base,241,114,127,26,22,38,41,37,41,58,77,62,38,63,22,17,27,15,12,19,14,21,32,36,18,7,197
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Direct from UK Government website/ email/ text/ post,5,4,1,-,-,-,1,-,-,4,5,-,-,-,1,-,-,2,-,-,-,-,1,-,1,-,3
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,BBC - Online/ app,4,4,-,-,-,-,-,-,-,4,4,-,-,1,-,-,-,2,-,-,-,2,-,-,-,-,4
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Celebrity and/or social media influencer,4,3,1,1,1,1,2,-,-,-,2,2,-,-,-,-,1,-,-,-,2,-,-,1,-,-,2
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",4,2,2,-,-,1,2,-,,-,1,3,-,-,,-,-,,1,,-,-,-,1,1,-,4
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Snapchat,4,-,4,4,4,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,2,1,-,-,4
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,WhatsApp group(s),3,1,3,2,2,-,,-,-,1,1,3,-,-,-,-,-,-,-,-,1,-,3,-,-,-,3
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Direct from Local health service website/ email/ text/ post,3,3,-,-,-,-,-,-,-,3,3,-,-,-,1,1,-,-,-,-,-,-,-,,-,-,2
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Email,3,3,-,-,-,-,1,1,-,1,-,1,-,1,-,-,-,-,-,-,1,-,-,1,1,-,1
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Advertising,3,2,1,-,-,-,1,-,-,2,2,1,-,-,-,-,-,2,-,-,-,-,-,1,-,-,3
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Direct from World Health Organisation (WHO) website/ email/ text/ post,2,2,-,2,2,-,-,-,-,-,,-,2,-,-,-,-,-,2,-,-,-,,-,-,-,2
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Weighted base,241,114,127,26,22,38,41,37,41,58,77,62,38,63,22,17,27,15,12,19,14,21,32,36,18,7,197
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,“Red-top tabloids” such as The Sun or Mirror ( online ),2,1,1,-,-,1,-,1,-,-,1,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-,2
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",2,2,1,1,1,1,1,-,-,-,2,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,2
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Direct from NHS website/ email/ text/ post,2,2,-,-,-,-,-,-,-,2,2,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,ITV Wales,2,-,2,-,-,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Community radio,2,2,-,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,2
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Direct from Local council website/ email/ text/ post,2,2,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Channel 4,2,2,-,-,-,-,-,-,1,1,-,-,2,-,-,1,-,1,-,-,-,-,-,-,-,-,2
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,STV,1,1,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Direct from Scotland Government website/ email/ text/ post,1,1,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),1,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,1
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Weighted base,241,114,127,26,22,38,41,37,41,58,77,62,38,63,22,17,27,15,12,19,14,21,32,36,18,7,197
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,UTV,1,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Channel 5,1,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,"Smart speaker (e.g. Amazon Echo, Google Home)",1,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Magazines,,,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,,-,-,-,-,-,-,
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Other,31,11,20,3,-,1,11,4,6,6,11,10,2,7,2,-,4,-,4,1,2,4,7,7,2,-,28
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: Broadcasters,37,24,13,4,4,4,1,3,7,16,14,4,8,11,6,2,3,3,3,2,3,7,2,2,3,1,27
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: Non-BBC broadcasters,17,11,6,2,2,2,1,1,4,7,5,1,6,5,3,1,1,3,1,-,2,4,2,-,,1,12
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: BBC services,34,24,10,4,4,4,1,3,7,15,12,4,8,11,5,2,2,3,3,2,3,7,2,2,3,1,25
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: Newspapers (printed and online),26,18,8,2,1,2,1,5,3,13,13,4,2,6,,3,5,2,3,2,1,5,1,3,1,-,24
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: Officials,14,10,3,2,2,1,1,2,2,6,10,-,3,-,1,1,1,2,3,-,-,-,1,2,2,-,12
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: Social Media,132,58,73,21,20,24,19,27,19,21,41,33,20,38,8,14,17,10,4,13,6,8,17,22,12,3,116
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: Facebook (Facebook and Facebook Messenger),93,38,54,7,7,21,10,23,14,18,30,21,14,27,5,13,14,9,3,7,1,5,13,12,10,2,85
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,Weighted base,241,114,127,26,22,38,41,37,41,58,77,62,38,63,22,17,27,15,12,19,14,21,32,36,18,7,197
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: WhatsApp (WhatsApp and WhatsApp groups),6,3,3,2,2,2,1,-,-,1,1,3,2,-,-,-,2,-,-,-,1,-,3,,-,-,5
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: Closed groups,6,3,3,2,2,-,,-,3,1,2,3,-,1,-,-,1,-,-,-,1,-,3,-,1,-,5
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: Other online news sources,14,9,5,1,1,2,3,2,1,5,6,4,-,4,2,-,-,2,4,1,1,2,2,1,1,-,12
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: Family/friends/ local ppl,43,20,23,5,5,11,10,4,3,10,8,15,6,15,4,1,3,4,1,1,5,4,6,7,2,4,30
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,NET: Traditional media,54,34,20,8,7,7,1,6,11,22,21,7,11,15,6,3,6,3,4,3,3,10,4,5,4,1,44
2020-10-09,2020-10-11,source_of_claims_about_about_face_masks/coverings_offering_no_protection_or_being_harmful__as_true,I don't know where the source is from,2,1,,-,-,-,1,,-,-,-,-,1,,-,-,-,-,-,-,-,-,-,1,-,,1
