table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s)
Table 428,,ONLINE Fieldwork: 22nd to 24th May 2020,Social distancing,2021,977,1044,274,232,330,309,354,293,462,556,561,407,497,167,82,221,166,176,146,99,191,258,280,174,61,312,812,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 428,,ONLINE Fieldwork: 22nd to 24th May 2020,Internet Access, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 428,,ONLINE Fieldwork: 22nd to 24th May 2020,Yes,2092,1023,1068,289,247,349,324,360,300,469,569,590,424,509,175,83,231,171,183,150,99,197,276,285,179,63,330,849,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 428,,ONLINE Fieldwork: 22nd to 24th May 2020,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Total,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Misleading Recommendations, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Drink more water,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,122,148,77,104,104,25,88,34,36,60,79,180,3,66,21,9,140,31,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Gargle salt water,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,104,115,63,78,87,28,77,26,32,51,66,146,4,51,10,7,107,28,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Eat warm food/ drink,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,77,98,42,63,82,19,71,27,26,37,62,121,1,41,10,8,100,19,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Put clothes in sun,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,71,89,45,63,72,23,64,24,26,41,59,110,1,43,7,7,89,16,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Natural remedies,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,148,212,117,140,131,34,103,38,33,92,119,249,5,96,26,11,197,26,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Drink more lemon juice,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,67,85,39,61,59,27,47,22,20,40,38,105,2,39,11,5,81,18,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Inhale steam,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,61,78,31,49,54,20,43,25,18,27,43,89,3,30,6,5,75,12,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Total,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Theories linking Corona- virus to 5G tech- nology,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,362,516,266,325,339,77,254,80,81,238,285,627,14,195,73,41,465,81,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Attitude Statement Agreement, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,What's true/ false,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,399,562,220,266,334,78,262,63,63,207,261,681,12,251,75,40,363,147,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Avoid news,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,302,459,171,242,284,56,213,55,57,195,214,583,8,180,85,41,295,181,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Mainstream media exaggerating,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,204,298,135,160,172,61,143,47,37,114,125,373,13,112,42,31,216,108,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Positive sides of society,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443,857,1295,533,611,660,130,506,128,129,459,536,1522,20,580,196,78,654,532,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Confusion,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,246,352,145,167,209,59,159,57,59,148,157,422,5,144,60,21,229,111,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Official Advice Agreement, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Wash hands 20 secs,1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591,947,1413,556,669,734,154,554,142,150,502,565,1675,26,624,209,89,715,610,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Total,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Outside for essentials,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674,974,1498,587,688,765,161,582,143,151,538,588,1761,30,659,230,98,754,639,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Social distancing,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709,992,1526,600,705,787,164,599,150,155,547,604,1799,29,670,235,98,777,654,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Internet Access, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,Yes,2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751,1015,1562,620,724,813,182,616,156,163,565,620,1853,32,680,244,99,808,672,,,,,,,,,,,,,,,,,,
Table 429,,ONLINE Fieldwork: 22nd to 24th May 2020,No,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Total,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101*,686,780,697,443,1670,478,1876,1974,2021,2092,-**
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Misleading Recommendations, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , 
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Drink more water,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,69,63,43,64,62,42,127,98,79,68,164,63,183,187,196,201,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Gargle salt water,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,164,60,45,66,50,48,106,71,64,48,132,50,151,152,154,164,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Eat warm food/ drink,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,60,140,48,54,40,44,90,67,63,46,119,46,132,130,136,140,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Put clothes in sun,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,45,48,129,43,36,31,80,69,48,38,105,43,122,121,127,129,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Natural remedies,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,66,54,43,267,47,48,187,116,83,61,234,82,244,250,253,267,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Drink more lemon juice,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,50,40,36,47,117,33,75,52,36,34,94,37,109,110,113,117,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Inhale steam,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,48,44,31,48,33,101,68,49,40,33,82,30,94,90,97,101,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Theories linking Corona- virus to 5G tech- nology,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,106,90,80,187,75,68,686,292,232,145,579,180,624,649,663,686,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Attitude Statement Agreement, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , 
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,What's true/ false,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,71,67,69,116,52,49,292,780,349,249,650,332,692,738,751,780,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Total,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101*,686,780,697,443,1670,478,1876,1974,2021,2092,-**
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Avoid news,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,64,63,48,83,36,40,232,349,697,206,555,219,613,652,673,697,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Mainstream media exaggerating,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,48,46,38,61,34,33,145,249,206,443,346,136,371,398,412,443,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Positive sides of society,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,132,119,105,234,94,82,579,650,555,346,1670,396,1526,1596,1630,1670,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Confusion,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,50,46,43,82,37,30,180,332,219,136,396,478,415,450,455,478,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Official Advice Agreement, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , 
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Wash hands 20 secs,1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,151,132,122,244,109,94,624,692,613,371,1526,415,1876,1799,1838,1874,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Outside for essentials,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,152,130,121,250,110,90,649,738,652,398,1596,450,1799,1974,1944,1973,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Social distancing,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,154,136,127,253,113,97,663,751,673,412,1630,455,1838,1944,2021,2020,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Internet Access, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , 
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,Yes,2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101,686,780,697,443,1670,478,1874,1973,2020,2092,-
Table 430,,ONLINE Fieldwork: 22nd to 24th May 2020,No,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,2096,1026,1071,290,249,348,320,362,304,473,573,593,428,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,Facebook,56,29,27,16,15,17,13,5,3,2,5,14,13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,Twitter,47,25,22,15,13,15,5,4,3,6,13,12,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,Family and friends directly,37,12,25,9,9,10,9,4,4,1,10,5,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",32,19,12,2,2,8,6,9,4,3,8,11,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,“Broadsheets” such as The Times or Guardian,29,19,10,3,3,1,2,1,3,19,18,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,Channel 4,27,17,10,-,-,4,3,8,3,10,10,3,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,Official scientists,26,11,15,6,3,5,5,2,4,5,9,11,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,YouTube,25,17,9,7,7,4,5,3,2,3,7,9,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,24,10,14,6,5,6,6,5,1,1,4,7,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,Commercial Radio,21,10,11,2,2,3,4,1,7,6,2,4,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,,ONLINE Fieldwork: 5th to 7th June 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),21,11,10,-,-,1,1,3,2,14,9,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,,ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,82,39,43,16,15,17,17,14,11,7,30,21,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,85*,37*,47*,22**,21**,17**,16**,13**,10**,7**,28**,22**,13**,21**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,,ONLINE Fieldwork: 5th to 7th June 2020,NET: Trust,27,12,15,4,4,9,5,5,1,3,12,6,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,,ONLINE Fieldwork: 5th to 7th June 2020,5 - Trust completely,3,1,2,-,-,-,2,1,-,1,2,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,,ONLINE Fieldwork: 5th to 7th June 2020,4,24,11,13,4,4,9,3,4,1,2,10,5,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,,ONLINE Fieldwork: 5th to 7th June 2020,3,32,13,20,12,12,6,3,5,5,1,9,11,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,,ONLINE Fieldwork: 5th to 7th June 2020,2,19,8,10,5,4,3,4,1,3,3,7,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,,ONLINE Fieldwork: 5th to 7th June 2020,1 - Do not trust at all,6,4,2,-,-,-,3,2,1,-,-,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,,ONLINE Fieldwork: 5th to 7th June 2020,NET: Do not trust,25,13,12,5,4,3,7,3,4,3,7,5,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,,ONLINE Fieldwork: 5th to 7th June 2020,Mean,3,2.92,3.07,2.97,3.01,3.36,2.84,2.98,2.6,3.17,3.24,3.02,2.53,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 70,,ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,0.98,1.07,0.92,0.67,0.65,0.75,1.34,1.19,0.8,1.18,0.9,0.99,0.92,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 121,,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,2115,1047,1068,276,241,347,333,342,330,487,606,589,382,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 121,,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2115,1034,1081,292,250,353,328,364,305,474,575,596,429,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 121,,ONLINE Fieldwork: 12th to 15th June 2020,NET: Important,281,149,133,46,40,61,56,42,35,42,74,75,64,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 121,,ONLINE Fieldwork: 12th to 15th June 2020,1st most important,55,33,22,10,9,13,13,6,7,6,11,17,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 121,,ONLINE Fieldwork: 12th to 15th June 2020,2nd most important,106,49,58,17,14,22,20,19,17,11,30,25,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 121,,ONLINE Fieldwork: 12th to 15th June 2020,3rd most important,120,67,53,18,17,26,23,17,11,24,33,32,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 121,,ONLINE Fieldwork: 12th to 15th June 2020,No answer,1834,885,948,246,210,292,272,321,270,433,502,521,365,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
