table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 162,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,40,36,35,70,36,26,182,157,130,97,347,96,372,390,400,409,-,,,
Table 162,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59*,40*,33*,31*,70*,33*,24**,183,156,131,98*,347,96*,376,394,404,412,-**,,,
Table 162,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,31,26,24,47,26,17,129,110,93,74,252,62,273,284,292,297,-,,,
Table 162,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,8,7,8,15,9,6,43,37,34,27,97,20,101,109,111,112,-,,,
Table 162,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,4,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,23,18,16,32,17,11,85,74,59,47,155,42,173,175,181,185,-,,,
Table 162,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,5,14,7,4,32,29,21,15,65,22,67,74,75,76,-,,,
Table 162,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-,1,1,6,-,2,18,10,8,5,19,6,25,25,25,27,-,,,
Table 162,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,-,1,4,7,9,4,11,7,11,11,12,12,-,,,
Table 162,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,3,2,8,-,3,22,17,16,9,30,13,36,35,36,39,-,,,
Table 162,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91,3.94,3.85,3.95,3.75,4.05,3.81,3.8,3.79,3.78,3.9,3.89,3.65,3.87,3.88,3.88,3.87,-,,,
Table 162,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.78,1.04,0.93,1,0.71,1.02,0.98,1.02,1.11,0.99,0.98,1.09,0.98,0.97,0.97,0.98,-,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,356,178,178,50,43,60,60,64,48,74,116,104,59,77,18,7,35,30,26,26,29,40,54,50,39,2,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,376,181,196,57*,50*,63*,68*,69*,48*,72*,117*,120*,66*,73*,17**,7**,40**,32**,30**,27**,28**,40*,53*,56*,46*,1**,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,NET: Trust,324,151,173,54,48,54,52,60,38,66,102,109,55,58,15,7,35,26,25,24,25,32,47,49,38,1,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,5 - Trust completely,192,82,110,36,32,30,30,33,27,35,64,65,30,33,6,1,20,20,13,18,11,22,27,36,18,1,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,4,132,69,63,18,16,24,22,26,11,31,38,44,26,24,9,6,15,6,12,7,14,10,19,14,20,-,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,3,36,19,17,2,2,8,13,3,6,4,13,8,8,6,3,-,4,4,2,1,2,4,5,5,6,*,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,2,11,8,3,1,1,1,2,6,1,-,1,1,3,6,-,-,-,1,2,-,1,3,2,-,1,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,1 - Do not trust at all,6,3,2,-,-,-,1,-,2,2,1,1,-,3,-,-,1,-,1,1,-,-,-,1,1,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,NET: Do not trust,17,11,6,1,1,1,3,6,4,2,2,3,3,9,-,-,1,1,3,1,1,3,2,1,3,-,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,Mean,4.31,4.21,4.4,4.57,4.56,4.33,4.16,4.27,4.22,4.34,4.39,4.42,4.25,4.08,4.18,4.2,4.33,4.43,4.08,4.51,4.22,4.3,4.36,4.5,4.11,4.29,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,0.87,0.92,0.82,0.65,0.67,0.75,0.92,0.9,1.12,0.85,0.79,0.77,0.84,1.12,0.69,0.43,0.86,0.86,1.09,0.89,0.79,0.96,0.79,0.82,0.95,-,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,415,194,221,59,52,61,78,86,58,73,137,121,75,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,415,194,221,72*,64*,61*,69*,78*,57*,79*,127,118,77*,93*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,NET: Trust,283,127,156,49,45,46,48,54,33,53,82,81,63,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,5 - Trust completely,123,53,70,25,23,21,24,23,11,19,42,28,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,4,160,74,86,24,21,26,23,31,22,34,40,53,34,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,3,88,44,43,16,14,8,15,15,17,16,27,25,10,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,2,35,16,19,6,4,5,5,7,5,7,15,10,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,1 - Do not trust at all,10,7,3,1,1,2,1,2,2,3,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,NET: Do not trust,45,23,22,7,5,7,6,9,6,10,19,12,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,Mean,3.84,3.77,3.9,3.91,3.97,3.95,3.95,3.86,3.64,3.74,3.79,3.8,4.1,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,1.02,1.05,0.99,1.02,1.01,1.05,0.99,1.02,0.98,1.05,1.12,0.96,0.91,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,379,183,196,50,47,49,63,55,71,91,135,90,70,84,14,22,42,32,42,32,15,39,59,51,23,8,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,375,185,190,56*,52*,50*,62*,55*,70*,83*,132,97*,70*,76*,15**,21**,45*,33**,40*,32**,15**,37*,56*,51*,24**,6**,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th March 2021,NET: Trust,325,157,168,48,45,43,55,45,65,69,114,85,60,66,13,21,42,25,35,27,15,34,46,44,19,4,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th March 2021,5 - Trust completely,171,82,90,22,21,23,26,25,39,36,62,42,30,37,8,9,17,11,21,18,10,20,24,20,12,2,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th March 2021,4,154,76,78,26,24,20,29,20,26,34,51,43,30,30,5,13,26,13,13,9,5,14,22,24,7,3,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th March 2021,3,38,20,18,6,4,3,7,7,3,12,12,10,9,7,1,-,2,8,3,2,*,4,6,6,4,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th March 2021,2,7,3,3,2,2,1,-,2,1,1,3,2,1,1,-,-,-,*,1,2,-,-,2,-,1,-,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th March 2021,1 - Do not trust at all,6,4,2,-,-,2,-,2,1,1,4,1,-,2,-,-,-,-,1,2,-,-,2,1,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th March 2021,NET: Do not trust,12,8,5,2,2,3,-,3,1,2,7,2,1,3,-,-,-,*,2,3,-,-,4,1,1,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th March 2021,Mean,4.27,4.23,4.32,4.22,4.24,4.22,4.32,4.18,4.46,4.22,4.25,4.27,4.29,4.3,4.49,4.4,4.32,4.08,4.33,4.23,4.66,4.43,4.13,4.19,4.22,4.09,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,0.83,0.89,0.78,0.79,0.78,1,0.67,0.98,0.73,0.85,0.92,0.77,0.73,0.87,0.66,0.5,0.58,0.81,0.91,1.14,0.53,0.67,1.01,0.84,0.91,0.81,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,427,208,219,44,41,66,65,73,77,102,135,126,79,87,16,18,48,37,32,38,14,50,62,73,35,4,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,423,203,220,53*,50*,64*,63*,65*,74*,104*,116,131,88*,88*,18**,18**,52*,38*,35**,34*,14**,46*,58*,72*,37*,3**,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 6th to 8th November 2020,NET: Trust,322,158,164,48,44,47,41,53,59,75,92,101,62,68,15,8,35,34,29,27,11,35,39,58,31,2,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 6th to 8th November 2020,5 - Trust completely,149,72,77,21,20,23,17,25,27,36,41,46,30,32,7,5,22,20,13,13,1,15,22,21,10,1,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 6th to 8th November 2020,4,173,86,87,27,24,24,23,27,32,40,51,54,32,36,8,3,13,14,15,15,10,20,17,37,21,1,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 6th to 8th November 2020,3,76,32,44,4,4,13,12,13,13,21,19,24,20,12,2,6,12,2,5,6,3,8,14,13,4,2,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 6th to 8th November 2020,2,13,7,7,1,1,3,6,-,1,2,4,2,3,4,2,3,2,2,1,-,1,1,2,-,-,-,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 6th to 8th November 2020,1 - Do not trust at all,12,7,5,-,-,2,4,-,1,5,1,4,3,3,-,-,3,-,-,-,-,2,3,2,2,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 6th to 8th November 2020,NET: Do not trust,25,13,11,1,1,4,10,-,2,8,5,6,6,8,2,3,5,2,1,-,1,3,5,2,2,-,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 6th to 8th November 2020,Mean,4.03,4.03,4.02,4.28,4.28,4.01,3.7,4.2,4.11,3.95,4.1,4.04,3.93,4.01,4.08,3.57,3.94,4.38,4.18,4.18,3.75,3.97,3.91,4.05,4.03,3.71,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,0.95,0.97,0.93,0.7,0.71,0.98,1.18,0.74,0.83,1.04,0.85,0.94,1.01,1.03,0.93,1.15,1.14,0.79,0.8,0.74,0.61,1.02,1.13,0.82,0.92,1,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,346,158,188,58,50,65,63,48,52,60,112,106,58,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,345,155,190,60*,51*,63*,64*,53*,47*,59*,106*,106*,68*,66*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 15th June 2020,NET: Trust,234,98,137,41,37,40,44,36,26,49,77,73,36,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 15th June 2020,5 - Trust completely,106,42,64,20,18,18,21,16,9,22,31,37,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 15th June 2020,4,129,56,73,20,19,22,23,19,17,27,46,36,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 15th June 2020,3,74,33,41,13,7,13,13,13,15,7,16,20,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 15th June 2020,2,22,15,7,6,6,4,3,3,5,1,10,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 15th June 2020,1 - Do not trust at all,14,8,6,1,1,5,4,1,2,1,3,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 15th June 2020,NET: Do not trust,37,24,13,7,7,9,7,4,7,3,13,13,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 15th June 2020,Mean,3.84,3.7,3.95,3.88,3.93,3.69,3.85,3.89,3.54,4.13,3.88,3.87,3.59,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 56,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,1.06,1.13,0.99,1.04,1.06,1.21,1.11,0.99,1.05,0.88,1.04,1.13,1,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,272,141,131,18,17,51,60,37,45,61,96,79,34,63,23,6,31,24,29,19,7,20,45,34,28,6,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,273,144,129,23**,22**,48*,58*,43**,46*,54*,90*,76*,47**,60*,21**,8**,35**,23**,31**,19**,5**,20**,41*,37**,28**,6**,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th June 2021,NET: Trust,199,103,95,17,17,36,40,30,31,44,71,57,38,33,15,3,22,18,22,16,4,14,30,27,24,4,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th June 2021,5 - Trust completely,89,50,39,10,10,15,21,13,9,20,33,24,17,16,10,*,5,7,9,8,1,5,18,15,11,-,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th June 2021,4,110,53,57,7,7,21,19,17,22,23,38,33,21,18,5,3,16,12,13,8,3,9,12,12,13,4,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th June 2021,3,60,30,29,5,5,9,13,10,15,8,14,17,7,22,4,5,10,4,8,4,1,4,8,8,3,2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th June 2021,2,8,4,3,1,-,2,2,-,-,2,3,2,-,3,-,-,1,1,1,-,-,2,1,-,1,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th June 2021,1 - Do not trust at all,7,6,1,-,-,1,3,3,-,-,2,-,2,2,1,-,3,-,-,-,-,-,2,1,-,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th June 2021,NET: Do not trust,15,10,4,1,-,3,5,3,-,2,5,2,2,5,1,-,4,1,1,-,-,2,3,1,1,-,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
