table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 100,How many cars are there in your household?,ONLINE Fieldwork: 15th to 17th May 2020,1,854,398,456,73,61,111,122,135,158,255,234,262,159,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,How many cars are there in your household?,ONLINE Fieldwork: 15th to 17th May 2020,2,616,350,266,66,51,118,102,117,77,136,185,175,163,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,How many cars are there in your household?,ONLINE Fieldwork: 15th to 17th May 2020,3+,193,103,90,92,83,31,12,25,25,7,79,36,53,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 129,How many cars are there in your household?,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,2119,1016,1103,261,229,328,340,383,329,478,554,596,460,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 129,How many cars are there in your household?,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,2119,1036,1083,292,253,354,328,364,305,475,576,597,430,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 129,How many cars are there in your household?,ONLINE Fieldwork: 29th to 31st May 2020,No cars in the household,445,214,231,51,49,93,93,79,60,68,78,142,41,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 129,How many cars are there in your household?,ONLINE Fieldwork: 29th to 31st May 2020,NET: Any,1674,822,852,241,203,260,235,285,245,408,498,456,389,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 129,How many cars are there in your household?,ONLINE Fieldwork: 29th to 31st May 2020,1,860,429,431,54,41,120,131,127,140,288,249,234,169,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 129,How many cars are there in your household?,ONLINE Fieldwork: 29th to 31st May 2020,2,620,302,318,108,93,112,93,123,81,103,196,167,160,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 129,How many cars are there in your household?,ONLINE Fieldwork: 29th to 31st May 2020,3+,195,91,103,79,69,29,11,34,24,16,53,54,60,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 386,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,1038,1055,264,232,340,332,333,308,516,585,546,430,532,195,78,247,150,170,165,105,217,289,243,173,61,,341,911,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 386,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,1023,1070,289,247,349,324,360,301,469,569,590,425,509,175,83*,231,171,183,150,99*,197,276,286,179,63*,,330,849,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 386,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,No cars in the household,439,199,241,62,57,79,74,86,49,90,73,124,53,189,31,18,44,47,38,28,14,27,114,51,17,12,,50,155,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 386,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Any,1654,825,829,227,191,270,251,274,253,380,497,466,372,319,143,66,187,124,145,123,85,170,163,235,162,51,,280,694,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 386,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,1,849,420,429,77,60,134,130,141,128,239,197,249,193,210,83,37,101,78,62,56,39,68,108,123,73,22,,119,335,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
