table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 130,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,
Table 130,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,
Table 130,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 7th to 9th August 2020,Washing hands regularly and thoroughly,546,251,294,56,46,83,91,112,83,119,136,147,121,140,,,,,,,,,,,,,,,,
Table 130,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 7th to 9th August 2020,Limiting your contact with other people (including family and friends),233,123,110,25,20,37,40,36,37,58,79,55,43,56,,,,,,,,,,,,,,,,
Table 130,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 7th to 9th August 2020,Maintaining social distancing,477,215,262,63,56,79,70,81,73,112,123,158,103,93,,,,,,,,,,,,,,,,
Table 130,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 7th to 9th August 2020,Wearing a face mask/ covering,276,140,136,55,46,48,33,50,38,52,67,70,54,86,,,,,,,,,,,,,,,,
Table 130,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 7th to 9th August 2020,Staying at home as much as possible,429,222,207,65,57,63,62,64,59,116,116,119,79,115,,,,,,,,,,,,,,,,
Table 130,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 7th to 9th August 2020,Work from home (if possible),106,60,46,16,14,32,23,13,10,12,45,34,12,14,,,,,,,,,,,,,,,,
Table 130,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 7th to 9th August 2020,Not touching your face when outside,53,26,27,13,12,13,9,7,6,6,10,14,18,11,,,,,,,,,,,,,,,,
Table 130,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 7th to 9th August 2020,None of these,1,-,1,-,-,-,-,1,-,-,-,1,-,-,,,,,,,,,,,,,,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 9th to 11th October 2020,Washing hands regularly and thoroughly,478,209,268,57,53,83,71,89,68,109,102,148,110,118,31,21,70,41,37,24,26,52,53,70,36,17,404,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 9th to 11th October 2020,Limiting your contact with other people (including family and friends),322,155,167,40,37,32,53,69,52,76,109,97,55,61,39,11,31,20,31,25,17,29,36,43,24,16,251,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 9th to 11th October 2020,Maintaining social distancing,434,212,222,56,48,76,69,71,66,96,127,117,87,103,31,14,45,40,35,36,21,44,52,58,44,13,368,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 9th to 11th October 2020,Wearing a face mask/ covering,371,190,181,65,50,63,57,58,45,83,108,97,80,86,27,17,37,28,33,20,15,32,68,51,36,8,321,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 9th to 11th October 2020,Staying at home as much as possible,407,214,193,58,52,55,50,61,68,114,106,96,77,127,40,13,48,35,41,29,17,33,51,54,37,10,340,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 9th to 11th October 2020,Work from home (if possible),119,59,60,15,14,33,34,17,12,8,28,48,22,21,10,3,9,9,6,20,7,13,20,14,6,2,100,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 9th to 11th October 2020,Not touching your face when outside,54,31,24,9,7,24,6,9,5,2,15,11,13,16,5,5,3,4,8,2,-,4,10,9,4,-,49,,,
Table 133,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus?  - 1st most important,ONLINE Fieldwork: 9th to 11th October 2020,None of these,4,-,4,1,1,-,-,1,-,2,1,3,-,1,-,2,-,-,1,1,-,-,-,-,1,-,4,,,
