table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 152,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2115,1003,1112,261,228,325,342,367,332,488,584,640,359,532,186,88,220,166,174,162,105,182,296,296,177,63,1761,,,
Table 152,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,2115,1034,1081,292,250,353,328,364,305,473,575,597,429,514,176,84*,234,172,185,152,100*,199,279,289,181,63*,1775,,,
Table 152,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 15th to 17th January 2021,NET: Important,1068,507,561,124,105,154,157,198,168,267,300,292,214,262,94,37,119,97,103,74,57,111,113,141,97,25,892,,,
Table 152,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 15th to 17th January 2021,1st most important,345,160,185,42,37,47,57,65,56,77,104,93,73,75,26,10,41,36,34,21,14,37,34,48,35,8,297,,,
Table 152,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 15th to 17th January 2021,2nd most important,441,205,237,44,41,53,57,77,77,133,124,122,79,117,37,19,52,35,39,35,25,47,53,50,41,9,371,,,
Table 152,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 15th to 17th January 2021,3rd most important,282,142,139,38,27,53,43,56,35,57,73,77,62,70,30,8,25,26,30,18,18,28,26,43,21,9,224,,,
Table 152,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 15th to 17th January 2021,No answer,1047,527,519,168,145,199,171,166,136,206,275,304,215,252,83,47,115,75,81,78,43,88,166,149,83,38,883,,,
Table 134,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,
Table 134,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,
Table 134,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 7th to 9th August 2020,NET: Important,807,415,392,108,93,121,124,132,126,196,222,234,155,195,,,,,,,,,,,,,,,,
Table 134,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 7th to 9th August 2020,1st most important,233,123,110,25,20,37,40,36,37,58,79,55,43,56,,,,,,,,,,,,,,,,
Table 134,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 7th to 9th August 2020,2nd most important,275,143,132,34,29,39,41,52,45,65,73,75,56,71,,,,,,,,,,,,,,,,
Table 134,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 7th to 9th August 2020,3rd most important,298,148,150,49,44,45,43,44,44,74,70,103,56,69,,,,,,,,,,,,,,,,
Table 134,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 7th to 9th August 2020,No answer,1313,622,691,185,158,233,204,233,180,279,354,364,275,320,,,,,,,,,,,,,,,,
Table 137,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,
Table 137,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,
Table 137,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 9th to 11th October 2020,NET: Important,910,460,450,107,99,128,151,167,149,208,255,262,175,218,99,35,95,76,86,71,42,82,98,115,71,39,729,,,
Table 137,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 9th to 11th October 2020,1st most important,322,155,167,40,37,32,53,69,52,76,109,97,55,61,39,11,31,20,31,25,17,29,36,43,24,16,251,,,
Table 137,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 9th to 11th October 2020,2nd most important,305,156,150,28,25,45,46,50,63,74,80,73,69,84,22,11,40,32,37,22,16,20,33,34,25,12,256,,,
Table 137,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 9th to 11th October 2020,3rd most important,282,149,133,39,36,52,52,48,34,58,66,92,51,73,38,12,23,23,19,24,10,33,30,38,21,11,222,,,
Table 137,Q13b. Which of the following do you think are the most important to do to contain the Coronavirus? Limiting your contact with other people (including family and friends),ONLINE Fieldwork: 9th to 11th October 2020,No answer,1279,610,669,195,162,237,188,210,166,283,340,355,270,314,83,52,147,103,105,86,62,124,190,184,116,26,1108,,,
