table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Sky,5,3,3,1,1,1,2,1,-,-,1,1,1,2,-,-,2,2,-,-,1,-,1,-,-,-,4,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,WhatsApp group(s),5,4,1,1,1,-,*,2,1,-,2,2,1,-,-,-,-,1,-,*,-,-,3,-,-,-,5,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,108*,55*,53*,23**,20**,21**,13**,19**,14**,18**,32**,26**,19**,31**,6**,1**,14**,15**,5**,7**,2**,11**,24**,14**,6**,3**,96*,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",5,4,*,2,2,1,-,-,-,1,1,3,-,-,-,-,-,-,-,-,-,1,*,1,-,1,3,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,WhatsApp,4,4,1,*,*,1,1,2,-,-,2,2,-,-,-,-,-,-,1,1,-,-,3,-,-,-,4,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Commercial Radio,4,2,2,1,1,1,2,1,-,-,1,2,-,2,-,-,-,2,-,1,-,1,1,-,-,-,4,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Direct from UK Government website/ email/ text/ post,4,1,3,-,-,1,2,1,-,-,1,-,1,2,-,-,1,2,-,-,-,-,1,1,-,-,4,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,"Local sources across TV, radio and online",4,2,2,1,1,1,-,1,1,1,3,1,-,-,-,-,1,1,*,-,-,-,1,1,-,-,4,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Official scientists,4,2,2,2,2,-,-,2,-,-,2,*,-,2,-,-,-,-,-,*,-,-,2,2,-,-,4,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Email,4,2,2,-,-,-,2,2,-,*,*,2,-,2,-,-,-,2,-,-,-,-,2,*,-,-,4,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,"Smart speaker (e.g. Amazon Echo, Google Home)",3,2,2,-,-,1,2,-,-,-,2,-,-,2,-,-,-,2,-,1,-,-,1,-,-,-,3,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,ITV,3,1,2,-,-,1,2,1,-,-,2,-,-,2,-,-,-,2,-,-,-,-,2,-,-,-,3,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Websites or apps that bring together news from different news providers,3,2,1,1,1,*,-,1,-,1,2,1,-,-,-,-,-,-,*,1,-,-,-,1,1,-,3,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,108*,55*,53*,23**,20**,21**,13**,19**,14**,18**,32**,26**,19**,31**,6**,1**,14**,15**,5**,7**,2**,11**,24**,14**,6**,3**,96*,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,BBC - Online/ app,3,-,3,1,-,-,2,1,-,-,1,-,-,2,-,-,-,2,-,-,-,-,1,1,-,-,3,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Celebrity and/or social media influencer,3,1,2,2,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,3,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Channel 4,3,1,2,-,-,1,2,-,-,-,1,-,-,2,-,-,-,2,-,-,-,-,1,-,-,-,3,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Direct from NHS website/ email/ text/ post,3,2,1,*,*,-,-,2,-,-,1,*,-,2,-,-,-,-,-,*,-,-,1,2,-,-,3,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,BBC - TV,3,2,1,*,*,2,-,1,-,-,2,1,-,-,-,-,-,-,*,*,-,-,2,-,-,-,3,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,BBC - Radio,2,1,1,*,*,2,-,1,-,-,2,1,-,-,-,-,-,-,-,*,-,-,2,-,-,-,2,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),2,*,2,-,-,1,2,-,-,*,1,-,-,2,-,-,-,2,-,-,-,-,-,*,-,-,2,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Community radio,2,-,2,-,-,-,2,1,-,-,1,-,-,2,-,-,-,2,-,-,-,-,1,-,-,-,2,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Direct from World Health Organisation (WHO) website/ email/ text/ post,2,2,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,2,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,“Mid-market tabloids” such as MailOnline or Express ( online ),2,-,2,-,-,-,2,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,2,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,108*,55*,53*,23**,20**,21**,13**,19**,14**,18**,32**,26**,19**,31**,6**,1**,14**,15**,5**,7**,2**,11**,24**,14**,6**,3**,96*,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,“Red-top tabloids” such as The Sun or Mirror ( online ),1,1,1,-,-,1,1,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,1,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,ITV Wales,1,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",*,-,*,-,-,-,*,-,-,-,-,-,-,*,-,-,-,-,-,-,*,-,-,-,-,-,-,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Advertising,*,*,-,-,-,-,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,*,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),*,*,-,-,-,-,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,*,-,-,*,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Other,11,3,8,-,-,4,1,2,2,3,1,2,4,5,3,-,3,2,1,-,-,1,-,-,1,1,8,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Broadcasters,10,5,4,2,1,4,2,1,-,-,4,3,1,2,-,-,2,2,*,*,1,-,3,1,-,-,8,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Non-BBC broadcasters,8,5,3,1,1,3,2,1,-,-,3,1,1,2,-,-,2,2,-,-,1,-,3,-,-,-,6,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: BBC services,5,2,4,1,*,2,2,1,-,-,3,1,-,2,-,-,-,2,*,*,-,-,2,1,-,-,5,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Newspapers (printed and online),3,1,2,-,-,1,2,-,-,*,1,-,-,2,-,-,-,2,-,-,-,-,-,1,-,-,3,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,108*,55*,53*,23**,20**,21**,13**,19**,14**,18**,32**,26**,19**,31**,6**,1**,14**,15**,5**,7**,2**,11**,24**,14**,6**,3**,96*,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Officials,8,3,5,2,2,1,2,3,-,-,3,1,1,3,-,-,1,2,-,1,-,-,2,2,-,-,8,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Social Media,68,34,34,15,15,12,9,14,10,8,21,13,10,24,5,-,7,11,2,7,*,6,17,9,1,1,62,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Facebook (Facebook and Facebook Messenger),50,26,25,5,5,11,6,14,10,5,17,13,3,18,5,-,7,6,1,6,*,4,11,6,3,1,45,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: WhatsApp (WhatsApp and WhatsApp groups),7,6,1,2,2,1,1,2,1,-,4,2,1,-,-,-,-,1,1,1,-,-,4,-,-,-,7,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Closed groups,9,7,2,1,1,2,3,2,1,-,3,3,1,2,-,-,-,3,-,1,-,-,3,-,2,-,9,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Other online news sources,8,6,2,3,3,2,*,1,-,3,3,4,-,*,-,-,-,-,*,1,*,1,*,3,1,1,6,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Family/friends/ local ppl,16,4,12,2,-,-,4,5,1,5,8,4,1,4,1,1,4,2,-,-,-,4,3,1,1,-,15,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,NET: Traditional media,15,9,5,3,2,6,3,1,1,1,6,5,1,2,-,-,2,2,*,1,1,1,4,3,-,-,13,,,
Table 103,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 12th to 14th February 2021,I don't know where the source is from,*,*,-,-,-,-,-,-,*,-,*,-,-,-,-,-,-,-,-,-,-,-,*,-,-,-,*,,,
