table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,Other,29,8,21,3,3,2,2,8,2,10,9,8,5,6,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Broadcasters,39,28,11,3,3,3,5,7,4,17,6,14,6,13,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Non-BBC broadcasters,19,14,6,3,3,3,3,3,1,6,3,9,4,4,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: BBC services,29,21,8,-,-,-,2,7,4,16,5,9,4,12,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Newspapers (printed and online),19,7,12,-,-,5,3,3,1,7,8,6,2,3,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Officials,11,6,5,1,1,1,2,3,-,4,2,4,2,3,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Social Media,133,53,80,27,22,27,22,20,20,18,38,29,30,36,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,243,108*,136,34**,29**,40*,38*,43*,33**,55*,69*,67*,52*,55*,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Facebook (Facebook and Facebook Messenger),94,37,57,12,12,20,15,16,20,11,23,24,20,28,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),4,4,-,4,2,-,-,-,-,-,-,3,1,-,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Closed groups,3,2,1,2,2,-,1,-,-,-,1,2,-,-,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Other online news sources,25,11,14,1,1,4,3,5,7,4,5,8,8,3,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Family/friends/ local ppl,34,10,24,2,2,6,7,9,3,7,7,9,9,10,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Traditional media,57,33,24,3,3,9,8,9,6,23,15,19,7,15,,,,,,,,,,,,,
Table 105,Q10i. Source of claims about about masks offering no protection or being harmful  as true,ONLINE Fieldwork: 7th to 9th August 2020,I don't know where the source is from,*,-,*,-,-,-,-,*,-,-,-,-,-,*,,,,,,,,,,,,,
