table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Mean,2.84,2.81,2.87,2.96,2.93,3.11,2.97,2.64,2.77,2.67,2.82,2.8,2.89,2.87,2.7,2.89,2.7,2.96,2.95,2.89,2.96,2.62,2.98,2.89,2.68,2.99,2.84,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,1.28,1.3,1.25,1.19,1.18,1.19,1.22,1.3,1.34,1.32,1.28,1.22,1.29,1.33,1.26,1.25,1.27,1.26,1.25,1.24,1.28,1.26,1.32,1.27,1.29,1.3,1.28,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,2144,1027,1117,266,236,330,330,370,345,503,610,572,441,521,185,82,209,158,200,159,104,209,287,289,183,79,1776,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,2144,1048,1096,296,260,358,332,369,309,481,583,605,435,521,179,85*,237,175,187,154,102*,202,283,293,183,64*,1799,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,NET: Top 2 box,679,300,379,102,89,130,105,114,85,142,180,188,131,179,58,33,59,67,67,53,28,51,98,80,65,21,572,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,5 - Very concerned,237,98,139,25,21,46,42,37,32,55,58,60,55,63,21,12,13,27,23,18,9,16,41,20,27,8,199,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,4,442,202,240,77,68,83,63,77,54,87,122,128,75,116,37,20,46,40,44,34,19,34,56,60,38,13,373,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,3,615,278,337,83,74,110,113,106,85,119,174,163,134,144,48,19,74,47,52,40,28,67,95,81,48,17,522,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,2,423,232,191,71,63,59,57,72,63,101,129,126,83,84,35,15,40,36,33,25,30,42,49,73,33,13,346,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,1 - Not at all concerned,428,238,190,39,34,60,57,77,76,119,100,127,87,114,38,18,64,26,35,36,17,42,41,60,37,14,359,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,NET: Bottom 2 box,851,470,380,110,97,119,114,149,139,220,229,254,170,198,73,33,105,61,68,61,46,84,90,133,70,27,705,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Mean,2.83,2.7,2.95,2.92,2.92,2.99,2.93,2.8,2.68,2.71,2.85,2.78,2.84,2.87,2.82,2.93,2.59,3.04,2.93,2.83,2.74,2.71,3.03,2.69,2.92,2.81,2.84,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,1.27,1.27,1.26,1.17,1.16,1.26,1.25,1.26,1.29,1.32,1.22,1.27,1.28,1.32,1.3,1.37,1.23,1.28,1.29,1.34,1.2,1.21,1.24,1.2,1.34,1.31,1.27,,,
Table 113,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,2101,1040,1061,258,227,336,346,377,310,474,646,571,407,477,179,82,217,160,173,169,103,204,295,299,158,62,1757,,,
Table 113,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,
Table 113,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Top 2 box,820,366,453,115,101,147,122,139,115,182,209,229,189,192,69,36,110,67,67,49,37,72,117,108,57,31,684,,,
Table 113,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,5 - Very concerned,300,134,167,41,37,60,42,30,46,82,70,78,69,83,26,19,34,22,25,19,15,28,48,30,18,15,244,,,
Table 113,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,4,519,233,287,74,64,86,80,109,69,101,139,151,121,110,43,17,76,45,41,30,22,44,70,78,39,16,439,,,
Table 113,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,3,630,295,335,89,77,103,107,106,88,137,154,166,133,177,44,27,62,50,50,50,32,62,87,99,57,11,544,,,
Table 113,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,2,359,195,164,49,43,59,49,64,62,75,115,122,51,71,29,10,31,30,34,27,21,32,43,49,44,9,300,,,
Table 113,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,1 - Not at all concerned,292,171,121,37,30,41,48,52,38,77,93,75,54,70,34,11,30,23,33,25,11,31,31,32,20,12,236,,,
Table 113,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Bottom 2 box,651,366,285,86,72,101,97,116,100,152,208,197,105,141,63,21,60,54,67,52,32,63,73,81,65,21,536,,,
Table 113,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Mean,3.08,2.96,3.2,3.11,3.14,3.18,3.06,3,3.08,3.08,2.96,3.06,3.23,3.12,2.99,3.27,3.23,3.07,2.96,2.94,3.09,3.03,3.22,3.09,2.95,3.19,3.09,,,
Table 113,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,1.24,1.27,1.21,1.22,1.21,1.24,1.23,1.18,1.24,1.31,1.26,1.22,1.23,1.24,1.34,1.31,1.23,1.23,1.3,1.24,1.21,1.26,1.22,1.14,1.15,1.45,1.23,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,2135,1020,1115,251,219,361,336,354,336,497,627,605,372,531,193,78,207,169,190,165,119,192,303,268,189,62,1761,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,2135,1044,1091,295,254,356,331,367,307,479,581,602,433,519,178,85*,236,174,186,153,101*,201,282,292,182,64*,1792,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,NET: Top 2 box,660,331,329,90,81,124,118,104,93,133,176,177,142,166,45,33,76,53,57,37,29,55,124,76,53,23,564,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,5 - Very concerned,258,131,128,42,40,43,45,38,32,59,74,68,48,69,23,14,29,26,17,14,10,18,55,28,17,7,219,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,4,402,201,202,48,41,81,73,66,61,74,102,109,94,97,22,19,47,27,40,23,19,37,69,48,36,17,345,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,3,671,286,385,101,86,117,103,125,85,140,159,184,152,176,51,27,74,53,57,59,30,71,73,91,64,22,569,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,2,422,209,213,62,54,61,73,65,70,90,139,132,75,76,41,14,41,34,42,33,19,42,48,65,36,7,355,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,1 - Not at all concerned,381,218,163,41,34,55,37,73,59,116,107,110,63,101,41,10,46,33,30,25,24,33,35,61,30,12,304,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,NET: Bottom 2 box,803,426,377,104,88,116,110,139,130,206,246,242,139,177,83,25,87,68,72,58,43,75,84,126,65,19,658,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Mean,2.88,2.83,2.92,2.95,3,2.99,3.05,2.81,2.79,2.73,2.82,2.82,2.97,2.91,2.69,3.15,2.88,2.87,2.85,2.8,2.71,2.83,3.22,2.72,2.86,2.99,2.9,,,
Table 127,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,1.25,1.3,1.2,1.23,1.24,1.22,1.2,1.24,1.26,1.32,1.28,1.25,1.19,1.28,1.31,1.25,1.28,1.3,1.2,1.16,1.28,1.18,1.29,1.24,1.19,1.25,1.24,,,
Table 115,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,2107,1075,1032,272,241,366,329,356,313,471,582,631,352,542,184,89,205,178,201,148,101,206,293,278,153,71,1751,48,907,741
Table 115,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,55*,906,757
Table 115,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Top 2 box,686,322,364,101,93,130,108,103,84,160,186,171,158,172,47,30,90,48,74,52,30,55,100,92,46,22,587,23,282,271
Table 115,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,5 - Very concerned,250,116,134,38,34,44,35,31,20,82,77,58,47,69,14,9,29,17,27,16,13,22,43,30,18,12,210,4,104,96
Table 115,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,4,436,206,230,63,59,86,74,72,64,78,109,113,111,104,33,21,61,32,47,36,17,33,56,62,28,10,376,19,178,175
Table 115,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,3,703,302,401,103,81,135,110,122,105,129,167,201,155,180,66,27,65,57,54,52,37,80,94,93,61,17,583,19,305,240
Table 115,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,2,377,201,176,62,56,41,63,72,63,76,105,132,71,69,40,14,38,31,32,18,16,38,39,62,41,9,313,5,176,119
Table 115,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,1 - Not at all concerned,340,205,135,24,21,46,46,65,52,107,116,90,45,90,22,13,41,35,23,29,17,26,45,42,32,15,286,8,143,127
Table 115,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Bottom 2 box,718,406,312,86,77,88,109,138,114,183,221,222,115,159,62,27,78,66,55,47,33,64,85,104,73,24,599,14,319,246
Table 115,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Mean,2.94,2.83,3.05,3.1,3.11,3.11,2.97,2.81,2.8,2.9,2.87,2.86,3.1,2.98,2.87,2.98,3,2.79,3.12,2.96,2.94,2.93,3.05,2.92,2.77,2.92,2.95,3.08,2.92,2.99
Table 115,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,1.23,1.27,1.17,1.13,1.15,1.17,1.19,1.19,1.15,1.39,1.31,1.18,1.13,1.26,1.11,1.22,1.27,1.24,1.23,1.24,1.25,1.15,1.27,1.19,1.2,1.43,1.23,1.17,1.21,1.25
Table 104,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,2164,1113,1051,292,261,355,355,316,338,508,642,610,367,545,,,,,,,,,,,,,,,,
Table 104,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2164,1058,1106,298,264,361,335,372,312,485,589,610,439,526,,,,,,,,,,,,,,,,
Table 104,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Top 2 box,787,347,440,110,98,141,117,131,107,181,189,203,211,184,,,,,,,,,,,,,,,,
Table 104,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,5 - Very concerned,299,135,164,41,35,45,42,48,45,78,69,75,80,75,,,,,,,,,,,,,,,,
Table 104,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,4,488,212,276,69,63,96,75,83,62,103,120,128,131,109,,,,,,,,,,,,,,,,
Table 104,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,3,661,292,369,80,67,101,116,122,93,148,171,201,113,176,,,,,,,,,,,,,,,,
Table 104,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,2,413,226,187,67,61,71,63,58,62,93,130,121,68,95,,,,,,,,,,,,,,,,
Table 104,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,1 - Not at all concerned,302,193,109,41,38,47,39,61,50,63,98,85,47,72,,,,,,,,,,,,,,,,
Table 104,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Bottom 2 box,716,419,297,108,99,119,102,119,112,156,228,206,115,166,,,,,,,,,,,,,,,,
Table 104,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Mean,3.03,2.88,3.18,3.01,2.98,3.05,3.05,3,2.97,3.08,2.88,2.98,3.29,3.04,,,,,,,,,,,,,,,,
Table 104,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,1.24,1.28,1.17,1.25,1.25,1.22,1.17,1.25,1.27,1.25,1.25,1.21,1.24,1.23,,,,,,,,,,,,,,,,
Table 119,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2115,1003,1112,261,228,325,342,367,332,488,584,640,359,532,186,88,220,166,174,162,105,182,296,296,177,63,1761,,,
Table 119,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,2115,1034,1081,292,250,353,328,364,305,473,575,597,429,514,176,84*,234,172,185,152,100*,199,279,289,181,63*,1775,,,
Table 119,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Top 2 box,685,329,356,106,99,129,108,116,93,133,189,187,141,168,54,26,74,47,70,48,30,57,118,92,46,21,579,,,
Table 119,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,5 - Very concerned,298,154,144,41,39,53,46,52,36,71,77,81,58,83,27,12,27,15,27,14,16,27,51,44,24,13,242,,,
Table 119,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,4,386,175,212,65,60,76,62,64,57,62,112,106,83,86,28,14,47,33,43,34,13,30,67,48,22,9,337,,,
Table 119,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,3,636,273,363,93,75,109,122,111,91,111,163,171,139,163,57,33,68,58,45,55,30,59,84,75,54,20,530,,,
Table 119,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,2,368,194,173,49,38,71,42,59,54,92,106,111,67,83,34,12,43,31,37,20,25,34,33,54,34,11,298,,,
Table 119,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,1 - Not at all concerned,427,239,188,44,38,44,56,78,67,137,118,127,82,100,32,14,48,36,33,29,16,49,44,68,46,11,368,,,
Table 119,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Bottom 2 box,794,433,361,93,77,115,98,138,121,230,223,238,150,183,65,26,92,68,70,48,41,83,77,122,80,22,665,,,
Table 119,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Mean,2.89,2.82,2.95,3.04,3.09,3.07,3,2.87,2.81,2.65,2.87,2.84,2.92,2.94,2.91,2.97,2.84,2.76,2.97,2.91,2.89,2.76,3.17,2.81,2.7,3.01,2.88,,,
Table 119,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,1.31,1.36,1.26,1.25,1.27,1.23,1.25,1.32,1.3,1.4,1.31,1.32,1.29,1.32,1.29,1.24,1.29,1.23,1.32,1.22,1.3,1.34,1.3,1.37,1.33,1.37,1.31,,,
