table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i)
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,STV,5,3,2,-,-,1,2,1,1,-,-,4,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,ITV Wales,5,1,4,3,1,-,1,2,-,-,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,2113,1031,1082,290,263,353,322,365,306,478,575,597,431,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",5,1,4,-,-,-,1,2,-,2,3,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,UTV,5,2,3,1,1,1,-,2,1,*,1,2,2,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Apple iMessage,5,4,*,2,1,-,2,1,-,-,3,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Other,9,4,5,1,1,2,2,2,3,-,2,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,None of them have made me alter my behaviour,1331,663,667,154,142,188,186,234,210,359,353,377,283,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: Broadcasters,502,240,263,84,75,88,80,84,64,102,142,152,83,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: Non-BBC broadcasters,204,102,101,30,26,36,42,29,30,38,54,64,31,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: BBC services,403,189,215,73,64,65,56,66,53,90,116,126,66,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: Newspapers (printed and online),88,47,41,11,9,11,14,19,9,23,31,21,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: Officials,245,98,147,49,42,57,41,39,31,28,68,76,41,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: Social Media,114,51,63,28,26,24,32,14,11,4,33,21,25,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: Facebook (Facebook and Facebook Messenger),72,32,40,15,15,17,22,8,5,4,19,14,14,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,2113,1031,1082,290,263,353,322,365,306,478,575,597,431,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),44,25,20,7,7,13,13,8,4,-,12,10,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: Closed groups,24,17,7,3,2,6,8,5,2,-,8,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: Other online news sources,59,21,38,11,10,15,14,12,3,4,19,12,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: Family/friends/ local ppl,97,43,53,22,17,21,12,22,8,12,23,30,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,NET: Traditional media,536,259,277,85,76,95,87,97,70,102,154,163,88,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,2081,1024,1057,255,225,348,344,366,305,463,602,569,400,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,2081,1016,1065,286,246,344,323,358,300,470,567,592,419,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,BBC - TV,312,152,159,57,52,43,46,56,49,61,91,100,68,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Direct from Government website/ email/ text/ post,143,64,79,31,29,35,26,21,17,14,51,41,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,BBC - Online/ app,107,62,46,29,29,30,15,14,15,5,35,36,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Family and friends directly,96,35,60,22,17,20,14,16,8,16,28,36,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,ITV,94,42,52,11,11,13,21,16,18,16,29,21,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Direct from NHS website/ email/ text/ post,91,50,41,24,19,22,21,14,8,2,34,21,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,BBC - Radio,67,42,25,8,8,12,17,3,14,13,26,19,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Sky,62,33,30,9,9,16,14,10,8,5,15,19,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Facebook,55,25,29,12,9,20,12,6,3,2,13,13,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,“Broadsheets” such as The Times or Guardian ( online ),35,20,16,10,9,8,9,1,2,5,14,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Websites or apps that bring together news from different news providers,32,18,14,8,6,6,11,2,3,2,12,2,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,2081,1016,1065,286,246,344,323,358,300,470,567,592,419,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Search engine (e.g. Google),31,16,16,7,6,7,10,2,3,3,9,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Channel 4,29,16,13,6,6,6,6,4,5,3,12,10,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Direct from Local council website/ email/ text/ post,28,15,14,2,2,5,7,3,5,5,13,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,YouTube,26,13,14,6,6,8,4,7,1,-,8,4,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Email,23,12,11,6,5,5,6,2,3,1,9,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Official scientists,22,14,8,2,2,8,3,4,4,1,11,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Twitter,20,10,10,10,10,4,5,1,-,1,9,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,20,11,9,4,3,7,4,2,3,*,11,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Direct from Local health service website/ email/ text/ post,20,11,9,3,3,2,3,3,6,3,5,7,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Commercial Radio,18,11,7,3,2,3,6,5,1,-,6,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,People in your local area/neighbourhood,18,4,14,4,4,8,*,1,3,1,6,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,2081,1016,1065,286,246,344,323,358,300,470,567,592,419,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",18,8,10,5,5,3,7,3,-,-,6,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Instagram,15,8,7,7,5,5,3,1,-,-,5,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Advertising,15,9,6,6,2,2,6,-,1,1,6,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,WhatsApp,15,7,8,6,4,3,4,1,-,-,5,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),12,8,3,-,-,2,3,-,1,5,4,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,“Broadsheets” such as The Times or Guardian,11,7,4,1,1,4,2,-,-,4,5,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Other,10,6,4,2,2,2,1,2,1,2,5,5,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),10,6,4,-,-,6,2,1,1,-,6,2,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Channel 5,9,4,5,2,2,3,2,1,1,*,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),9,7,2,-,-,2,5,1,*,1,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,WhatsApp group(s),8,5,3,1,1,2,4,1,-,*,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,2081,1016,1065,286,246,344,323,358,300,470,567,592,419,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,STV,8,4,5,2,2,-,-,2,4,1,-,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Podcasts,8,7,1,1,1,4,1,2,-,-,6,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Facebook messenger,7,4,4,3,3,4,-,1,-,-,4,-,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),7,5,2,-,-,4,1,1,1,-,6,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Celebrity and/or social media influencer,6,4,2,2,2,4,-,-,1,-,3,-,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,UTV,6,3,3,-,-,-,2,3,1,-,*,-,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Community radio,5,1,3,2,2,2,-,*,-,-,1,4,-,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,ITV Wales,5,3,2,1,-,-,1,-,2,-,1,3,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",4,1,3,-,-,1,2,1,-,-,1,-,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Snapchat,4,3,2,2,2,2,1,-,-,-,4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Magazines,3,3,-,1,1,2,1,-,-,-,3,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Apple iMessage,2,2,-,-,-,1,1,-,-,-,2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,2081,1016,1065,286,246,344,323,358,300,470,567,592,419,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,-,-,-,1,-,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,None of them have made me alter my behaviour,1357,655,701,138,116,196,185,243,222,373,354,391,257,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: Broadcasters,474,237,238,90,85,87,78,76,68,76,136,143,109,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: Non-BBC broadcasters,171,82,88,24,23,32,31,29,31,23,47,48,38,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: BBC services,391,199,192,81,75,67,59,63,57,64,118,121,85,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: Newspapers (printed and online),64,38,26,12,10,15,17,3,4,13,24,18,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: Officials,229,116,113,44,36,57,47,38,26,18,79,62,43,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: Social Media,80,35,45,28,25,20,19,7,3,3,22,19,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: Facebook (Facebook and Facebook Messenger),56,26,30,12,9,21,12,7,3,2,14,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),21,11,10,7,5,4,7,2,-,*,6,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: Closed groups,15,8,7,4,4,5,4,2,-,*,6,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,2081,1016,1065,286,246,344,323,358,300,470,567,592,419,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: Other online news sources,45,25,20,10,8,8,15,6,3,2,15,6,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: Family/friends/ local ppl,107,36,71,26,20,25,14,17,9,17,32,41,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 15th to 17th May 2020,NET: Traditional media,509,255,253,100,93,94,88,78,69,79,145,151,114,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,2069,990,1079,252,220,317,325,380,324,471,541,586,451,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,2072,1011,1061,285,246,343,316,360,301,468,565,590,421,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,BBC - TV,242,102,140,54,44,44,28,37,28,52,67,67,50,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,BBC - Online/ app,95,49,46,24,24,27,17,10,8,9,37,33,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Direct from UK Government website/ email/ text/ post,87,42,45,14,9,24,17,12,11,9,29,21,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Family and friends directly,84,40,45,24,20,15,14,11,6,14,21,24,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Direct from NHS website/ email/ text/ post,69,37,33,20,15,14,10,11,7,6,22,18,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
