table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i)
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Unweighted base,2097,1007,1090,265,234,334,342,377,314,465,599,509,444,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Weighted base,2099,1027,1072,292,256,346,325,360,302,474,572,595,424,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,BBC - TV,417,187,231,60,48,57,58,83,60,99,116,123,85,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Direct from Government website/ email/ text/ post,233,107,126,47,40,41,44,36,25,39,70,69,43,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Direct from NHS website/ email/ text/ post,162,76,86,37,28,28,29,28,13,27,49,47,27,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,ITV,129,52,77,13,12,11,22,30,19,34,32,31,25,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Family and friends directly,124,49,75,32,22,19,20,19,10,25,38,36,21,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,BBC - Online/ app,115,52,63,25,23,25,22,20,10,14,44,39,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Sky,96,52,44,11,9,14,21,25,11,13,20,28,25,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Newspapers (online),93,49,44,13,11,7,18,23,11,21,30,25,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,BBC - Radio,72,40,32,5,5,10,8,18,9,22,27,21,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,70,37,33,23,23,16,11,9,4,7,23,18,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Facebook,69,35,35,15,15,14,17,8,5,10,19,11,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Weighted base,2099,1027,1072,292,256,346,325,360,302,474,572,595,424,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Official scientists,54,33,21,5,5,7,14,6,7,14,15,24,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Channel 4,49,26,23,6,6,5,8,11,7,12,15,15,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Search engine (e.g. Google),45,17,28,14,10,12,10,1,4,4,9,12,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Newspapers (printed),44,31,13,5,5,1,5,10,2,21,7,18,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,YouTube,41,29,12,10,10,11,14,3,2,1,15,10,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Websites or apps that bring together news from different news providers,40,21,19,5,5,6,12,8,6,3,10,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Twitter,37,16,21,13,13,6,7,8,2,1,13,11,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Direct from Local health service website/ email/ text/ post,35,14,21,9,8,1,4,7,7,7,7,9,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Direct from Local council website/ email/ text/ post,32,16,17,3,3,3,6,4,4,13,9,9,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Email,31,18,13,8,8,3,6,5,2,8,11,9,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Commercial Radio,27,18,9,3,3,3,7,5,6,4,6,5,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Channel 5,23,14,8,4,4,3,5,3,1,6,6,8,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Weighted base,2099,1027,1072,292,256,346,325,360,302,474,572,595,424,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Instagram,21,12,8,15,14,2,2,1,-,-,12,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,People in your local area/neighbourhood,18,8,10,7,7,2,2,4,1,2,7,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Advertising,18,8,10,7,7,1,2,-,4,3,3,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,WhatsApp,15,7,8,5,5,1,6,1,-,2,9,-,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,WhatsApp group(s),15,7,8,4,4,2,3,1,1,4,5,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",13,6,7,1,1,-,9,1,1,1,5,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,UTV,12,7,5,-,-,-,3,2,1,6,1,6,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,STV,11,6,4,1,1,1,*,2,-,6,1,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Snapchat,11,3,7,7,7,3,1,-,-,1,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Facebook messenger,8,6,2,4,4,2,2,1,-,-,4,1,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Podcasts,7,4,4,1,1,2,1,2,-,1,4,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Apple iMessage,6,4,3,2,2,1,3,-,-,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Weighted base,2099,1027,1072,292,256,346,325,360,302,474,572,595,424,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",6,5,1,1,1,1,2,2,-,-,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",5,5,-,1,1,1,2,2,-,-,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,ITV Wales,5,3,2,-,-,1,2,-,-,2,-,-,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Other,16,9,7,-,-,-,2,5,4,5,5,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,None of them have made me alter my behaviour,1167,578,589,121,108,178,163,206,187,312,316,319,242,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: Broadcasters,591,268,323,84,72,97,98,109,81,124,161,180,117,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: Non-BBC broadcasters,236,105,131,27,25,28,47,46,31,56,52,65,57,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: BBC services,496,225,271,72,60,80,71,96,68,107,143,150,95,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: Newspapers (printed and online),120,70,51,15,13,8,21,27,12,37,35,34,22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: Officials,355,170,185,75,66,58,62,56,40,63,102,106,68,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: Social Media,120,58,63,37,36,22,25,16,8,13,40,29,22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,Weighted base,2099,1027,1072,292,256,346,325,360,302,474,572,595,424,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: Facebook (Facebook and Facebook Messenger),72,36,36,16,16,15,17,8,5,10,19,12,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),25,11,14,7,7,3,8,1,1,5,12,3,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: Closed groups,23,11,11,7,7,3,5,1,1,5,7,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: Other online news sources,52,28,25,5,5,8,20,10,7,3,14,15,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: Family/friends/ local ppl,128,52,77,32,23,20,20,20,11,26,40,36,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 9th to 13th April 2020,NET: Traditional media,642,299,343,92,80,103,108,118,88,133,172,196,125,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Unweighted base,2108,1088,1020,293,262,333,341,367,309,465,623,632,305,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,2113,1031,1082,290,263,353,322,365,306,478,575,597,431,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,BBC - TV,323,149,174,52,44,50,42,56,45,79,88,105,52,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Direct from Government website/ email/ text/ post,145,48,97,37,29,33,19,25,19,12,38,39,29,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Direct from NHS website/ email/ text/ post,116,47,69,25,21,25,18,21,14,14,26,41,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,ITV,116,59,56,18,16,17,18,13,22,28,28,36,18,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,BBC - Online/ app,112,52,61,35,30,20,16,19,10,12,38,33,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Family and friends directly,93,42,51,20,16,21,12,21,7,12,20,30,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Facebook,71,31,40,15,15,16,22,8,5,4,19,13,14,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Sky,70,36,34,13,11,13,16,14,8,6,22,22,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,BBC - Radio,68,34,34,15,14,10,10,8,8,18,25,22,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Newspapers (online),61,31,30,9,7,9,13,14,7,9,23,17,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Channel 4,54,21,34,11,9,7,17,4,6,10,23,14,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Official scientists,48,25,24,9,9,8,9,5,5,11,12,20,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,2113,1031,1082,290,263,353,322,365,306,478,575,597,431,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Search engine (e.g. Google),45,26,19,7,6,12,8,14,5,*,14,11,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Websites or apps that bring together news from different news providers,44,15,29,8,7,11,11,9,2,1,12,11,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,38,14,24,16,14,8,10,2,1,1,20,7,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,YouTube,37,22,15,8,7,7,10,6,4,2,14,4,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Newspapers (printed),34,21,13,2,2,4,3,8,2,15,11,5,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,WhatsApp,32,16,16,5,5,10,8,6,3,-,7,6,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Twitter,32,19,13,8,7,7,8,3,6,-,14,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Direct from Local health service website/ email/ text/ post,31,10,21,4,3,4,4,8,8,3,5,9,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Direct from Local council website/ email/ text/ post,29,12,16,6,5,3,6,4,6,3,9,7,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Commercial Radio,24,12,12,1,1,6,8,7,2,-,2,15,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,WhatsApp group(s),18,12,6,1,1,5,6,3,2,-,7,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,2113,1031,1082,290,263,353,322,365,306,478,575,597,431,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Channel 5,17,10,7,1,-,2,9,2,3,*,3,8,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",17,8,8,4,4,4,5,1,1,2,9,*,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,People in your local area/neighbourhood,14,7,7,3,1,1,3,3,3,1,7,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Email,13,8,6,3,1,4,2,3,2,-,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Instagram,12,5,7,4,3,3,3,1,-,-,6,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Podcasts,11,8,3,1,1,4,2,3,1,-,4,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Advertising,10,4,6,2,2,2,3,4,-,-,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Facebook messenger,8,5,3,-,-,2,4,*,1,-,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,Snapchat,8,4,4,6,6,-,1,-,-,-,6,-,*,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 17th to 19th April 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",7,5,2,1,1,4,2,-,-,-,3,-,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
