table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 2,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 29th to 31st May 2020,5-9 times a day,448,247,200,63,58,70,72,75,53,115,132,109,94,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 2,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 29th to 31st May 2020,2-4 times a day,758,336,422,84,70,117,105,124,120,209,197,221,155,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 2,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 29th to 31st May 2020,About once a day,364,156,208,51,43,62,60,70,53,67,89,109,64,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 2,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 29th to 31st May 2020,A few times a week,120,52,69,26,19,26,19,22,14,13,25,38,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 2,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 29th to 31st May 2020,Less than a few times a week,49,19,30,6,5,15,10,10,6,3,7,13,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 2,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 29th to 31st May 2020,Never - not following the coronavirus outbreak,33,17,16,5,5,7,9,4,4,4,8,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,1038,1055,264,232,340,332,333,308,516,585,546,430,532,195,78,247,150,170,165,105,217,289,243,173,61,,341,911,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,1023,1070,289,247,349,324,360,301,469,569,590,425,509,175,83*,231,171,183,150,99*,197,276,286,179,63*,,330,849,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: At least once a day,1913,949,964,252,220,310,285,330,291,445,538,536,379,460,165,80,209,153,162,136,95,180,248,254,171,59,,304,769,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,20 times or more a day,178,112,65,15,14,34,28,33,32,37,44,45,49,40,23,8,21,11,14,13,10,16,27,22,8,4,,37,66,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,10-19 times a day,232,125,107,32,29,39,37,35,43,46,80,74,36,42,24,12,28,11,15,14,12,17,38,25,28,6,,39,102,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,5-9 times a day,473,255,219,60,52,74,73,73,66,128,165,115,87,107,36,27,53,33,36,36,21,51,66,62,41,11,,86,184,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,2-4 times a day,720,332,388,101,89,104,93,129,108,185,182,215,136,187,56,24,64,76,76,41,33,67,76,105,74,30,,99,274,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,About once a day,309,124,185,44,37,59,55,60,42,50,67,87,72,84,26,9,43,22,22,33,19,28,41,40,20,8,,43,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,A few times a week,103,32,71,28,21,22,19,16,6,13,22,31,24,27,7,3,12,12,14,4,3,10,17,12,4,3,,16,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Less than a few times a week,56,30,26,6,3,13,11,14,2,9,6,18,17,15,1,-,7,3,4,7,1,6,8,15,4,1,,9,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Never - not following the coronavirus outbreak,21,13,9,3,3,4,8,-,3,2,4,4,6,7,2,-,3,2,2,3,1,1,4,6,-,-,,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 5,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1021,1578,636,720,808,178,613,163,163,562,625,1859,35,687,244,99,834,656,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 5,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 5,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: At least once a day,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652,981,1474,604,698,765,162,581,152,157,531,583,1745,28,646,224,92,766,614,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 5,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,20 times or more a day,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,107,127,66,86,112,30,85,37,40,65,71,162,7,41,7,9,95,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 5,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,10-19 times a day,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,136,190,110,124,122,27,86,27,31,82,93,223,1,68,29,12,107,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 5,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,5-9 times a day,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,281,389,168,204,211,37,159,51,41,161,176,441,9,170,65,21,207,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 5,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,2-4 times a day,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,346,566,194,212,243,57,187,31,33,175,182,651,10,266,86,32,265,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 5,Q2. Frequency of getting info/news about Coronavirus outbreak in last week,ONLINE Fieldwork: 22nd to 24th May 2020,About once a day,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,111,202,66,72,78,11,65,5,12,48,61,268,2,100,35,18,92,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
