table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i)
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 7th to 10th May 2020,Standard deviation Standard error,0.86,0.85,0.87,0.91,0.87,0.91,0.86,0.87,0.77,0.69,0.89,0.86,0.84,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,2077,1029,1048,263,232,326,322,342,325,499,542,614,387,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,2077,1018,1059,286,251,347,321,353,302,468,571,587,420,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 24th to 26th April 2020,NET: More,391,197,194,79,76,83,66,66,52,44,127,85,82,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 24th to 26th April 2020,A lot more          (+3),113,49,64,28,28,26,16,20,11,12,37,22,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 24th to 26th April 2020,A little more       (+2),278,148,130,51,48,56,51,46,41,33,90,63,57,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 24th to 26th April 2020,About the same      (+1),652,364,288,93,80,139,125,116,84,95,181,183,139,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 24th to 26th April 2020,Don't use            (0),1034,457,578,114,94,125,129,171,166,329,263,319,199,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 24th to 26th April 2020,Mean,0.74,0.79,0.7,0.98,1.04,0.96,0.85,0.76,0.66,0.42,0.83,0.64,0.78,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 24th to 26th April 2020,Standard deviation Standard error,0.89,0.86,0.9,0.99,1.01,0.91,0.86,0.89,0.84,0.73,0.92,0.82,0.89,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,2095,1001,1094,219,187,334,383,409,312,438,610,604,420,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,2096,1026,1071,290,249,348,320,362,304,473,573,593,428,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 5th to 7th June 2020,NET: More,385,189,196,92,80,74,67,69,46,38,125,106,67,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 5th to 7th June 2020,A lot more          (+3),92,50,42,21,20,13,21,16,13,8,32,22,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 5th to 7th June 2020,A little more       (+2),293,139,154,70,60,60,46,53,33,30,93,84,53,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 5th to 7th June 2020,About the same      (+1),709,375,333,95,87,140,146,117,91,119,180,217,153,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 5th to 7th June 2020,Don't use            (0),1003,461,542,104,82,134,106,176,166,316,268,270,209,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 5th to 7th June 2020,Mean,0.75,0.78,0.72,1.03,1.07,0.86,0.94,0.75,0.65,0.43,0.81,0.76,0.7,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,0.86,0.86,0.85,0.95,0.94,0.83,0.86,0.86,0.84,0.69,0.9,0.83,0.81,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 1st to 3rd May 2020,Unweighted base,2121,1026,1095,265,233,315,327,388,321,505,677,622,328,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,2116,1034,1082,294,257,354,323,365,301,479,582,602,424,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 1st to 3rd May 2020,NET: More,388,192,196,52,52,102,72,61,49,51,126,97,84,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 1st to 3rd May 2020,A lot more          (+3),117,55,62,19,19,38,21,17,8,14,35,23,37,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 1st to 3rd May 2020,A little more       (+2),271,137,134,33,33,64,51,44,41,37,91,74,47,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 1st to 3rd May 2020,About the same      (+1),730,393,337,120,108,146,147,128,88,101,223,195,153,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 1st to 3rd May 2020,Don't use            (0),998,449,550,122,97,106,104,176,164,327,233,310,187,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 1st to 3rd May 2020,Mean,0.77,0.81,0.73,0.83,0.9,1.1,0.96,0.73,0.65,0.45,0.88,0.68,0.85,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 1st to 3rd May 2020,Standard deviation Standard error,0.88,0.86,0.89,0.87,0.89,0.95,0.86,0.85,0.82,0.76,0.89,0.83,0.94,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,2085,1032,1053,270,236,346,324,335,323,487,602,583,373,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2085,1020,1065,284,245,352,321,355,298,474,571,590,418,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 12th to 15th June 2020,NET: More,353,191,163,74,67,80,69,55,38,37,123,93,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 12th to 15th June 2020,A lot more          (+3),88,51,37,17,13,24,18,14,11,5,31,18,21,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 12th to 15th June 2020,A little more       (+2),265,140,125,57,54,56,51,41,27,32,92,75,48,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 12th to 15th June 2020,About the same      (+1),746,413,333,101,91,172,137,145,100,91,201,220,159,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 12th to 15th June 2020,Don't use            (0),986,416,569,109,86,100,115,155,160,347,248,277,191,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 12th to 15th June 2020,Mean,0.74,0.83,0.65,0.94,0.97,1.01,0.91,0.76,0.63,0.36,0.84,0.72,0.76,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,0.84,0.85,0.82,0.9,0.89,0.85,0.86,0.81,0.8,0.65,0.89,0.8,0.84,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 27th to 29th March 2020,Unweighted base,2226,1083,1143,,,,,,,,802,620,310,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,390,365,392,371,499
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 27th to 29th March 2020,Weighted base,2224,1085,1139,,,,,,,,609,627,452,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,384,354,395,329,516
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 27th to 29th March 2020,NET: More,606,269,337,,,,,,,,178,151,118,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,136,131,97,63,77
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 27th to 29th March 2020,A lot more          (+3),204,69,136,,,,,,,,58,43,35,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,48,43,33,18,15
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 27th to 29th March 2020,A little more       (+2),402,200,202,,,,,,,,120,108,83,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,88,88,64,44,62
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 27th to 29th March 2020,About the same      (+1),681,381,300,,,,,,,,192,195,126,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,124,136,141,100,125
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 27th to 29th March 2020,Don't use            (0),936,435,502,,,,,,,,240,282,208,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,123,87,157,166,314
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 27th to 29th March 2020,Mean,0.94,0.91,0.98,,,,,,,,0.99,0.86,0.88,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.16,1.24,0.93,0.74,0.57
Table 24,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 27th to 29th March 2020,Standard deviation Standard error,0.98,0.91,1.05,,,,,,,,0.99,0.94,0.97,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,1.01,0.96,0.94,0.89,0.81
Table 30,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,2134,1099,1035,285,254,351,345,312,336,505,639,601,363,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 30,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2140,1049,1092,292,257,359,328,369,310,482,586,603,435,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 30,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 19th to 21st June 2020,NET: More,306,149,157,70,67,69,54,44,31,39,83,81,93,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 30,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 19th to 21st June 2020,A lot more          (+3),81,46,35,21,20,19,13,13,8,7,22,18,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 30,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 19th to 21st June 2020,A little more       (+2),225,104,121,48,47,49,41,32,23,31,61,62,64,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 30,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 19th to 21st June 2020,About the same      (+1),778,449,330,105,96,172,158,125,103,115,242,205,143,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 30,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 19th to 21st June 2020,Don't use            (0),1056,451,605,118,95,118,116,200,177,328,261,318,200,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 30,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 19th to 21st June 2020,Mean,0.69,0.76,0.62,0.91,0.97,0.92,0.85,0.61,0.56,0.41,0.73,0.64,0.82,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 30,Q4c. Use of types of media organisations: Media organisations from other countries,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,0.81,0.8,0.81,0.92,0.93,0.82,0.78,0.78,0.74,0.68,0.79,0.79,0.91,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
