table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 225,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
Table 225,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,-,*,2,*,-,5,*,3,1,8,2,8,7,8,8,-,,,,,,,,,
Table 225,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3.81,3.38,4.14,3.39,3.55,4.42,3.33,3.79,3.25,4.05,3.53,3.89,3.5,3.54,3.51,3.52,-,,,,,,,,,
Table 225,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.92,0.52,0.86,0.75,0.88,0.86,0.87,0.68,0.71,0.84,0.86,0.95,0.84,0.84,0.85,0.84,-,,,,,,,,,
Table 61,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 3rd to 5th April 2020,Unweighted base,59,34,25,7,6,13,14,9,7,9,14,19,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 3rd to 5th April 2020,Weighted base,57*,32*,26**,6**,5**,14**,13**,10**,6**,8**,16**,18**,15**,9**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 3rd to 5th April 2020,NET: Trust,30,19,11,4,4,5,7,5,3,6,7,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 3rd to 5th April 2020,5 - Trust completely,4,1,3,-,-,-,1,1,2,-,-,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 3rd to 5th April 2020,4,26,18,8,4,4,5,6,4,1,6,7,8,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 3rd to 5th April 2020,3,20,9,11,2,1,6,5,5,2,1,5,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 3rd to 5th April 2020,2,6,3,2,-,-,2,1,1,2,1,4,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 3rd to 5th April 2020,1 - Do not trust at all,2,-,2,-,-,2,-,-,-,-,-,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 3rd to 5th April 2020,NET: Do not trust,7,3,4,-,-,3,1,1,2,1,4,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 3rd to 5th April 2020,Mean,3.43,3.53,3.31,3.68,3.85,3.02,3.59,3.49,3.5,3.55,3.14,3.33,3.69,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 3rd to 5th April 2020,Standard deviation Standard error,0.87,0.74,1,0.51,0.4,1.01,0.73,0.75,1.25,0.81,0.85,1.02,0.76,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 69,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 7th to 10th May 2020,Unweighted base,68,44,24,7,7,13,18,8,11,11,32,14,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 69,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,70*,47*,23**,6**,6**,11**,24**,8**,11**,10**,25*,15**,18**,12**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 69,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 7th to 10th May 2020,NET: Trust,34,21,13,4,4,5,14,5,3,3,12,5,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 69,"Q5. Trust in the sources for information/news about Coronavirus used in last week: Smart speaker (e.g. Amazon Echo, Google Home)",ONLINE Fieldwork: 7th to 10th May 2020,5 - Trust completely,12,9,3,-,-,2,5,3,1,1,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
