table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2071,981,1090,257,225,314,329,363,328,480,578,630,348,515,182,88,216,161,170,158,105,175,292,291,170,63,1721,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,2073,1014,1059,288,247,343,315,360,301,466,569,585,419,499,171,84*,230,168,181,148,100*,192,276,285,173,63*,1738,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,NET: Any,1303,640,663,206,185,235,197,227,172,267,391,381,244,288,100,46,144,99,116,96,58,113,198,183,108,43,1102,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,Empty hospitals shown via social media posts as evidence that the Coronavirus has been exaggerated,614,283,331,77,72,111,79,115,90,142,195,180,109,131,34,20,61,41,72,44,32,58,75,99,58,19,528,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,Face masks/coverings offer no protection or are harmful,564,274,290,98,89,110,87,98,75,96,149,178,107,129,49,27,55,40,46,43,26,50,75,87,46,20,468,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,The Coronavirus vaccine is a cover for a plan to implant trackable microchips into people,520,250,270,85,71,87,83,81,68,116,169,141,87,123,34,9,61,40,56,37,23,54,73,79,40,15,448,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,The number of deaths linked to Coronavirus is much lower in reality than is being reported,513,245,268,85,79,96,74,107,66,86,139,141,110,123,46,23,53,44,44,41,24,38,66,76,37,20,423,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,The number of cases linked to Coronavirus is much lower in reality than is being reported,440,221,219,61,58,80,69,93,58,79,137,132,69,102,40,19,31,36,42,37,20,31,61,73,32,18,362,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,The flu alone is killing more people than Coronavirus,433,192,241,87,78,68,78,70,60,70,131,125,83,95,36,15,46,35,47,32,18,39,52,56,41,15,364,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,Flu and Coronavirus statistics are being combined to make Coronavirus look more harmful than it is,335,176,160,59,57,58,49,64,55,51,97,92,67,80,24,14,29,29,30,32,15,34,42,49,22,15,281,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,The Coronavirus vaccine will alter human DNA,330,174,155,57,51,58,49,53,41,72,110,87,69,63,22,11,25,26,34,23,21,30,59,50,18,10,276,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,The origin or cause of Coronavirus is in some way linked to 5G technology,319,159,160,56,50,69,49,45,33,68,92,83,74,70,21,5,36,31,33,14,17,31,57,42,24,7,274,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,The common cold can produce a positive Coronavirus test,203,99,104,38,35,42,42,33,25,23,59,50,45,49,12,13,16,18,15,18,9,18,31,31,13,8,174,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,Inhaling steam helps to treat or eliminate Coronavirus,110,66,44,27,26,25,21,10,13,14,40,31,22,18,5,-,11,6,9,9,6,13,36,10,4,2,97,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,Other,59,27,32,5,4,3,10,8,14,19,16,22,9,13,5,-,3,7,10,6,1,8,6,5,7,1,52,,,
Table 99,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 15th to 17th January 2021,None of these,769,374,396,82,62,109,118,133,129,198,178,205,175,211,71,38,86,70,65,52,42,79,78,103,65,20,636,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,2056,995,1061,258,227,282,312,376,335,493,608,624,307,517,170,81,200,156,177,161,112,192,302,299,143,63,1711,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,2056,1009,1047,280,238,337,317,354,302,467,566,584,413,493,167,78*,229,168,178,147,99*,197,272,284,176,61*,1729,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,NET: Any,1244,608,636,178,162,225,197,186,183,275,348,357,260,279,92,46,143,106,102,89,49,125,174,173,106,39,1063,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,The number of deaths linked to Coronavirus is much lower in reality than is being reported,437,206,231,62,57,84,74,72,59,86,134,114,87,102,37,14,48,37,38,34,20,42,60,65,27,15,365,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,Face masks/coverings offer no protection or are harmful,418,195,223,72,67,61,67,69,63,87,106,107,101,104,38,10,49,35,31,32,25,37,60,49,34,17,338,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,The flu alone is killing more people than Coronavirus,387,173,215,61,59,59,71,57,51,88,108,93,99,86,31,12,46,39,31,27,15,27,58,58,27,17,325,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,The Coronavirus vaccine is a cover for a plan to implant trackable microchips into people,353,155,198,55,50,64,45,46,50,94,111,81,68,93,31,25,40,27,23,26,10,36,50,56,21,6,305,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,The number of cases linked to Coronavirus is much lower in reality than is being reported,351,166,185,55,51,63,61,52,54,67,107,95,70,78,17,10,45,31,28,23,21,35,60,42,31,7,305,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,Empty hospitals shown via social media posts as evidence that the Coronavirus has been exaggerated,350,154,196,45,44,60,56,53,58,78,93,101,75,81,25,14,42,37,24,21,11,32,48,51,30,14,300,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,The Coronavirus vaccine may reduce fertility,339,144,195,56,52,71,52,48,41,69,102,96,64,77,34,12,47,30,22,24,12,33,52,43,26,5,288,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,Flu and Coronavirus statistics are being combined to make Coronavirus look more harmful than it is,313,153,159,44,40,56,52,60,42,59,90,78,54,90,30,11,29,31,21,23,13,23,41,53,23,14,256,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,The Coronavirus vaccine will alter human DNA,311,151,159,47,43,53,56,51,41,63,100,68,56,86,26,6,36,33,23,28,8,34,46,41,19,11,266,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,The origin or cause of Coronavirus is in some way linked to 5G technology,290,149,140,55,50,67,29,47,36,55,101,72,50,67,28,8,30,32,11,16,9,21,63,37,25,9,243,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,The Coronavirus vaccine has animal products in them,257,123,134,24,21,38,36,45,35,79,77,67,55,57,29,13,32,27,18,19,6,29,33,28,16,6,216,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,Inhaling steam helps to treat or eliminate Coronavirus,202,97,105,22,21,16,21,26,38,79,73,56,31,42,21,7,15,13,14,19,5,24,36,28,17,3,174,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,Other,42,27,15,4,2,2,3,11,8,15,7,17,10,8,4,1,4,5,4,7,*,4,4,4,4,1,38,,,
Table 100,Q10. Whether they came across claims about Coronavirus that could be considered as false or misleading in the last week,ONLINE Fieldwork: 12th to 14th February 2021,None of these,813,402,411,101,76,112,120,168,119,192,218,227,153,214,74,32,86,62,75,59,51,73,97,111,71,21,666,,,
