table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,1.28,1.35,1.19,1.33,1.33,1.23,1.27,1.26,1.25,1.23,1.31,1.28,1.23,1.27,1.17,1.32,1.27,1.27,1.35,1.3,1.28,1.12,1.33,1.31,1.3,1.09,1.29,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,2100,1015,1085,267,236,294,323,383,336,497,613,633,319,535,176,86,203,160,183,166,113,193,307,302,145,66,1745,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,2100,1027,1073,290,248,351,325,361,302,471,571,592,426,510,175,84*,232,171,183,151,100*,198,277,287,179,63*,1762,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th February 2021,NET: Agree,385,225,160,66,59,86,77,67,43,46,126,98,66,95,27,9,40,33,33,19,19,54,64,45,29,14,325,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th February 2021,Strongly agree      (+2),95,56,39,17,16,17,22,25,9,5,38,23,6,28,6,*,14,7,8,6,4,6,27,8,7,2,83,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th February 2021,Slightly agree      (+1),290,169,121,49,43,69,55,43,34,40,88,75,60,67,21,8,26,27,25,13,15,48,36,37,22,12,242,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th February 2021,Neither agree nor    (0) disagree,339,172,167,63,53,65,54,63,42,52,80,91,75,93,28,16,37,32,18,27,24,32,50,38,31,4,282,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th February 2021,Slightly disagree   (-1),398,191,208,62,55,75,68,74,47,72,102,128,83,84,39,12,48,26,29,42,14,25,48,55,47,14,331,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th February 2021,Strongly disagree   (-2),977,439,538,99,82,125,126,157,170,301,263,275,202,238,80,47,107,81,103,63,42,87,115,150,73,31,824,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th February 2021,NET: Disagree,1376,630,746,160,136,200,194,231,217,374,365,403,285,322,119,58,155,106,132,104,56,111,163,204,120,45,1155,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th February 2021,Mean,,,-1.01,,,,,,,-1.33,-0.81,-0.94,-0.97,-0.85,-0.94,-1.15,-0.9,-0.86,-1.06,-0.94,,,,-1.05,-0.88,-0.97,,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,1.26,1.3,1.2,1.27,1.28,1.28,1.32,1.29,1.19,1.04,1.34,1.21,1.16,1.29,1.2,1.09,1.27,1.27,1.27,1.15,1.26,1.33,1.38,1.19,1.18,1.26,1.26,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 7th to 9th August 2020,NET: Agree,369,205,164,77,64,70,56,56,55,55,102,93,76,98,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 7th to 9th August 2020,Strongly agree      (+2),95,50,45,15,13,19,15,15,18,13,21,27,19,28,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 7th to 9th August 2020,Slightly agree      (+1),275,156,119,63,51,50,41,41,37,42,82,65,57,70,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 7th to 9th August 2020,Neither agree nor    (0) disagree,323,170,153,55,46,73,57,59,33,45,91,86,78,68,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 7th to 9th August 2020,Slightly disagree   (-1),396,204,192,72,65,69,62,77,43,74,123,119,68,86,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 7th to 9th August 2020,Strongly disagree   (-2),1032,458,574,88,75,142,154,173,174,302,260,301,208,263,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 7th to 9th August 2020,NET: Disagree,1428,662,766,160,140,211,215,249,217,375,383,419,276,349,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 7th to 9th August 2020,Mean,,,-1.04,,,,,,,-1.28,-0.9,-1,-0.91,-0.94,,,,,,,,,,,,,,,,
Table 23,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,1.25,1.27,1.22,1.26,1.26,1.27,1.25,1.2,1.31,1.12,1.22,1.22,1.26,1.3,,,,,,,,,,,,,,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 9th to 11th October 2020,NET: Agree,389,223,166,73,64,91,74,63,38,49,133,103,69,84,33,10,51,33,33,28,17,32,67,50,26,10,328,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 9th to 11th October 2020,Strongly agree      (+2),92,61,31,18,16,18,17,13,13,13,34,23,13,22,7,-,12,7,7,10,4,6,21,6,8,3,77,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 9th to 11th October 2020,Slightly agree      (+1),297,162,135,55,47,73,58,51,24,36,99,80,56,62,26,10,39,26,26,17,12,25,46,44,18,7,251,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 9th to 11th October 2020,Neither agree nor    (0) disagree,345,173,172,54,48,82,66,57,40,47,79,97,67,102,30,16,31,19,34,25,16,36,51,37,43,7,292,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 9th to 11th October 2020,Slightly disagree   (-1),398,190,208,69,56,62,62,69,56,80,90,117,98,92,25,20,48,31,39,23,24,40,44,52,43,8,341,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 9th to 11th October 2020,Strongly disagree   (-2),1057,484,573,105,94,130,137,188,182,315,293,300,210,254,94,41,113,96,84,81,47,98,127,160,75,40,875,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 9th to 11th October 2020,NET: Disagree,1455,674,781,175,150,192,199,257,238,395,384,417,308,346,119,61,160,127,123,105,71,138,171,212,118,48,1217,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 9th to 11th October 2020,Mean,,,-1.03,,,,,,-1.17,-1.32,-0.86,-0.96,-0.98,-0.93,-0.94,-1.07,-0.87,-1.03,-0.87,-0.95,-0.94,-0.96,,-1.06,-0.85,-1.15,-0.92,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,1.25,1.3,1.18,1.29,1.3,1.29,1.28,1.22,1.17,1.08,1.33,1.22,1.18,1.23,1.27,1.05,1.29,1.25,1.23,1.31,1.21,1.19,1.36,1.19,1.18,1.25,1.25,,,
