table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 5th to 11th April 2021,Mean,,,-0.94,,,,,,,-1.27,,,-0.81,-0.98,-0.74,-0.9,-0.84,-0.71,-0.76,-0.84,-0.86,-0.91,,-0.82,-0.85,-1.05,-0.79,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,1.3,1.36,1.23,1.3,1.31,1.29,1.29,1.34,1.24,1.13,1.35,1.29,1.35,1.19,1.31,1.29,1.29,1.4,1.33,1.26,1.23,1.23,1.37,1.3,1.26,1.23,1.31,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,2144,1027,1117,266,236,330,330,370,345,503,610,572,441,521,185,82,209,158,200,159,104,209,287,289,183,79,1776,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,2144,1048,1096,296,260,358,332,369,309,481,583,605,435,521,179,85*,237,175,187,154,102*,202,283,293,183,64*,1799,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th March 2021,NET: Agree,428,244,185,89,80,84,64,68,55,67,124,116,84,104,36,19,45,29,39,31,29,39,61,50,34,16,348,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th March 2021,Strongly agree      (+2),127,86,41,23,21,28,21,15,23,17,35,42,19,32,13,10,12,9,15,7,7,12,18,11,8,4,102,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th March 2021,Slightly agree      (+1),301,158,143,66,59,56,43,53,32,51,89,74,66,73,23,9,33,19,24,24,21,27,43,39,27,12,245,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th March 2021,Neither agree nor    (0) disagree,278,136,142,58,52,57,41,42,37,43,72,75,56,76,22,8,33,30,23,22,10,18,39,46,24,4,243,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th March 2021,Slightly disagree   (-1),445,219,226,65,57,78,76,81,60,85,140,120,80,106,37,22,37,45,31,33,25,49,64,54,39,8,376,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th March 2021,Strongly disagree   (-2),993,449,544,85,71,138,151,178,157,285,248,294,215,235,85,37,122,71,94,68,39,94,119,143,86,37,833,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th March 2021,NET: Disagree,1438,669,769,149,128,216,227,259,217,370,388,414,295,341,121,59,159,116,125,101,63,144,183,197,125,45,1209,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th March 2021,Mean,,,-0.99,,,,,,,-1.19,-0.82,-0.91,-0.94,-0.84,-0.87,-0.79,-0.94,-0.85,-0.89,-0.85,-0.64,-0.93,-0.79,-0.95,-0.92,-0.96,-0.88,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,1.29,1.36,1.22,1.32,1.31,1.33,1.29,1.24,1.31,1.18,1.29,1.31,1.27,1.3,1.33,1.39,1.3,1.22,1.36,1.26,1.37,1.28,1.31,1.24,1.25,1.4,1.28,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,2101,1040,1061,258,227,336,346,377,310,474,646,571,407,477,179,82,217,160,173,169,103,204,295,299,158,62,1757,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 6th to 8th November 2020,NET: Agree,391,223,168,81,70,89,76,49,40,55,108,107,85,91,32,22,46,30,39,24,16,33,50,55,33,11,333,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 6th to 8th November 2020,Strongly agree      (+2),99,63,35,19,18,25,25,4,4,20,26,30,26,16,11,3,10,6,13,5,6,10,17,15,2,1,81,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 6th to 8th November 2020,Slightly agree      (+1),292,160,133,62,52,64,51,44,36,35,82,77,59,75,21,19,37,25,25,19,10,23,33,41,30,10,252,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 6th to 8th November 2020,Neither agree nor    (0) disagree,335,172,163,55,50,57,51,71,46,55,82,82,71,100,34,9,33,34,27,26,18,32,51,42,21,8,275,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 6th to 8th November 2020,Slightly disagree   (-1),406,198,208,64,51,76,77,73,46,69,108,132,91,75,33,19,42,23,36,30,18,40,49,61,46,10,346,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 6th to 8th November 2020,Strongly disagree   (-2),969,435,535,89,79,129,121,169,170,292,273,272,180,245,77,33,111,84,82,70,49,93,127,128,80,35,809,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 6th to 8th November 2020,NET: Disagree,1375,633,743,153,130,205,198,241,216,361,381,403,271,320,109,53,153,107,118,100,66,133,176,190,126,45,1155,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 6th to 8th November 2020,Mean,,,-1,,,,,,-1.13,-1.23,-0.91,-0.91,-0.8,-0.9,-0.82,-0.73,-0.89,-0.91,-0.81,-0.93,-0.94,-0.92,-0.86,-0.86,-0.95,-1.08,-0.88,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,1.26,1.31,1.2,1.3,1.31,1.33,1.32,1.13,1.14,1.17,1.27,1.25,1.28,1.24,1.28,1.3,1.27,1.25,1.33,1.21,1.26,1.25,1.28,1.27,1.17,1.2,1.26,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,2135,1020,1115,251,219,361,336,354,336,497,627,605,372,531,193,78,207,169,190,165,119,192,303,268,189,62,1761,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,2135,1044,1091,295,254,356,331,367,307,479,581,602,433,519,178,85*,236,174,186,153,101*,201,282,292,182,64*,1792,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th June 2021,NET: Agree,422,267,156,75,63,101,69,67,41,68,110,130,85,96,26,15,49,33,39,23,24,35,65,53,46,13,359,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th June 2021,Strongly agree      (+2),114,73,41,26,20,25,21,16,12,14,31,36,20,26,5,3,20,13,4,6,7,6,23,13,7,7,94,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th June 2021,Slightly agree      (+1),308,194,114,50,43,76,49,51,30,54,79,94,65,70,21,13,29,20,35,17,17,29,42,40,39,7,264,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th June 2021,Neither agree nor    (0) disagree,328,162,167,63,55,67,68,53,34,43,78,101,78,72,29,12,37,31,17,25,17,37,50,38,30,6,277,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th June 2021,Slightly disagree   (-1),415,175,240,63,51,68,58,68,60,97,124,115,75,101,39,18,45,30,42,31,15,48,54,53,26,14,348,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th June 2021,Strongly disagree   (-2),969,441,528,93,85,120,135,179,172,270,268,256,196,250,85,39,106,80,88,75,45,80,112,148,81,31,809,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th June 2021,NET: Disagree,1384,616,769,156,136,189,194,247,232,367,392,371,271,351,123,57,150,110,130,105,60,129,167,201,107,44,1156,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th June 2021,Mean,,,-1.01,,,,,,-1.14,-1.16,-0.89,-0.76,-0.83,-0.92,-0.99,-0.92,-0.79,-0.82,-0.94,-0.99,-0.73,-0.83,,-0.96,-0.74,-0.85,-0.84,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,1.28,1.36,1.18,1.32,1.32,1.33,1.3,1.26,1.18,1.16,1.27,1.31,1.27,1.27,1.17,1.23,1.35,1.33,1.23,1.21,1.37,1.19,1.34,1.26,1.32,1.4,1.28,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,2107,1075,1032,272,241,366,329,356,313,471,582,631,352,542,184,89,205,178,201,148,101,206,293,278,153,71,1751,48,907,741
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,55*,906,757
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th December 2020,NET: Agree,434,234,201,85,76,101,70,74,50,55,126,123,85,100,35,12,40,41,28,26,18,37,71,69,47,9,372,21,195,145
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th December 2020,Strongly agree      (+2),107,61,46,25,24,26,16,17,11,12,28,36,15,28,11,3,6,14,9,6,4,11,15,12,14,1,91,5,47,34
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th December 2020,Slightly agree      (+1),327,173,155,60,53,75,54,57,39,43,98,88,70,71,24,9,34,27,19,20,14,26,56,57,33,8,281,16,149,112
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th December 2020,Neither agree nor    (0) disagree,350,177,173,81,68,65,52,62,41,49,94,96,72,88,28,10,37,26,23,21,19,34,54,50,35,15,289,14,160,101
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th December 2020,Slightly disagree   (-1),415,185,230,63,57,74,72,72,63,71,112,122,83,99,39,20,43,30,38,31,20,41,50,58,36,8,348,10,177,155
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th December 2020,Strongly disagree   (-2),907,434,473,61,51,112,133,154,150,297,241,254,187,226,74,42,113,74,95,73,43,86,103,111,61,31,759,10,374,356
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th December 2020,NET: Disagree,1323,619,703,124,108,186,205,227,213,368,353,376,270,324,113,62,156,105,133,104,63,127,153,169,98,39,1107,20,550,511
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th December 2020,Mean,,,-0.86,,,,,,,-1.27,-0.77,-0.79,-0.83,-0.82,-0.81,-1.05,-0.96,,-1.04,-0.96,-0.84,-0.83,,,,-0.96,,,,-0.91
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,1.28,1.32,1.24,1.25,1.25,1.33,1.27,1.27,1.21,1.12,1.29,1.29,1.25,1.28,1.29,1.17,1.21,1.37,1.23,1.24,1.24,1.27,1.31,1.28,1.34,1.18,1.28,1.26,1.28,1.26
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,2164,1113,1051,292,261,355,355,316,338,508,642,610,367,545,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2164,1058,1106,298,264,361,335,372,312,485,589,610,439,526,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 19th to 21st June 2020,NET: Agree,388,223,165,82,73,77,70,58,37,64,130,96,67,95,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 19th to 21st June 2020,Strongly agree      (+2),94,66,28,22,21,23,15,13,7,14,31,25,22,16,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 19th to 21st June 2020,Slightly agree      (+1),294,156,137,59,52,54,55,46,30,50,100,71,45,78,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 19th to 21st June 2020,Neither agree nor    (0) disagree,288,152,136,48,40,63,50,47,34,45,76,89,55,68,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 19th to 21st June 2020,Slightly disagree   (-1),453,202,250,68,61,79,75,71,63,97,126,126,97,104,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 19th to 21st June 2020,Strongly disagree   (-2),1036,481,555,101,90,143,139,195,178,279,257,299,220,259,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 19th to 21st June 2020,NET: Disagree,1488,683,805,169,150,222,215,266,240,376,382,425,317,363,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 19th to 21st June 2020,Mean,,,-1.05,,,,,-1.05,-1.2,-1.19,,-0.99,-1.02,-0.97,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,1.24,1.31,1.16,1.33,1.34,1.29,1.26,1.21,1.11,1.15,1.3,1.22,1.22,1.22,,,,,,,,,,,,,,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2115,1003,1112,261,228,325,342,367,332,488,584,640,359,532,186,88,220,166,174,162,105,182,296,296,177,63,1761,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,2115,1034,1081,292,250,353,328,364,305,473,575,597,429,514,176,84*,234,172,185,152,100*,199,279,289,181,63*,1775,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 15th to 17th January 2021,NET: Agree,421,259,162,80,72,65,76,73,51,76,132,117,73,99,27,18,48,36,43,33,24,24,67,56,36,9,362,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 15th to 17th January 2021,Strongly agree      (+2),108,72,36,26,23,17,20,16,11,19,34,34,19,21,6,6,11,7,14,7,5,4,22,18,9,-,97,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 15th to 17th January 2021,Slightly agree      (+1),313,187,126,55,49,48,56,57,40,58,98,83,54,78,21,13,38,29,30,26,19,20,45,38,27,9,265,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 15th to 17th January 2021,Neither agree nor    (0) disagree,374,177,196,52,45,86,85,44,44,63,93,108,79,94,41,20,31,25,41,24,17,39,63,37,28,9,307,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 15th to 17th January 2021,Slightly disagree   (-1),397,172,224,68,61,73,58,85,39,74,112,113,86,85,41,13,51,36,26,26,22,43,48,51,25,15,319,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 15th to 17th January 2021,Strongly disagree   (-2),923,425,498,91,72,129,110,162,171,261,238,258,191,236,68,33,104,76,75,69,38,93,101,146,91,31,787,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 15th to 17th January 2021,NET: Disagree,1320,598,722,160,133,202,168,247,210,335,350,371,277,321,108,46,154,112,101,95,60,136,149,196,116,46,1106,,,
Table 24,Q4b3. To what extent do you agree or disagree with the following statements? I think it's OK for untrue stories about Coronavirus to be posted,ONLINE Fieldwork: 15th to 17th January 2021,Mean,,,-0.95,,,,,-0.88,-1.05,-1.06,-0.74,-0.8,-0.88,-0.85,-0.81,,-0.85,-0.83,,-0.81,-0.7,-1.01,,-0.93,-0.9,-1.07,,,,
