table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 77,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,2091,1021,1070,287,247,350,324,360,300,470,570,594,421,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 77,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 15th to 17th May 2020,"Talked to family, friends and colleagues in person or by phone",1492,688,804,211,184,249,210,257,218,346,415,446,301,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 77,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 15th to 17th May 2020,"Writing on closed messenger groups, such as WhatsApp, Teams, Zoom etc",448,195,253,101,89,130,91,48,33,45,156,124,91,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 77,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 15th to 17th May 2020,"Talking by video via closed messenger groups, such as WhatsApp, Teams, Zoom etc",403,188,215,76,74,94,70,61,45,57,148,108,68,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 77,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 15th to 17th May 2020,Via social media posts,317,154,163,45,44,57,60,70,46,39,94,82,57,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 77,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 15th to 17th May 2020,Other,16,9,7,*,-,-,1,2,-,12,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 77,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 15th to 17th May 2020,I have not shared any information/news about Coronavirus,438,243,195,48,40,64,70,78,67,110,111,113,80,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 85,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,2084,998,1086,255,223,321,329,380,325,474,544,588,454,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 85,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,2086,1019,1067,287,247,347,319,360,301,471,568,591,424,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 85,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 29th to 31st May 2020,"Talked to family, friends and colleagues in person or by phone",1459,678,781,199,172,206,213,251,222,368,418,390,307,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 85,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 29th to 31st May 2020,"Writing on closed messenger groups, such as WhatsApp, Teams, Zoom etc",374,163,210,84,78,108,69,40,33,40,121,109,79,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 85,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 29th to 31st May 2020,"Talking by video via closed messenger groups, such as WhatsApp, Teams, Zoom etc",294,137,157,60,54,67,47,37,28,55,109,75,62,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 85,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 29th to 31st May 2020,Via social media posts,264,141,123,20,18,52,58,48,35,52,77,62,50,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 85,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 29th to 31st May 2020,Other,21,10,11,2,2,-,1,5,5,8,5,9,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 85,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 29th to 31st May 2020,I have not shared any information/news about Coronavirus,488,274,214,71,60,97,83,83,65,89,107,156,95,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 247,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2071,1025,1046,262,230,335,324,333,304,513,581,542,424,524,193,78,243,149,168,162,104,216,286,238,173,61,,340,896,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 247,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2072,1011,1061,286,244,345,316,360,298,467,565,586,419,501,173,83*,229,169,181,147,99*,196,272,280,179,63*,,329,834,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 247,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Talked to family, friends and colleagues in person or by phone",1482,668,814,199,168,223,217,256,243,345,441,402,307,332,128,63,168,122,129,105,64,136,200,192,131,44,,241,601,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 247,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Writing on closed messenger groups, such as WhatsApp, Teams, Zoom etc",369,178,191,68,63,98,66,49,41,47,133,106,66,64,29,13,38,37,27,24,21,26,65,50,29,11,,82,170,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 247,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Talking by video via closed messenger groups, such as WhatsApp, Teams, Zoom etc",344,165,178,63,58,73,62,48,44,54,124,116,51,53,27,10,24,27,34,25,19,36,51,55,28,8,,78,155,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 247,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Via social media posts,295,143,152,35,31,50,73,46,43,49,73,73,66,84,29,18,36,28,27,25,13,17,40,39,19,3,,50,122,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 247,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Other,22,10,12,-,-,1,1,3,6,11,11,6,2,4,3,-,1,-,2,1,-,4,7,2,4,-,,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 247,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,I have not shared any information/news about Coronavirus,465,263,201,67,58,85,77,89,46,101,89,146,92,138,37,18,47,39,37,33,28,51,55,64,38,16,,70,174,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 248,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1021,1578,636,720,808,178,613,163,163,562,625,1859,35,687,244,99,834,656,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 248,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 248,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Talked to family, friends and colleagues in person or by phone",1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305,788,1182,505,587,602,126,447,125,128,447,533,1374,22,521,177,81,621,441,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 248,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Writing on closed messenger groups, such as WhatsApp, Teams, Zoom etc",369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,197,293,127,182,202,56,149,78,76,139,164,344,7,107,46,24,202,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 248,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Talking by video via closed messenger groups, such as WhatsApp, Teams, Zoom etc",344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,189,284,116,151,178,55,132,58,63,127,135,315,4,127,46,11,181,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 248,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Via social media posts,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,183,217,114,161,217,54,178,53,66,111,132,270,6,84,18,14,174,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 248,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,Other,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,16,11,15,8,1,4,3,3,7,7,19,2,3,1,2,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 248,Q7. Ways of sharing information/news in last week,ONLINE Fieldwork: 22nd to 24th May 2020,I have not shared any information/news about Coronavirus,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,177,310,85,103,145,35,116,14,19,85,64,383,8,138,56,17,129,181,,,,,,,,,,,,,,,,,,,,,,,,,,,
