table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,2144,1027,1117,266,236,330,330,370,345,503,610,572,441,521,185,82,209,158,200,159,104,209,287,289,183,79,1776,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,2144,1048,1096,296,260,358,332,369,309,481,583,605,435,521,179,85*,237,175,187,154,102*,202,283,293,183,64*,1799,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th March 2021,NET: Agree,1416,744,672,176,155,210,211,244,220,354,425,404,290,297,129,57,153,108,119,102,70,135,192,181,122,47,1170,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th March 2021,Strongly agree      (+2),516,292,224,51,43,68,66,85,87,159,177,137,99,103,42,24,54,34,41,40,29,55,70,66,42,20,426,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th March 2021,Slightly agree      (+1),900,451,449,126,112,142,145,160,133,195,248,266,191,194,88,33,100,73,78,62,41,80,122,115,81,27,744,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th March 2021,Neither agree nor    (0) disagree,463,208,255,73,63,102,84,72,58,74,102,123,106,132,32,14,55,47,43,36,18,47,64,61,37,9,403,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th March 2021,Slightly disagree   (-1),202,74,127,35,31,36,26,40,26,39,46,60,28,68,14,13,22,16,20,12,9,19,18,36,18,4,174,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th March 2021,Strongly disagree   (-2),64,22,42,12,12,10,11,12,5,14,11,18,11,24,2,2,7,4,6,4,6,*,8,15,6,4,52,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th March 2021,NET: Disagree,265,96,169,46,43,46,37,53,31,52,57,78,39,92,17,15,29,21,25,16,14,19,27,51,23,8,226,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th March 2021,Mean,0.75,0.88,0.63,0.57,0.55,0.62,0.69,0.72,0.88,0.93,0.92,0.74,0.78,0.54,0.85,0.75,0.72,0.67,0.69,0.79,0.77,0.85,0.8,0.62,0.74,0.85,0.73,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,1.02,0.97,1.05,1.03,1.04,1,0.98,1.04,0.97,1.03,0.98,1.01,0.95,1.09,0.92,1.08,1.01,0.98,1.02,1,1.12,0.94,0.98,1.11,1.01,1.11,1.02,,,
Table 121,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,2101,1040,1061,258,227,336,346,377,310,474,646,571,407,477,179,82,217,160,173,169,103,204,295,299,158,62,1757,,,
Table 121,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,
Table 121,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 6th to 8th November 2020,NET: Agree,1088,593,495,139,122,180,168,186,158,257,348,308,193,239,102,45,107,97,100,80,58,98,132,140,99,31,898,,,
Table 121,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 6th to 8th November 2020,Strongly agree      (+2),303,176,127,42,34,44,47,55,48,67,108,96,39,59,36,12,33,23,23,16,14,33,42,35,25,11,241,,,
Table 121,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 6th to 8th November 2020,Slightly agree      (+1),785,417,367,97,88,136,121,130,111,189,240,212,154,179,66,33,75,73,78,64,43,64,90,105,74,19,656,,,
Table 121,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 6th to 8th November 2020,Neither agree nor    (0) disagree,536,228,309,82,69,100,79,100,68,108,115,139,131,151,33,23,68,35,41,40,26,49,83,79,43,16,462,,,
Table 121,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 6th to 8th November 2020,Slightly disagree   (-1),327,142,185,46,39,47,52,55,47,80,74,99,67,87,28,13,36,28,26,19,13,38,45,47,25,10,276,,,
Table 121,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 6th to 8th November 2020,Strongly disagree   (-2),150,65,85,23,21,24,26,21,30,26,34,47,36,34,12,2,21,12,16,12,4,13,17,21,13,7,128,,,
Table 121,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 6th to 8th November 2020,NET: Disagree,477,207,270,69,60,71,79,75,77,107,108,145,102,121,40,16,58,40,42,31,16,51,62,69,37,16,404,,,
Table 121,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 6th to 8th November 2020,Mean,0.36,0.48,0.25,0.31,0.3,0.37,0.34,0.4,0.33,0.4,0.55,0.36,0.22,0.28,0.49,0.46,0.26,0.39,0.36,0.35,0.52,0.34,0.34,0.3,0.41,0.3,0.34,,,
Table 121,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,1.12,1.12,1.12,1.14,1.14,1.08,1.15,1.09,1.2,1.1,1.11,1.17,1.08,1.08,1.18,1.02,1.16,1.13,1.13,1.08,1.02,1.16,1.1,1.11,1.11,1.24,1.12,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,2135,1020,1115,251,219,361,336,354,336,497,627,605,372,531,193,78,207,169,190,165,119,192,303,268,189,62,1761,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,2135,1044,1091,295,254,356,331,367,307,479,581,602,433,519,178,85*,236,174,186,153,101*,201,282,292,182,64*,1792,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th June 2021,NET: Agree,1380,739,641,188,160,199,191,246,211,345,416,406,273,285,126,48,141,111,129,108,70,140,180,170,120,37,1146,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th June 2021,Strongly agree      (+2),443,258,185,61,49,62,56,80,67,118,146,133,66,99,43,13,40,35,46,37,23,39,63,50,42,11,366,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th June 2021,Slightly agree      (+1),937,481,456,127,111,138,135,166,144,227,270,273,207,186,83,35,100,76,83,71,47,101,116,120,78,26,780,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th June 2021,Neither agree nor    (0) disagree,507,192,315,74,66,107,92,82,62,89,102,124,115,166,37,27,60,47,35,34,21,44,68,81,37,16,432,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th June 2021,Slightly disagree   (-1),178,81,97,22,21,41,34,22,23,35,43,50,39,46,10,4,26,10,21,8,5,12,29,27,21,4,159,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th June 2021,Strongly disagree   (-2),70,32,38,11,8,9,13,17,12,9,20,21,7,22,4,5,10,6,2,4,5,5,5,14,4,7,54,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th June 2021,NET: Disagree,248,113,135,32,28,50,48,39,35,44,63,72,46,68,14,10,35,16,23,12,10,17,34,41,25,11,213,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th June 2021,Mean,0.7,0.82,0.6,0.7,0.68,0.57,0.56,0.73,0.75,0.86,0.83,0.74,0.66,0.57,0.85,0.55,0.58,0.71,0.8,0.84,0.77,0.78,0.72,0.57,0.73,0.48,0.69,,,
Table 135,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,0.99,0.99,0.98,1,0.97,0.99,1.02,1.01,1,0.94,1,1.01,0.9,1.03,0.94,1.03,1.03,0.97,0.97,0.93,1.02,0.91,0.99,1.03,1.01,1.17,0.99,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,2107,1075,1032,272,241,366,329,356,313,471,582,631,352,542,184,89,205,178,201,148,101,206,293,278,153,71,1751,48,907,741
Table 123,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,55*,906,757
Table 123,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th December 2020,NET: Agree,1212,633,579,147,131,177,188,211,186,303,362,347,229,274,107,44,135,89,101,88,61,122,163,155,109,38,1007,40,527,417
Table 123,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th December 2020,Strongly agree      (+2),341,197,145,46,39,58,47,48,55,88,112,91,62,77,28,7,41,22,33,30,13,30,39,45,37,16,285,5,146,125
Table 123,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th December 2020,Slightly agree      (+1),871,436,434,101,91,119,142,162,132,214,250,256,167,197,79,36,94,67,68,58,48,93,124,110,72,22,722,35,381,292
Table 123,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th December 2020,Neither agree nor    (0) disagree,529,250,279,91,74,109,82,95,62,90,127,146,120,136,45,20,54,46,55,40,22,41,67,83,43,12,450,11,224,199
Table 123,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th December 2020,Slightly disagree   (-1),276,108,168,42,39,49,40,38,48,58,61,79,63,73,20,18,33,23,17,17,16,24,36,38,24,9,231,3,117,105
Table 123,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th December 2020,Strongly disagree   (-2),90,39,51,10,8,17,17,19,7,21,24,22,16,29,4,3,10,14,10,6,2,11,12,12,3,4,80,*,38,35
Table 123,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th December 2020,NET: Disagree,366,147,219,53,47,66,57,57,55,79,84,101,78,102,24,21,44,36,27,23,18,34,48,50,27,14,311,4,155,140
Table 123,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th December 2020,Mean,0.52,0.62,0.42,0.45,0.45,0.43,0.49,0.51,0.59,0.62,0.64,0.53,0.46,0.43,0.61,0.33,0.53,0.36,0.53,0.59,0.55,0.54,0.51,0.48,0.64,0.56,0.51,0.75,0.53,0.49
Table 123,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,1.05,1.03,1.05,1.03,1.04,1.07,1.04,1.02,1.03,1.06,1.04,1.02,1.03,1.08,0.96,1.01,1.08,1.11,1.07,1.05,0.97,1.06,1.03,1.04,1.01,1.22,1.05,0.75,1.04,1.07
Table 127,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2115,1003,1112,261,228,325,342,367,332,488,584,640,359,532,186,88,220,166,174,162,105,182,296,296,177,63,1761,,,
Table 127,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,2115,1034,1081,292,250,353,328,364,305,473,575,597,429,514,176,84*,234,172,185,152,100*,199,279,289,181,63*,1775,,,
Table 127,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 15th to 17th January 2021,NET: Agree,1287,675,612,178,154,175,183,226,205,321,383,377,241,287,108,45,155,99,103,87,61,135,149,185,126,35,1084,,,
Table 127,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 15th to 17th January 2021,Strongly agree      (+2),457,259,199,55,48,44,66,84,75,134,140,146,78,93,41,23,49,29,40,27,23,46,56,69,40,14,379,,,
Table 127,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 15th to 17th January 2021,Slightly agree      (+1),830,416,414,123,106,131,117,142,130,187,242,231,163,193,67,22,105,70,63,60,38,89,93,115,86,22,704,,,
Table 127,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 15th to 17th January 2021,Neither agree nor    (0) disagree,542,239,303,71,61,118,103,92,57,101,113,161,119,149,52,35,40,48,52,34,28,49,85,69,35,17,446,,,
Table 127,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 15th to 17th January 2021,Slightly disagree   (-1),191,85,106,29,24,38,27,33,31,34,60,40,46,46,15,5,24,17,19,22,10,8,31,20,15,7,160,,,
Table 127,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 15th to 17th January 2021,Strongly disagree   (-2),94,35,59,14,11,22,16,14,12,17,20,19,24,32,3,-,15,9,11,9,2,7,15,15,4,5,85,,,
Table 127,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 15th to 17th January 2021,NET: Disagree,285,120,165,42,35,60,42,47,43,51,80,59,69,78,17,5,39,26,30,31,12,15,45,35,20,11,245,,,
Table 127,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 15th to 17th January 2021,Mean,0.65,0.75,0.54,0.6,0.62,0.39,0.58,0.68,0.74,0.82,0.74,0.75,0.53,0.53,0.73,0.75,0.64,0.54,0.56,0.49,0.7,0.8,0.52,0.7,0.79,0.52,0.64,,,
Table 127,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,1.05,1.03,1.07,1.05,1.04,1.04,1.05,1.04,1.06,1.04,1.05,1,1.08,1.08,0.96,0.93,1.12,1.05,1.12,1.12,0.99,0.96,1.09,1.07,0.96,1.16,1.06,,,
Table 128,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,2100,1015,1085,267,236,294,323,383,336,497,613,633,319,535,176,86,203,160,183,166,113,193,307,302,145,66,1745,,,
Table 128,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,2100,1027,1073,290,248,351,325,361,302,471,571,592,426,510,175,84*,232,171,183,151,100*,198,277,287,179,63*,1762,,,
Table 128,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th February 2021,NET: Agree,1374,720,654,173,145,188,201,242,210,359,405,383,278,308,120,46,154,104,125,94,68,143,175,184,123,39,1147,,,
Table 128,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th February 2021,Strongly agree      (+2),507,283,224,47,40,64,69,95,92,141,153,150,91,113,42,17,59,42,44,23,27,48,64,72,52,17,422,,,
Table 128,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th February 2021,Slightly agree      (+1),867,437,430,125,105,124,132,148,119,219,252,233,187,195,78,28,95,62,80,71,41,95,110,113,70,22,725,,,
Table 128,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th February 2021,Neither agree nor    (0) disagree,468,208,260,74,64,99,87,86,49,74,104,139,92,133,35,19,50,45,39,36,23,42,67,62,36,14,396,,,
