date,area_type,area_code,area_name,metric,metric_name,value
2020-06-16,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,106.0
2020-06-17,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,42.0
2020-06-17,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,16.0
2020-06-17,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,77.0
2020-06-17,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,86.0
2020-06-17,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,164.0
2020-06-17,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,230.0
2020-06-17,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,79.0
2020-06-17,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,185.0
2020-06-17,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,19.0
2020-06-18,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,258.0
2020-06-18,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,178.0
2020-06-18,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,82.0
2020-06-18,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,82.0
2020-06-18,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,74.0
2020-06-18,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,167.0
2020-06-18,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,23.0
2020-06-18,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,47.0
2020-06-18,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,12.0
2020-06-19,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,79.0
2020-06-19,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,154.0
2020-06-19,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,164.0
