start_date,end_date,question,response,total,male,female,16-24,18-24,25-34,35-44,45-54,55-64,65+,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade,scotland,north_east,north_west,yorkshire_&_humberside,west_midlands,east_midlands,wales,eastern,london,south_east,south_west,northern_ireland,net:_england
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Instagram,6,4,2,3,3,2,,1,0,0,0,2,2,3,1,0,1,1,0,0,0,0,3,0,0,0,5
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",6,3,3,2,2,0,2,0,0,2,4,2,0,0,2,0,0,1,0,0,1,0,0,1,0,1,2
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,"Local sources across TV, radio and online",6,1,4,2,2,2,0,0,1,1,4,0,1,0,0,0,0,3,0,1,0,1,0,2,0,0,6
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Snapchat,5,4,2,3,3,1,2,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,4,0,0,0,5
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Celebrity and/or social media influencer,5,2,3,2,2,2,2,0,0,0,2,0,0,3,2,0,2,2,0,0,0,0,0,0,0,0,3
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Sky,5,1,3,0,0,0,3,2,0,0,1,3,0,2,1,0,1,2,1,0,0,0,1,0,0,0,4
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Facebook messenger,4,0,4,0,0,2,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,4
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,WhatsApp,4,3,1,1,1,0,1,2,0,0,2,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,4
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,BBC - Radio,3,3,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,3
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Weighted base,177,83,94,29,27,29,35,24,26,34,45,35,51,45,18,7,22,22,11,11,6,16,22,18,12,10,143
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),3,0,3,0,0,1,2,0,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,3
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Email,3,1,2,1,1,0,2,1,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,3
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,“Mid-market tabloids” such as MailOnline or Express ( online ),3,,3,0,0,0,3,0,0,,1,0,0,2,0,,0,2,0,0,0,0,1,0,0,0,3
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,WhatsApp group(s),6,3,2,3,2,0,1,2,0,0,3,2,0,0,0,0,3,1,0,0,0,0,2,1,0,0,6
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,I don't know where the source is from,1,0,1,0,0,0,,0,1,0,0,0,1,,,0,0,1,0,0,0,0,0,0,0,0,1
2021-02-12,2021-02-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Weighted base,177,83,94,29,27,29,35,24,26,34,45,35,51,45,18,7,22,22,11,11,6,16,22,18,12,10,143
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,NET: Traditional media,14,7,7,3,3,1,5,1,2,2,7,2,4,1,2,0,0,0,3,2,0,1,1,5,0,,12
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Instagram,2,2,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),2,0,2,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Sky,2,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Official scientists,2,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Commercial Radio,3,3,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,“Red-top tabloids” such as The Sun or Mirror ( online ),3,0,3,2,2,,0,1,0,0,2,0,0,1,1,0,0,0,0,,0,0,0,2,0,0,2
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,“Mid-market tabloids” such as MailOnline or Express ( online ),3,1,2,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Direct from UK Government website/ email/ text/ post,3,2,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,3
