table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),1,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,1
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,ITV Wales,1,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,Apple iMessage,1,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,*,-,*,-,-,-,-,*,-,-,-,*,-,-,-,-,-,-,-,*,-,-,-,-,-,-,*
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,Weighted base,189,92*,97*,31**,30**,39*,31**,31**,25**,31**,55*,52*,40*,42*,26**,9**,26**,11**,12**,14**,9**,17**,29**,16**,16**,3**,151
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,Other,19,10,9,5,5,2,3,3,1,5,6,9,2,3,3,-,2,1,-,-,1,2,5,1,4,1,14
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: Broadcasters,30,12,18,2,2,8,5,6,7,2,10,7,10,4,2,1,4,3,2,3,1,2,2,3,7,1,25
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: Non-BBC broadcasters,9,6,2,-,-,2,-,3,3,1,2,2,3,1,-,-,1,-,1,1,1,1,1,1,2,-,7
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: BBC services,25,10,15,2,2,8,5,3,5,2,9,5,8,3,2,1,4,3,1,3,1,2,2,2,5,1,21
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: Newspapers (printed and online),16,8,8,2,2,1,4,2,3,4,6,3,5,2,1,-,2,2,4,2,2,1,2,-,*,-,12
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: Officials,7,6,1,1,1,-,1,2,1,2,1,3,3,-,1,1,-,-,2,1,*,-,-,-,2,-,6
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: Social Media,96,46,49,16,16,26,18,16,11,8,27,27,19,22,16,6,15,3,5,4,4,8,15,12,6,1,74
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: Facebook (Facebook and Facebook Messenger),75,32,43,9,9,19,18,13,8,7,18,20,17,20,15,4,13,1,4,4,3,6,9,10,5,1,56
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),4,2,1,2,2,-,1,*,-,-,1,1,1,-,-,-,*,-,1,-,-,-,1,2,-,-,4
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: Closed groups,4,2,1,2,2,-,1,*,-,-,1,1,1,-,-,-,*,-,1,-,-,-,1,2,-,-,4
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: Other online news sources,22,11,11,5,5,4,3,1,5,3,3,5,5,8,-,2,6,2,1,3,1,2,1,-,3,-,21
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: Family/friends/ local ppl,23,13,11,4,4,3,5,5,5,2,5,9,5,4,2,1,2,2,2,5,-,*,4,3,2,1,21
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,Weighted base,189,92*,97*,31**,30**,39*,31**,31**,25**,31**,55*,52*,40*,42*,26**,9**,26**,11**,12**,14**,9**,17**,29**,16**,16**,3**,151
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 11th to 13th September 2020,NET: Traditional media,46,20,27,5,5,9,8,8,9,7,15,11,14,6,3,1,7,4,5,5,3,3,5,3,8,1,39
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,120,52,68,22,21,27,16,16,16,23,39,35,22,24,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,114*,54*,61*,24**,22**,29**,14**,13**,12**,23**,38*,30**,22**,25**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Facebook,50,21,29,12,12,13,6,4,4,12,18,12,9,10,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Twitter,20,10,9,6,6,4,3,2,2,4,7,7,2,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Unspecified social media,11,8,3,1,1,4,3,3,-,1,3,1,2,5,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Family and friends directly,10,4,6,2,2,3,-,2,1,2,2,4,2,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Search engine (e.g. Google),9,4,5,2,2,1,-,1,3,2,4,3,1,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,YouTube,9,4,5,2,2,3,2,2,*,1,4,3,-,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,BBC - TV,8,2,6,1,1,1,1,3,2,1,-,4,4,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,BBC - Online/ app,7,5,2,2,2,-,-,1,1,2,4,*,2,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,People in your local area/neighbourhood,6,3,3,-,-,1,2,1,1,1,4,-,2,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,WhatsApp group(s),6,-,6,-,-,3,-,1,-,2,1,-,1,5,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",5,2,4,2,2,1,1,1,1,-,1,2,1,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",5,3,2,-,-,-,-,1,1,4,3,-,-,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,114*,54*,61*,24**,22**,29**,14**,13**,12**,23**,38*,30**,22**,25**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Facebook messenger,5,1,4,2,2,2,-,-,-,1,2,1,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,BBC - Radio,5,1,3,-,-,3,1,-,1,*,-,2,3,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Websites or apps that bring together news from different news providers,4,2,2,1,1,1,1,-,2,-,2,2,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),4,2,2,-,-,-,1,*,1,2,2,1,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Instagram,3,-,3,3,3,1,-,-,-,-,2,1,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),2,1,1,-,-,1,1,-,*,-,2,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,“Broadsheets” such as The Times or Guardian,2,*,2,-,-,-,-,-,-,2,1,*,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,WhatsApp,2,*,2,-,-,1,-,-,-,1,2,-,-,*,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Sky,2,*,2,1,1,-,1,-,-,*,-,2,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Channel 4,2,2,-,-,-,1,-,-,-,1,1,1,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Direct from NHS website/ email/ text/ post,2,1,1,-,-,-,-,1,-,1,2,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Podcasts,2,-,2,-,-,-,1,1,-,-,-,2,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,114*,54*,61*,24**,22**,29**,14**,13**,12**,23**,38*,30**,22**,25**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Official scientists,2,-,2,1,1,-,-,1,-,-,-,1,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,ITV,1,*,1,-,-,-,1,-,1,*,-,1,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,STV,1,-,1,-,-,-,1,-,1,-,-,1,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Commercial Radio,1,-,1,-,-,-,-,*,-,1,1,*,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Advertising,1,-,1,1,1,-,1,-,-,-,-,1,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,“Broadsheets” such as The Times or Guardian ( online ),1,1,-,-,-,-,-,-,-,1,1,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Direct from Local health service website/ email/ text/ post,1,1,-,-,-,-,-,-,-,1,1,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),1,-,1,-,-,1,-,-,1,-,-,1,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Celebrity and/or social media influencer,1,-,1,1,1,-,-,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Email,1,1,-,-,-,1,-,-,-,-,-,1,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,1,-,1,-,-,-,-,1,-,-,1,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Direct from UK Government website/ email/ text/ post,*,-,*,-,-,-,-,-,*,-,-,*,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,114*,54*,61*,24**,22**,29**,14**,13**,12**,23**,38*,30**,22**,25**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),*,-,*,-,-,-,-,-,*,-,*,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Magazines,*,*,-,-,-,-,-,-,-,*,-,*,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Other,2,1,1,-,-,-,1,1,-,-,1,-,-,1,,,,,,,,,,,,,
