table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Broadcasters,16,6,10,4,4,3,1,3,2,3,4,6,6,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Non-BBC broadcasters,5,2,3,1,1,1,1,-,1,2,1,3,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: BBC services,14,6,8,3,3,3,1,3,2,3,4,4,6,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Newspapers (printed and online),10,4,6,-,-,2,1,*,1,5,7,2,1,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Officials,4,1,3,1,1,-,-,1,*,1,2,1,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Social Media,75,35,40,16,16,20,11,8,4,16,25,20,13,17,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Facebook (Facebook and Facebook Messenger),52,22,30,13,13,13,6,4,4,13,19,13,9,10,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),7,*,7,-,-,4,-,1,-,2,2,-,1,5,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Closed groups,11,1,10,2,2,6,-,1,-,3,3,1,2,5,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Other online news sources,13,6,7,2,2,1,1,1,4,4,5,2,2,4,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,114*,54*,61*,24**,22**,29**,14**,13**,12**,23**,38*,30**,22**,25**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Family/friends/ local ppl,13,7,6,2,2,4,2,2,2,2,4,4,2,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Traditional media,23,8,15,4,4,5,2,3,3,6,9,7,6,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 29th to 31st May 2020,I don't know where the source is from,5,2,3,3,1,2,-,-,-,-,1,1,2,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,124,55,69,20,19,22,35,23,12,12,42,29,27,26,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,116,54*,63*,26**,25**,20**,28*,17**,12**,13**,38*,28**,24**,27**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Facebook,54,15,40,11,11,8,15,10,6,4,23,12,12,7,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Instagram,15,8,7,5,5,6,5,-,-,-,6,6,2,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",14,9,5,3,3,2,3,1,3,2,3,1,5,5,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,BBC - TV,14,8,6,6,6,1,1,3,-,2,3,3,3,4,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Websites or apps that bring together news from different news providers,10,6,4,4,3,1,2,3,-,-,3,5,1,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Family and friends directly,10,2,8,2,2,3,3,1,1,1,1,2,5,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,WhatsApp,10,6,3,3,3,2,3,1,2,-,5,-,1,4,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Twitter,10,6,4,1,1,2,4,-,2,*,6,1,1,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,YouTube,10,6,4,4,4,1,1,3,-,1,5,1,-,4,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,WhatsApp group(s),7,3,5,1,1,3,2,2,-,-,3,2,2,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,ITV,6,4,2,-,-,2,1,3,1,-,1,3,2,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,116,54*,63*,26**,25**,20**,28*,17**,12**,13**,38*,28**,24**,27**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,BBC - Radio,6,5,*,3,3,-,2,1,-,-,1,1,1,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,BBC - Online/ app,6,5,1,-,-,-,3,2,-,1,2,2,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Sky,6,3,3,-,-,1,2,1,1,1,2,2,1,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Search engine (e.g. Google),5,4,2,1,1,1,1,-,1,2,3,1,1,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Direct from NHS website/ email/ text/ post,5,5,-,3,3,-,2,-,-,-,1,-,1,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Facebook messenger,4,3,1,-,-,1,2,-,1,-,3,1,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,People in your local area/neighbourhood,4,2,2,1,1,1,-,-,2,-,3,-,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Email,3,1,3,1,1,2,-,-,1,-,3,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Channel 4,3,1,2,-,-,1,1,1,-,-,1,1,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,3,1,2,2,2,1,1,-,-,-,3,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,“Broadsheets” such as The Times or Guardian ( online ),3,3,-,-,-,-,-,2,-,1,1,1,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Channel 5,3,1,2,-,-,1,2,-,-,-,2,-,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,116,54*,63*,26**,25**,20**,28*,17**,12**,13**,38*,28**,24**,27**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Unspecified social media,2,2,1,1,1,1,-,-,-,1,2,-,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),2,2,-,-,-,-,-,1,1,-,1,*,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Direct from UK Government website/ email/ text/ post,2,1,1,1,1,-,1,1,-,-,1,-,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,STV,2,2,-,2,2,-,-,-,-,-,-,2,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Podcasts,2,2,-,-,-,1,1,-,-,-,2,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Commercial Radio,2,-,2,-,-,1,-,1,-,-,-,-,2,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Direct from Local health service website/ email/ text/ post,1,1,-,-,-,1,1,-,-,-,1,-,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,-,-,-,-,-,-,-,1,1,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,“Broadsheets” such as The Times or Guardian,1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Direct from Local council website/ email/ text/ post,1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,116,54*,63*,26**,25**,20**,28*,17**,12**,13**,38*,28**,24**,27**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,UTV,1,-,1,1,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),1,-,1,-,-,-,1,-,-,-,-,-,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Celebrity and/or social media influencer,1,1,-,-,-,-,-,-,1,-,-,-,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Official scientists,1,-,1,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Magazines,1,1,-,-,-,-,-,1,-,-,1,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),1,1,-,-,-,-,-,1,-,-,-,-,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Community radio,1,1,-,-,-,1,-,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,ITV Wales,*,-,*,-,-,-,-,*,-,-,-,*,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Other,4,3,1,-,-,1,1,-,-,2,1,1,1,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Broadcasters,22,15,7,8,8,2,6,3,1,2,5,7,4,6,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Non-BBC broadcasters,13,9,4,3,3,2,3,3,1,1,3,6,3,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: BBC services,18,11,6,6,6,1,5,3,-,2,5,3,4,5,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,116,54*,63*,26**,25**,20**,28*,17**,12**,13**,38*,28**,24**,27**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Newspapers (printed and online),8,7,1,-,-,-,2,4,1,1,3,1,2,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Officials,8,6,2,5,5,1,3,1,-,-,4,-,1,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Social Media,75,29,46,19,19,13,19,10,9,5,29,19,13,15,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Facebook (Facebook and Facebook Messenger),56,16,40,11,11,9,15,10,6,4,25,12,12,7,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),13,7,6,3,3,4,3,2,2,-,5,2,2,4,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Closed groups,9,5,5,1,1,4,2,2,1,-,4,3,2,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Other online news sources,24,15,9,7,6,3,5,4,3,2,6,5,6,6,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Family/friends/ local ppl,13,4,9,3,3,3,3,1,3,1,3,2,5,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Traditional media,29,20,9,8,8,2,7,7,2,3,7,7,7,8,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 5th to 7th June 2020,I don't know where the source is from,1,-,1,-,-,-,-,-,-,1,-,-,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,103,48,55,20,17,21,20,19,11,12,28,32,18,25,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,103*,47*,55*,22**,18**,22**,20**,19**,9**,11**,27**,35**,19**,22**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Facebook,55,23,32,13,12,11,14,10,2,5,15,18,9,12,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Search engine (e.g. Google),17,5,11,6,6,7,1,2,1,-,3,3,7,4,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Family and friends directly,15,7,8,3,3,6,2,3,1,-,2,8,3,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Twitter,14,9,6,6,6,2,3,2,1,-,1,6,4,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,YouTube,12,7,5,-,-,3,4,1,1,3,1,7,1,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Websites or apps that bring together news from different news providers,11,8,3,2,2,5,2,-,3,-,1,5,5,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",10,3,7,5,4,3,1,1,-,-,4,1,4,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,WhatsApp,8,3,5,2,2,3,2,-,-,1,2,5,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),7,6,2,-,-,1,4,1,2,1,1,-,4,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Instagram,7,3,4,2,1,*,4,-,-,*,1,2,4,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,People in your local area/neighbourhood,6,2,4,2,2,1,-,-,1,3,1,2,3,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,103*,47*,55*,22**,18**,22**,20**,19**,9**,11**,27**,35**,19**,22**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Snapchat,6,4,2,3,2,*,2,-,-,-,-,4,2,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Celebrity and/or social media influencer,5,1,4,4,2,1,-,-,-,1,1,1,3,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,BBC - TV,5,1,5,-,-,2,1,-,-,2,1,1,3,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,BBC - Online/ app,5,2,3,-,-,3,-,1,-,1,1,-,3,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Broadsheets” such as The Times or Guardian ( online ),5,4,1,-,-,-,4,-,-,1,1,*,4,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Commercial Radio,5,1,4,-,-,-,1,-,-,4,3,-,2,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,ITV,5,3,2,1,1,-,2,-,-,2,1,-,2,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),5,4,1,-,-,-,4,-,-,1,1,-,4,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Sky,4,2,3,-,-,-,2,-,-,3,3,-,-,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Facebook messenger,4,1,3,-,-,1,-,2,-,1,2,-,1,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,WhatsApp group(s),4,4,-,3,3,-,1,-,-,-,-,3,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Email,4,1,3,-,-,3,-,-,-,1,2,2,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Channel 4,4,1,3,-,-,2,1,-,-,1,1,-,3,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,103*,47*,55*,22**,18**,22**,20**,19**,9**,11**,27**,35**,19**,22**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),4,4,-,-,-,-,4,-,-,-,-,-,4,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Broadsheets” such as The Times or Guardian,4,4,-,-,-,-,4,-,-,-,-,-,4,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),3,3,-,2,2,-,1,-,-,-,-,1,2,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,BBC - Radio,3,2,1,-,-,1,1,-,-,1,2,-,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,2,1,1,1,1,-,-,-,-,1,1,-,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Channel 5,2,1,1,-,-,-,-,1,-,1,-,1,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Podcasts,1,1,-,-,-,-,-,1,-,-,1,-,-,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,-,1,-,1,-,-,-,-,1,-,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Unspecified social media,1,1,1,1,1,-,-,-,1,-,-,1,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Direct from UK Government website/ email/ text/ post,1,1,-,-,-,1,-,-,-,-,-,-,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Direct from NHS website/ email/ text/ post,1,1,-,-,-,1,-,-,-,-,-,-,1,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,103*,47*,55*,22**,18**,22**,20**,19**,9**,11**,27**,35**,19**,22**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",1,1,-,-,-,1,-,-,-,-,1,-,-,-,,,,,,,,,,,,,
