table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Strongly disagree   (-2),536,274,262,56,45,65,87,91,84,154,172,139,112,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,NET: Disagree,1188,607,581,138,115,170,183,207,196,293,353,336,254,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Mean,,-0.58,,,,,,-0.54,-0.69,-0.69,-0.61,-0.51,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,1.19,1.17,1.2,1.22,1.23,1.14,1.23,1.17,1.12,1.19,1.22,1.17,1.12,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,2101,1040,1061,258,227,336,346,377,310,474,646,571,407,477,179,82,217,160,173,169,103,204,295,299,158,62,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Agree,513,230,284,97,89,103,87,67,57,103,137,150,103,123,37,26,58,43,32,32,24,57,79,81,32,12,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Strongly agree      (+2),88,36,52,8,8,25,23,9,10,13,29,21,14,24,5,3,8,6,4,4,3,14,21,12,7,3,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Slightly agree      (+1),425,194,231,89,81,78,64,58,46,90,108,129,88,100,32,23,51,37,28,28,22,43,58,69,26,9,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Neither agree nor    (0) disagree,410,204,206,62,55,61,71,66,52,97,96,101,92,121,30,12,46,34,41,30,22,29,66,54,32,12,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Slightly disagree   (-1),571,287,284,73,60,99,78,107,90,123,161,169,119,122,42,27,60,48,49,43,25,56,58,79,65,18,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Strongly disagree   (-2),607,307,300,58,47,87,90,121,103,149,177,172,113,145,65,19,68,46,61,46,28,56,74,74,50,20,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Disagree,1178,594,584,131,107,186,168,228,193,271,338,341,232,267,107,46,129,94,110,89,53,112,132,153,115,39,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Mean,,-0.62,-0.51,,,,,-0.75,-0.76,-0.65,-0.61,-0.58,-0.53,-0.52,-0.74,-0.43,-0.57,-0.53,-0.73,-0.65,-0.54,-0.49,,,-0.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 120,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,1.22,1.19,1.24,1.18,1.18,1.27,1.27,1.16,1.18,1.19,1.24,1.21,1.18,1.22,1.22,1.21,1.21,1.2,1.14,1.17,1.19,1.29,1.28,1.23,1.13,1.2,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,2115,1047,1068,276,241,347,333,342,330,487,606,589,382,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2115,1034,1081,292,250,353,328,364,305,474,575,596,429,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,NET: Agree,511,230,282,82,76,112,67,83,67,100,147,133,107,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Strongly agree      (+2),103,41,62,14,14,23,20,11,15,19,30,17,29,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Slightly agree      (+1),409,189,220,68,61,90,47,72,51,81,117,115,78,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Neither agree nor    (0) disagree,458,224,234,69,60,94,76,77,54,87,113,139,84,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Slightly disagree   (-1),593,285,307,71,57,95,99,101,82,144,169,178,125,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Strongly disagree   (-2),553,295,258,70,58,51,85,102,101,143,147,146,113,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,NET: Disagree,1145,580,565,141,115,147,184,203,183,287,315,324,238,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Mean,,-0.58,,,,,-0.55,-0.58,-0.66,-0.66,-0.5,-0.54,-0.5,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 102,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,1.2,1.19,1.21,1.22,1.23,1.15,1.19,1.18,1.24,1.19,1.22,1.14,1.24,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 122,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,2107,1075,1032,272,241,366,329,356,313,471,582,631,352,542,184,89,205,178,201,148,101,206,293,278,153,71,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,907,741
Table 122,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55*,906,757
Table 122,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Agree,394,192,202,85,78,80,62,51,47,70,117,91,82,104,26,21,52,26,32,29,22,34,60,55,26,12,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,159,144
Table 122,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Strongly agree      (+2),85,43,41,13,12,13,18,10,7,23,23,15,19,28,4,3,16,9,4,5,5,8,19,5,4,2,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,34,33
Table 122,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Slightly agree      (+1),310,149,161,72,66,67,43,42,40,47,94,76,63,76,23,17,36,17,28,24,18,26,41,49,22,10,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,125,111
Table 122,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Neither agree nor    (0) disagree,470,249,221,83,71,100,82,85,53,66,112,147,99,111,37,14,50,34,45,39,26,34,72,77,32,10,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,207,161
Table 122,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Slightly disagree   (-1),605,303,301,65,56,83,94,118,95,149,155,170,126,154,48,26,66,53,46,36,23,68,83,77,63,15,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,282,215
Table 122,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Strongly disagree   (-2),638,286,352,58,47,89,89,107,108,187,189,186,120,143,65,24,64,59,61,47,28,63,63,80,59,26,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,258,236
Table 122,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Disagree,1243,590,653,123,103,172,183,226,204,336,344,356,246,296,113,50,131,112,107,83,51,131,146,157,122,40,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,540,451
Table 122,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Mean,,-0.62,-0.71,,,,,-0.75,-0.85,-0.91,-0.69,-0.73,-0.62,-0.6,-0.84,-0.59,,-0.79,-0.72,-0.64,,-0.77,,-0.61,-0.84,-0.81,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33,-0.67,-0.68
Table 122,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,1.17,1.15,1.18,1.17,1.17,1.17,1.18,1.08,1.12,1.17,1.2,1.11,1.17,1.19,1.13,1.21,1.24,1.17,1.14,1.18,1.21,1.14,1.19,1.12,1.08,1.24,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.14,1.18
Table 111,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,2164,1113,1051,292,261,355,355,316,338,508,642,610,367,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2164,1058,1106,298,264,361,335,372,312,485,589,610,439,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Agree,446,192,254,83,80,89,66,69,43,94,114,138,85,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Strongly agree      (+2),78,34,44,14,14,20,3,8,9,24,19,28,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Slightly agree      (+1),368,158,210,70,67,70,63,61,34,70,95,110,72,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Neither agree nor    (0) disagree,434,214,220,75,66,78,77,68,52,84,95,106,102,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Slightly disagree   (-1),659,323,337,75,64,100,108,118,105,154,199,194,122,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Strongly disagree   (-2),625,329,296,65,54,94,84,117,112,152,180,172,130,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Disagree,1285,652,633,140,117,194,192,235,217,306,380,366,252,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Mean,,-0.71,,,,,,-0.74,-0.89,,-0.73,-0.61,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 111,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,1.17,1.15,1.18,1.19,1.2,1.22,1.08,1.14,1.1,1.2,1.15,1.2,1.16,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 126,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2115,1003,1112,261,228,325,342,367,332,488,584,640,359,532,186,88,220,166,174,162,105,182,296,296,177,63,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 126,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,2115,1034,1081,292,250,353,328,364,305,473,575,597,429,514,176,84*,234,172,185,152,100*,199,279,289,181,63*,1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 126,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Agree,354,195,159,69,63,73,67,51,44,49,106,100,64,84,20,19,33,18,35,23,17,32,74,36,26,20,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 126,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Strongly agree      (+2),92,56,36,17,17,21,18,12,12,12,33,23,18,18,8,5,9,4,6,9,3,8,26,5,3,6,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 126,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Slightly agree      (+1),262,139,123,52,45,52,50,39,32,37,74,77,46,66,12,15,24,14,30,14,13,24,47,31,23,15,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 126,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Neither agree nor    (0) disagree,437,224,213,69,58,102,80,64,54,68,104,112,101,121,45,22,53,38,34,34,23,35,63,50,33,6,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 126,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Slightly disagree   (-1),552,239,312,79,67,95,88,99,73,119,146,173,115,118,46,21,69,45,49,45,27,51,60,77,46,16,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 126,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Strongly disagree   (-2),773,376,396,74,62,83,93,150,134,238,219,212,150,191,65,21,78,71,66,50,34,81,82,127,76,22,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 126,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Disagree,1324,615,709,153,130,178,181,249,207,356,365,385,265,309,111,42,147,116,115,94,61,132,142,204,122,37,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 126,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Mean,,,-0.84,,,,,,,-1.13,-0.77,-0.8,-0.77,-0.78,-0.84,,,-0.96,,,-0.75,-0.87,,-1,-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 126,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,1.19,1.23,1.14,1.21,1.24,1.17,1.2,1.15,1.18,1.08,1.24,1.17,1.16,1.18,1.13,1.21,1.14,1.08,1.19,1.19,1.16,1.19,1.32,1.09,1.13,1.4,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Agree,577,269,308,97,92,105,101,95,75,104,151,172,121,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Strongly agree      (+2),85,38,47,9,9,22,17,13,11,14,25,22,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Slightly agree      (+1),492,231,261,88,83,83,84,82,64,90,126,151,103,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Neither agree nor    (0) disagree,493,233,261,77,62,101,92,84,52,87,122,142,116,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Slightly disagree   (-1),527,267,260,57,46,71,84,90,87,138,169,133,108,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Strongly disagree   (-2),522,268,254,61,51,77,51,96,91,146,135,150,85,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Disagree,1049,535,514,118,97,148,135,185,178,285,304,284,193,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Mean,,-0.48,-0.38,,,,,,-0.6,-0.66,-0.46,-0.4,,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 116,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,1.2,1.2,1.2,1.18,1.2,1.22,1.14,1.2,1.22,1.18,1.19,1.21,1.16,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,NET: Agree,657,307,350,108,100,124,106,96,96,128,195,187,124,151,40,31,97,53,56,48,42,44,99,74,44,29,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 118,Q12. To what extent do you agree or disagree with the following statements? I am confused about what I should be doing in response to Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Strongly agree      (+2),133,72,61,19,19,27,22,22,21,21,40,35,26,32,6,6,17,9,11,19,10,9,24,11,7,4,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
