table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 15th to 17th May 2020,3,55,33,21,8,6,17,17,5,4,4,19,20,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 15th to 17th May 2020,2,33,11,22,12,9,7,3,1,7,2,13,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 15th to 17th May 2020,1 - Do not trust at all,9,4,5,4,4,2,1,1,-,1,6,2,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 15th to 17th May 2020,NET: Do not trust,42,15,27,17,14,9,4,2,7,3,20,8,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 15th to 17th May 2020,Mean,2.96,3.08,2.84,2.7,2.75,3,3.13,3.35,2.58,3.11,2.73,3.04,3.33,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 60,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 15th to 17th May 2020,Standard deviation Standard error,0.98,0.96,1,1.18,1.27,0.82,0.76,1.2,0.75,1.16,1.01,0.92,0.97,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,109,55,54,18,15,30,28,14,8,11,33,36,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,116*,58*,57*,20**,17**,37**,28**,12**,7**,11**,36**,32**,21**,26**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 29th to 31st May 2020,NET: Trust,49,29,21,10,10,16,12,6,2,3,15,11,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 29th to 31st May 2020,5 - Trust completely,13,7,5,2,2,4,2,2,-,2,2,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 29th to 31st May 2020,4,37,22,15,8,8,11,10,4,2,1,13,5,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 29th to 31st May 2020,3,42,17,25,5,2,11,12,3,2,8,14,14,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 29th to 31st May 2020,2,19,10,10,5,5,7,2,3,3,-,5,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 29th to 31st May 2020,1 - Do not trust at all,5,3,1,-,-,3,1,-,-,-,2,2,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 29th to 31st May 2020,NET: Do not trust,24,13,11,5,5,10,3,3,3,-,7,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 29th to 31st May 2020,Mean,3.29,3.34,3.23,3.39,3.47,3.17,3.35,3.39,2.87,3.48,3.23,3.25,3.19,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 68,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,1,1.08,0.93,0.97,1.06,1.15,0.94,1.06,0.86,0.82,0.94,1.13,0.99,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 196,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,107,60,47,13,11,26,25,9,13,21,46,29,17,15,2,2,13,9,7,12,5,10,26,11,9,1,,27,52,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 196,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,99*,55*,44*,12**,10**,25**,24**,10**,12**,16**,41*,30**,15**,13**,2**,3**,12**,11**,6**,11**,4**,6**,22**,12**,7**,1**,,25**,48*,32*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 196,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,31,17,13,3,3,6,8,3,5,6,10,10,6,4,2,3,5,4,1,4,2,-,5,3,2,-,,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 196,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,8,6,3,-,-,2,2,2,1,2,1,4,2,1,1,-,1,2,1,1,-,-,1,1,*,-,,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 196,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 22nd to 24th May 2020,4,22,12,10,3,3,4,6,1,4,4,9,6,4,3,1,3,5,2,-,3,2,-,4,2,1,-,,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 196,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 22nd to 24th May 2020,3,44,28,16,5,3,13,12,5,3,7,19,17,4,4,-,1,5,4,3,6,2,2,11,6,3,1,,12,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 196,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 22nd to 24th May 2020,2,19,7,11,3,3,4,3,2,5,3,8,3,3,5,-,-,1,3,2,-,-,4,3,3,2,-,,2,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 196,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,5,2,3,1,1,2,1,-,-,1,4,-,1,-,-,-,1,-,1,1,1,-,2,-,-,-,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 196,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,24,10,15,4,4,6,4,2,5,4,12,3,5,5,-,-,2,3,3,1,1,4,6,3,2,-,,3,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 196,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,3.1,3.2,2.96,2.79,2.76,2.96,3.2,3.4,3.03,3.23,2.87,3.39,3.17,3.05,4.52,3.82,3.22,3.3,2.73,3.31,3.09,2.35,2.93,3.09,2.95,3,,3.42,2.86,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 196,Q5. Trust in the sources for information/news about Coronavirus used in last week: WhatsApp,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.98,0.94,1.03,0.99,1.08,1.01,0.89,1.04,1.01,1.07,0.93,0.87,1.24,0.98,0.66,0.46,1.03,1.1,1.2,0.89,1.2,0.52,1,0.9,0.95,-,,0.94,1.03,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
