table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Mean,3.73,3.66,3.79,3.87,3.85,3.71,3.54,3.71,3.76,3.76,3.81,3.77,3.61,3.68,3.73,3.54,3.66,3.55,3.66,3.7,3.81,3.69,3.81,3.84,3.83,3.72,3.72,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,1.1,1.16,1.05,1,1.01,1.07,1.13,1.07,1.13,1.17,1.09,1.08,1.14,1.11,1.08,1.1,1.06,1.11,1.16,1.07,1.1,1.12,1.12,1.1,1.05,1.22,1.1,,,
Table 121,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,2100,1015,1085,267,236,294,323,383,336,497,613,633,319,535,176,86,203,160,183,166,113,193,307,302,145,66,1745,,,
Table 121,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,2100,1027,1073,290,248,351,325,361,302,471,571,592,426,510,175,84*,232,171,183,151,100*,198,277,287,179,63*,1762,,,
Table 121,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,NET: Top 2 box,1294,606,688,175,155,207,175,211,193,332,379,363,249,304,112,43,144,104,109,81,61,126,182,188,105,40,1081,,,
Table 121,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,5 - Very concerned,586,266,320,72,59,83,82,83,95,171,171,159,109,147,56,16,69,45,43,36,34,59,83,81,47,16,480,,,
Table 121,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,4,708,340,368,103,96,125,93,129,98,161,208,203,140,157,56,28,74,59,65,45,27,66,99,108,58,24,601,,,
Table 121,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,3,546,265,281,88,72,108,100,97,68,86,135,155,113,143,42,26,57,39,46,47,29,54,67,70,54,14,461,,,
Table 121,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,2,155,91,64,24,18,24,27,24,26,30,42,44,36,33,13,5,19,15,15,13,6,11,20,21,11,6,130,,,
Table 121,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,1 - Not at all concerned,105,65,40,3,3,12,23,28,16,23,16,30,29,31,8,9,13,12,14,10,4,7,8,8,9,3,90,,,
Table 121,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,NET: Bottom 2 box,260,155,104,27,21,35,51,53,41,53,58,74,65,63,21,14,32,28,29,22,10,18,28,28,20,9,220,,,
Table 121,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Mean,3.72,3.64,3.8,3.75,3.76,3.69,3.56,3.59,3.76,3.91,3.83,3.71,3.62,3.7,3.79,3.43,3.72,3.64,3.6,3.57,3.8,3.81,3.82,3.81,3.68,3.7,3.71,,,
Table 121,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,1.1,1.14,1.05,0.96,0.94,1.01,1.16,1.15,1.14,1.11,1.03,1.1,1.15,1.13,1.11,1.18,1.14,1.18,1.15,1.14,1.1,1.04,1.04,1.01,1.08,1.11,1.1,,,
Table 110,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,
Table 110,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,
Table 110,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Top 2 box,1299,616,683,171,151,213,199,214,187,315,366,370,254,308,,,,,,,,,,,,,,,,
Table 110,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,5 - Very concerned,545,242,303,67,58,92,77,83,96,130,142,147,114,142,,,,,,,,,,,,,,,,
Table 110,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,4,754,373,380,104,93,121,121,132,90,185,224,223,140,167,,,,,,,,,,,,,,,,
Table 110,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,3,582,288,294,95,75,100,97,99,86,106,149,162,121,150,,,,,,,,,,,,,,,,
Table 110,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,2,139,77,62,18,16,24,18,30,15,33,36,38,31,33,,,,,,,,,,,,,,,,
Table 110,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,1 - Not at all concerned,101,57,45,9,9,17,15,22,18,21,25,28,24,24,,,,,,,,,,,,,,,,
Table 110,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Bottom 2 box,240,134,106,27,25,41,33,51,33,55,62,66,55,57,,,,,,,,,,,,,,,,
Table 110,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Mean,3.71,3.64,3.77,3.69,3.7,3.7,3.7,3.61,3.76,3.78,3.73,3.71,3.67,3.72,,,,,,,,,,,,,,,,
Table 110,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,1.07,1.08,1.05,0.99,1,1.07,1.03,1.1,1.13,1.06,1.04,1.05,1.11,1.08,,,,,,,,,,,,,,,,
Table 112,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,
Table 112,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,
Table 112,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,NET: Top 2 box,1358,645,714,184,161,236,187,222,201,329,397,399,266,297,105,62,142,107,116,99,68,124,184,198,114,40,1145,,,
Table 112,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,5 - Very concerned,599,284,315,79,70,102,83,96,87,151,177,178,107,137,44,28,60,49,39,49,25,48,98,86,53,19,510,,,
Table 112,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,4,760,361,399,105,91,134,104,126,113,178,220,221,159,160,61,34,82,57,77,50,43,76,86,112,61,21,634,,,
Table 112,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,3,561,271,290,84,70,97,104,104,71,102,141,144,115,161,57,16,69,47,52,43,24,53,70,68,49,13,467,,,
Table 112,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,2,143,76,66,23,20,13,27,24,23,33,28,34,36,44,14,2,21,19,11,9,2,14,18,16,11,6,120,,,
Table 112,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,1 - Not at all concerned,126,78,48,12,10,19,21,26,21,28,29,40,28,30,6,7,11,6,13,6,9,15,17,18,13,7,104,,,
Table 112,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,NET: Bottom 2 box,269,154,115,34,30,32,49,50,44,60,57,74,64,74,21,9,31,24,24,15,12,29,35,33,24,12,225,,,
Table 112,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Mean,3.71,3.65,3.77,3.72,3.74,3.78,3.59,3.64,3.71,3.8,3.82,3.75,3.63,3.62,3.67,3.84,3.66,3.71,3.62,3.81,3.7,3.63,3.79,3.78,3.69,3.62,3.72,,,
Table 112,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,1.11,1.16,1.06,1.05,1.06,1.06,1.13,1.13,1.15,1.12,1.06,1.12,1.12,1.12,1.03,1.15,1.08,1.08,1.08,1.06,1.14,1.13,1.15,1.1,1.15,1.27,1.11,,,
