table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,NET: Bottom 2 box,276,142,134,30,28,42,38,56,43,67,62,79,59,76,21,13,47,14,24,22,17,25,24,40,19,9,229,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Mean,3.68,3.62,3.74,3.82,3.76,3.65,3.68,3.55,3.67,3.73,3.78,3.74,3.61,3.56,3.71,3.7,3.42,3.68,3.67,3.69,3.54,3.7,3.76,3.73,3.82,3.71,3.68,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,1.09,1.09,1.1,1.03,1.03,1.1,1.05,1.1,1.11,1.14,1.02,1.12,1.12,1.11,1.1,1.2,1.16,0.94,1.11,1.11,1.16,1.15,1,1.11,1.05,1.1,1.09,,,
Table 114,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,2101,1040,1061,258,227,336,346,377,310,474,646,571,407,477,179,82,217,160,173,169,103,204,295,299,158,62,1757,,,
Table 114,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,
Table 114,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Top 2 box,1277,610,667,174,154,211,200,207,190,294,364,374,253,286,114,55,156,102,109,88,61,124,157,172,95,43,1058,,,
Table 114,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,5 - Very concerned,578,269,309,86,78,110,92,71,80,139,151,183,110,134,50,26,73,42,52,40,21,60,76,78,42,19,488,,,
Table 114,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,4,699,341,358,88,76,101,109,136,109,155,214,191,142,152,64,29,83,61,57,48,40,63,82,93,54,25,570,,,
Table 114,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,3,549,254,295,76,64,98,91,102,71,110,140,147,116,146,44,22,42,49,36,42,23,50,82,90,57,12,470,,,
Table 114,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,2,176,101,75,30,26,24,17,34,28,43,43,56,30,47,7,3,20,14,27,15,14,12,26,15,17,6,150,,,
Table 114,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,1 - Not at all concerned,98,62,36,9,7,17,17,18,14,23,24,15,28,31,10,4,14,6,12,6,2,12,12,11,10,2,85,,,
Table 114,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Bottom 2 box,275,163,112,39,33,41,34,52,42,67,67,72,58,78,16,7,34,20,39,20,15,24,38,26,27,8,235,,,
Table 114,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Mean,3.71,3.64,3.77,3.73,3.77,3.75,3.74,3.58,3.71,3.73,3.74,3.79,3.65,3.61,3.79,3.85,3.78,3.69,3.6,3.68,3.65,3.75,3.66,3.74,3.56,3.82,3.7,,,
Table 114,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,1.1,1.15,1.05,1.09,1.08,1.12,1.08,1.06,1.1,1.13,1.06,1.06,1.13,1.15,1.07,1.05,1.16,1.04,1.22,1.08,1.02,1.13,1.11,1.04,1.11,1.07,1.11,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,2135,1020,1115,251,219,361,336,354,336,497,627,605,372,531,193,78,207,169,190,165,119,192,303,268,189,62,1761,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,2135,1044,1091,295,254,356,331,367,307,479,581,602,433,519,178,85*,236,174,186,153,101*,201,282,292,182,64*,1792,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,NET: Top 2 box,1258,624,634,165,137,214,173,199,200,306,339,381,260,278,101,49,147,95,105,93,61,127,175,161,105,40,1056,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,5 - Very concerned,556,280,276,76,65,84,82,91,85,138,170,172,90,124,48,25,67,46,48,44,24,57,75,59,49,15,469,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,4,701,344,357,89,71,131,91,108,115,168,169,208,170,154,53,24,80,49,57,49,37,70,100,101,56,25,587,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,3,582,258,324,92,84,94,97,109,71,120,160,149,118,154,48,25,59,44,57,42,25,51,76,80,59,16,493,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,2,184,97,88,33,30,29,40,30,20,31,61,47,31,45,25,7,15,23,16,14,10,11,20,29,12,3,147,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,1 - Not at all concerned,111,65,45,4,3,19,21,28,16,22,20,26,24,41,4,4,15,12,9,4,6,12,11,22,6,6,95,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,NET: Bottom 2 box,295,162,133,37,34,48,62,59,36,53,82,72,55,86,29,10,30,35,24,18,16,24,31,51,18,8,242,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Mean,3.66,3.65,3.67,3.68,3.65,3.65,3.52,3.55,3.76,3.77,3.7,3.76,3.63,3.53,3.65,3.71,3.72,3.54,3.64,3.75,3.62,3.73,3.74,3.5,3.71,3.64,3.66,,,
Table 128,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,1.11,1.15,1.07,1.02,1.03,1.09,1.17,1.17,1.09,1.08,1.1,1.08,1.06,1.17,1.09,1.11,1.13,1.21,1.09,1.06,1.12,1.12,1.05,1.15,1.04,1.15,1.11,,,
Table 116,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,2107,1075,1032,272,241,366,329,356,313,471,582,631,352,542,184,89,205,178,201,148,101,206,293,278,153,71,1751,48,907,741
Table 116,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,55*,906,757
Table 116,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Top 2 box,1211,570,641,173,153,190,181,185,187,296,366,331,253,261,95,52,147,90,98,91,50,109,173,165,104,36,1030,31,539,439
Table 116,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,5 - Very concerned,508,235,272,79,70,79,85,61,58,147,168,130,104,106,39,17,50,38,42,37,23,53,78,73,38,18,427,10,235,175
Table 116,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,4,703,335,369,94,83,111,96,125,129,149,198,201,149,155,55,35,97,52,57,54,27,56,95,91,66,18,603,20,303,264
Table 116,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,3,611,280,330,93,77,115,109,112,71,111,133,180,124,173,58,18,59,50,65,42,31,64,69,87,50,19,503,13,262,209
Table 116,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,2,179,107,72,22,20,27,22,41,31,36,41,60,32,46,18,10,17,16,11,9,14,14,27,22,13,6,141,7,66,62
Table 116,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,1 - Not at all concerned,107,73,33,3,1,20,16,24,15,29,32,22,19,33,4,4,10,15,9,10,5,11,9,14,13,2,95,4,39,46
Table 116,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Bottom 2 box,285,180,105,25,22,47,37,65,46,65,74,82,51,79,23,14,27,32,20,19,19,25,36,37,26,8,236,11,105,108
Table 116,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Mean,3.63,3.53,3.72,3.77,3.79,3.57,3.65,3.43,3.6,3.74,3.75,3.6,3.67,3.5,3.61,3.61,3.69,3.47,3.6,3.66,3.5,3.64,3.74,3.65,3.57,3.69,3.64,3.47,3.7,3.61
Table 116,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,1.09,1.16,1.01,0.97,0.96,1.09,1.08,1.1,1.06,1.16,1.12,1.05,1.06,1.11,1.03,1.08,1.03,1.2,1.05,1.11,1.14,1.12,1.07,1.09,1.12,1.1,1.09,1.15,1.07,1.11
Table 105,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,2164,1113,1051,292,261,355,355,316,338,508,642,610,367,545,,,,,,,,,,,,,,,,
Table 105,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2164,1058,1106,298,264,361,335,372,312,485,589,610,439,526,,,,,,,,,,,,,,,,
Table 105,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Top 2 box,1318,612,706,168,147,222,189,206,201,332,365,366,292,294,,,,,,,,,,,,,,,,
Table 105,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,5 - Very concerned,515,240,275,53,49,92,58,86,86,140,136,130,123,127,,,,,,,,,,,,,,,,
Table 105,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,4,803,371,431,116,98,130,130,120,114,192,229,237,169,168,,,,,,,,,,,,,,,,
Table 105,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,3,587,287,301,84,75,106,112,106,75,103,155,174,95,164,,,,,,,,,,,,,,,,
Table 105,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,2,160,94,66,32,27,18,21,35,21,34,47,44,31,38,,,,,,,,,,,,,,,,
Table 105,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,1 - Not at all concerned,98,66,33,15,15,15,13,25,14,16,22,26,21,30,,,,,,,,,,,,,,,,
Table 105,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Bottom 2 box,259,160,99,46,42,33,34,60,36,49,69,70,52,67,,,,,,,,,,,,,,,,
Table 105,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Mean,3.68,3.59,3.77,3.54,3.53,3.74,3.59,3.55,3.76,3.84,3.7,3.66,3.78,3.62,,,,,,,,,,,,,,,,
Table 105,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,1.06,1.12,0.99,1.05,1.08,1.03,0.98,1.14,1.07,1.02,1.03,1.03,1.08,1.1,,,,,,,,,,,,,,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2115,1003,1112,261,228,325,342,367,332,488,584,640,359,532,186,88,220,166,174,162,105,182,296,296,177,63,1761,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,2115,1034,1081,292,250,353,328,364,305,473,575,597,429,514,176,84*,234,172,185,152,100*,199,279,289,181,63*,1775,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Top 2 box,1280,617,664,188,161,216,179,213,191,293,364,371,250,295,105,47,128,93,116,89,64,114,177,190,117,40,1070,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,5 - Very concerned,610,287,323,95,78,91,71,100,95,158,187,176,104,143,49,16,61,38,47,40,33,57,94,98,57,21,507,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,4,670,329,341,94,83,125,108,113,96,135,177,195,146,151,56,31,68,55,68,49,32,57,83,93,60,19,563,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,3,589,267,322,80,67,100,101,111,76,122,150,162,118,159,54,26,80,55,42,46,24,63,73,69,47,10,501,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,2,136,82,54,19,17,20,24,26,20,27,38,36,31,30,9,5,16,14,13,10,8,10,14,16,10,9,110,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,1 - Not at all concerned,110,68,42,5,5,18,24,14,17,32,24,27,30,29,9,6,9,11,14,7,4,12,15,14,7,3,94,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information that others in society may be getting about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Bottom 2 box,246,150,95,24,22,38,48,40,37,59,62,63,61,60,18,12,25,25,27,17,12,22,30,30,17,13,204,,,
