table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 95,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 12th to 14th February 2021,4,177,88,89,38,32,48,39,20,14,19,63,47,28,39,4,7,34,10,13,9,8,19,40,20,11,3,162,,,
Table 95,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 12th to 14th February 2021,3,660,294,366,114,97,119,118,116,83,109,154,198,148,159,59,20,80,59,56,45,30,56,84,91,55,24,547,,,
Table 95,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 12th to 14th February 2021,2,634,307,327,86,75,97,84,112,107,147,177,180,116,161,50,29,60,43,60,47,35,72,69,93,58,19,530,,,
Table 95,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 12th to 14th February 2021,1 - Relying completely on media/official sources,525,287,238,33,31,49,69,92,94,187,157,146,104,117,52,19,51,48,40,41,22,47,72,72,45,14,437,,,
Table 95,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 12th to 14th February 2021,NET: Bottom 2 box,1158,594,565,120,105,146,154,204,201,335,334,326,221,277,101,49,110,91,100,88,57,120,141,165,103,33,967,,,
Table 95,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 12th to 14th February 2021,Mean,2.33,2.28,2.37,2.64,2.59,2.71,2.47,2.3,2.09,1.94,2.3,2.31,2.36,2.35,2.13,2.3,2.48,2.32,2.39,2.25,2.36,2.28,2.41,2.3,2.29,2.31,2.34,,,
Table 95,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,1.04,1.07,1.01,0.95,0.93,1.1,1.03,1.04,0.94,0.94,1.07,1.01,1.06,1.03,0.93,1.05,1.05,1.09,1.07,1.04,1.06,0.99,1.1,1.02,1.03,0.93,1.05,,,
Table 92,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2063,1007,1056,244,212,328,332,379,305,475,597,557,414,495,,,,,,,,,,,,,,,,
Table 92,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2064,1012,1052,285,245,344,310,355,299,472,570,583,414,497,,,,,,,,,,,,,,,,
Table 92,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 7th to 9th August 2020,NET: Top 2 box,249,132,117,56,55,63,45,37,26,21,71,65,61,52,,,,,,,,,,,,,,,,
Table 92,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 7th to 9th August 2020,5 - Relying completely on people I know/people in my local area/people on social media,54,27,26,9,9,19,4,5,7,8,14,12,13,14,,,,,,,,,,,,,,,,
Table 92,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 7th to 9th August 2020,4,195,104,91,47,45,43,41,31,19,13,57,52,47,38,,,,,,,,,,,,,,,,
Table 92,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 7th to 9th August 2020,3,742,338,404,110,89,141,124,137,85,144,166,196,162,218,,,,,,,,,,,,,,,,
Table 92,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 7th to 9th August 2020,2,629,311,318,85,73,98,87,111,97,150,196,192,122,120,,,,,,,,,,,,,,,,
Table 92,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 7th to 9th August 2020,1 - Relying completely on media/official sources,445,232,214,33,28,41,54,70,90,158,137,131,70,108,,,,,,,,,,,,,,,,
Table 92,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 7th to 9th August 2020,NET: Bottom 2 box,1074,543,531,118,101,140,141,181,187,307,333,322,191,228,,,,,,,,,,,,,,,,
Table 92,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 7th to 9th August 2020,Mean,2.41,2.39,2.43,2.7,2.74,2.71,2.53,2.41,2.19,2.08,2.32,2.36,2.55,2.46,,,,,,,,,,,,,,,,
Table 92,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,1.01,1.03,0.99,0.99,1.01,1.02,0.97,0.95,1.01,0.95,1.02,0.99,1,1,,,,,,,,,,,,,,,,
Table 93,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2141,1045,1096,261,230,328,348,360,327,517,620,613,376,532,196,86,235,165,195,161,99,196,287,274,184,63,1783,,,
Table 93,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2140,1055,1084,289,248,357,329,365,312,487,590,605,436,509,183,86*,233,171,187,148,102*,204,283,296,184,62*,1793,,,
Table 93,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 9th to 11th October 2020,NET: Top 2 box,306,156,150,57,52,86,54,48,30,32,87,78,61,81,17,13,32,23,31,15,14,29,66,36,22,7,268,,,
Table 93,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 9th to 11th October 2020,5 - Relying completely on people I know/people in my local area/people on social media,80,47,34,15,14,25,10,12,7,11,19,20,21,19,2,6,9,6,8,5,3,2,20,11,6,2,73,,,
Table 93,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 9th to 11th October 2020,4,226,109,116,41,38,60,45,36,23,21,67,58,39,61,14,7,23,17,23,10,11,27,45,26,16,5,195,,,
Table 93,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 9th to 11th October 2020,3,716,310,406,105,88,140,126,123,100,122,168,190,170,187,64,34,73,69,70,50,40,60,77,93,60,26,586,,,
Table 93,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 9th to 11th October 2020,2,621,331,290,83,69,100,82,116,94,145,183,184,117,137,55,18,68,40,49,46,33,70,70,89,67,16,516,,,
Table 93,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 9th to 11th October 2020,1 - Relying completely on media/official sources,497,259,238,44,40,31,68,79,88,187,152,153,88,104,46,21,60,38,37,37,15,45,71,78,35,13,423,,,
Table 93,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 9th to 11th October 2020,NET: Bottom 2 box,1118,589,529,127,108,132,149,195,182,333,335,337,205,241,101,39,128,79,86,84,48,115,141,167,101,29,939,,,
Table 93,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 9th to 11th October 2020,Mean,2.43,2.39,2.46,2.66,2.67,2.86,2.54,2.41,2.25,2.02,2.35,2.35,2.52,2.52,2.3,2.52,2.37,2.48,2.56,2.31,2.54,2.37,2.56,2.33,2.41,2.48,2.43,,,
Table 93,Q6a. Please think about the Coronavirus situation and the information and news you need to manage your daily life. To what extent are you relying on people that you know/people in your local,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2140,1055,1084,289,248,357,329,365,312,487,590,605,436,509,183,86*,233,171,187,148,102*,204,283,296,184,62*,1793,,,
